"harmMeans_Lam" "arithMeans_Lam" "harmMeans_Mu" "arithMeans_Mu" "harmMeans_NetDiv" "arithMeans_NetDiv" "harmMeans_NetDiv_sub" "arithMeans_NetDiv_sub"
"Eumops_patagonicus_MOLOSSIDAE_CHIROPTERA" 0.184456384200257 0.187613941038126 0.00727941785335651 0.033299602574814 0.150456437233468 0.154314338463312 0.1771769663469 0.154314338463312
"Eumops_perotis_MOLOSSIDAE_CHIROPTERA" 0.183850021148682 0.187770970124642 0.00727255749525157 0.033366820716614 0.152951698009268 0.154404149408028 0.176577463653431 0.154404149408028
"Eumops_trumbulli_MOLOSSIDAE_CHIROPTERA" 0.184980197837805 0.187869029878933 0.00727988083052631 0.033232084954814 0.152398606826897 0.154636944924119 0.177700317007278 0.154636944924119
"Eumops_underwoodi_MOLOSSIDAE_CHIROPTERA" 0.184558052768933 0.187875822705414 0.00727994025543085 0.033294648952814 0.15248340129705 0.1545811737526 0.177278112513502 0.1545811737526
"Eumops_wilsoni_MOLOSSIDAE_CHIROPTERA" 0.184970754745105 0.187946237584645 0.0072836716165292 0.033391827981914 0.153790087967223 0.154554409602731 0.177687083128576 0.154554409602731
"Euneomys_chinchilloides_CRICETIDAE_RODENTIA" 0.186614810359543 0.199031954978113 0.000773346357565826 0.0079766651860223 0.190067813593206 0.191055289792091 0.185841464001977 0.191055289792091
"Euneomys_fossor_CRICETIDAE_RODENTIA" 0.197595277112657 0.199258836845015 0.00077268258196591 0.0078888695694623 0.190644350757527 0.191369967275553 0.196822594530691 0.191369967275553
"Euneomys_mordax_CRICETIDAE_RODENTIA" 0.197279788456783 0.199272174339643 0.000772930916439446 0.0079330080495223 0.191058648590136 0.19133916629012 0.196506857540344 0.19133916629012
"Euneomys_petersoni_CRICETIDAE_RODENTIA" 0.197709772150454 0.199230409544604 0.000772401876747089 0.0078608607340223 0.190212245021007 0.191369548810582 0.196937370273707 0.191369548810582
"Euoticus_elegantulus_GALAGIDAE_PRIMATES" 0.299745153938733 0.31701790797068 0.184554295604386 0.22978955760258 0.080292796306359 0.0872283503680995 0.115190858334346 0.0872283503680995
"Euoticus_pallidus_GALAGIDAE_PRIMATES" 0.299564483387849 0.316957778394897 0.184571890258125 0.22980024571458 0.0801728848329419 0.0871575326803166 0.114992593129724 0.0871575326803167
"Eupetaurus_cinereus_SCIURIDAE_RODENTIA" 0.243509404848258 0.248939699132625 0.0362723528042208 0.11040458173788 0.133465782056903 0.138535117394745 0.207237052044037 0.138535117394745
"Euphractus_sexcinctus_DASYPODIDAE_CINGULATA" 0.0880421958174057 0.0913741434207548 0.0183174924231367 0.046336468101206 0.0373402910142249 0.0450376753195488 0.069724703394269 0.0450376753195488
"Eupleres_goudotii_EUPLERIDAE_CARNIVORA" 0.280434243669273 0.284276167245102 0.0978854190341618 0.1379344622611 0.14161401568901 0.146341704984002 0.182548824635111 0.146341704984002
"Euroscaptor_grandis_TALPIDAE_EULIPOTYPHLA" 0.185652609324556 0.197665194837536 0.0630812064776489 0.10613216981626 0.0806629202801117 0.0915330250212759 0.122571402846907 0.091533025021276
"Euroscaptor_klossi_TALPIDAE_EULIPOTYPHLA" 0.185745218618337 0.197740516523042 0.0630296337506422 0.10612540179486 0.0798396492736063 0.0916151147281815 0.122715584867695 0.0916151147281816
"Euroscaptor_longirostris_TALPIDAE_EULIPOTYPHLA" 0.185740443066557 0.197744109592008 0.0630271590647108 0.10613774627486 0.0798841792607417 0.0916063633171484 0.122713284001847 0.0916063633171485
"Euroscaptor_micrura_TALPIDAE_EULIPOTYPHLA" 0.185751542624361 0.197749800069185 0.0630279331910958 0.10613446984286 0.0798862682787338 0.0916153302263253 0.122723609433265 0.0916153302263253
"Euroscaptor_mizura_TALPIDAE_EULIPOTYPHLA" 0.185489209747664 0.19764425299255 0.0630642439032325 0.10612761588226 0.0799094754440212 0.0915166371102903 0.122424965844431 0.0915166371102903
"Euroscaptor_parvidens_TALPIDAE_EULIPOTYPHLA" 0.183448104635848 0.197673134697226 0.0630320876594104 0.10614560736886 0.0799560802431431 0.0915275273283662 0.120416016976438 0.0915275273283662
"Euroscaptor_subanura_TALPIDAE_EULIPOTYPHLA" 0.185351620447941 0.197754691061602 0.0630183501996453 0.10613701725486 0.0799268635331792 0.0916176738067417 0.122333270248295 0.0916176738067416
"Euryoryzomys_emmonsae_CRICETIDAE_RODENTIA" 0.196900547002354 0.199398611347256 0.000778247687410693 0.0077044123746423 0.136105922988671 0.191694198972613 0.196122299314944 0.191694198972613
"Euryoryzomys_lamia_CRICETIDAE_RODENTIA" 0.198677108461407 0.199669021821397 0.000781101959487152 0.0074566737690023 0.195884215543733 0.192212348052394 0.19789600650192 0.192212348052394
"Euryoryzomys_legatus_CRICETIDAE_RODENTIA" 0.198033712121496 0.199583587921508 0.000777380716607688 0.0075860682862023 0.191297586116309 0.191997519635306 0.197256331404889 0.191997519635306
"Euryoryzomys_macconnelli_CRICETIDAE_RODENTIA" 0.196781449877378 0.199413617849402 0.000777291364719908 0.0075251289593423 0.156579938501186 0.191888488890059 0.196004158512658 0.191888488890059
"Euryoryzomys_nitidus_CRICETIDAE_RODENTIA" 0.197624935940873 0.199591281885042 0.00077769549460117 0.0074624067490023 0.195886922698474 0.19212887513604 0.196847240446272 0.19212887513604
"Euryoryzomys_russatus_CRICETIDAE_RODENTIA" 0.192653232306425 0.199630001229824 0.000776553476361995 0.0074515263252023 0.196005178229656 0.192178474904622 0.191876678830063 0.192178474904622
"Euryzygomatomys_spinosus_ECHIMYIDAE_RODENTIA" 0.228274470444207 0.238385155181695 0.030603750668833 0.11182504224105 0.120621440960853 0.126560112940645 0.197670719775374 0.126560112940645
"Exilisciurus_concinnus_SCIURIDAE_RODENTIA" 0.240898822384337 0.247429326793972 0.0339679212886778 0.11009912727008 0.130770069964449 0.137330199523892 0.206930901095659 0.137330199523892
"Exilisciurus_exilis_SCIURIDAE_RODENTIA" 0.23982148868244 0.247391477091585 0.0340018238614562 0.11022255096088 0.104454435281326 0.137168926130705 0.205819664820984 0.137168926130705
"Exilisciurus_whiteheadi_SCIURIDAE_RODENTIA" 0.236640129641731 0.247432762707733 0.0340085397879338 0.11012057480408 0.13043057951107 0.137312187903653 0.202631589853797 0.137312187903653
"Falsistrellus_affinis_VESPERTILIONIDAE_CHIROPTERA" 0.179539581957256 0.188175298444986 0.00498137089059705 0.029175673908994 0.154805966056056 0.158999624535992 0.174558211066659 0.158999624535992
"Falsistrellus_mackenziei_VESPERTILIONIDAE_CHIROPTERA" 0.182742174754662 0.188247848683516 0.00498181061627635 0.029314853612994 0.154644311618859 0.158932995070522 0.177760364138385 0.158932995070522
"Falsistrellus_mordax_VESPERTILIONIDAE_CHIROPTERA" 0.182663019213326 0.188165544576762 0.00498164169754445 0.029261759673994 0.154132554400933 0.158903784902768 0.177681377515782 0.158903784902768
"Falsistrellus_petersi_VESPERTILIONIDAE_CHIROPTERA" 0.182039413719741 0.188213259178237 0.00498146486833416 0.029237633357994 0.15453637403269 0.158975625820243 0.177057948851406 0.158975625820243
"Falsistrellus_tasmaniensis_VESPERTILIONIDAE_CHIROPTERA" 0.18255587908592 0.188159687426713 0.00498103222056338 0.029187525288994 0.15451732956498 0.158972162137719 0.177574846865357 0.158972162137719
"Felis_bieti_FELIDAE_CARNIVORA" 0.283129816425011 0.285827687037588 0.0903012679508597 0.1375220082499 0.141909349247447 0.148305678787688 0.192828548474152 0.148305678787688
"Felis_catus_FELIDAE_CARNIVORA" 0.283142657773782 0.28585667910992 0.0903021692696349 0.1375234229499 0.141915799184439 0.148333256160019 0.192840488504147 0.14833325616002
"Felis_chaus_FELIDAE_CARNIVORA" 0.283128820788434 0.285826534049159 0.0903009900524756 0.1375214622499 0.141908826661738 0.148305071799259 0.192827830735958 0.148305071799259
"Felis_margarita_FELIDAE_CARNIVORA" 0.283110330969901 0.285781463756373 0.0903015313450951 0.1375569804499 0.141924069790557 0.148224483306473 0.192808799624805 0.148224483306473
"Felis_nigripes_FELIDAE_CARNIVORA" 0.283048804958717 0.285809186668769 0.0902907539707673 0.1375205180409 0.141865113689979 0.148288668627869 0.192758050987949 0.148288668627869
"Felis_silvestris_FELIDAE_CARNIVORA" 0.283128820788434 0.285826534049159 0.0903009900524756 0.1375214622499 0.141908826661738 0.148305071799259 0.192827830735958 0.148305071799259
"Felovia_vae_CTENODACTYLIDAE_RODENTIA" 0.154633450067849 0.195169088261457 0.0568440579752466 0.119298871345784 0.0864127827932597 0.0758702169156731 0.0977893920926022 0.0758702169156732
"Feresa_attenuata_DELPHINIDAE_CETARTIODACTYLA" 0.299376606024844 0.316828702401113 0.0499672358418364 0.123876335796039 0.162903903940608 0.192952366605074 0.249409370183008 0.192952366605074
"Feroculus_feroculus_SORICIDAE_EULIPOTYPHLA" 0.259853394741385 0.281809963719918 0.0111458921481631 0.074416329883587 0.167463621241807 0.207393633836331 0.248707502593222 0.207393633836331
"Fossa_fossana_EUPLERIDAE_CARNIVORA" 0.280349870468752 0.284215951784901 0.097852933968832 0.1379187207011 0.141709935528732 0.146297231083801 0.18249693649992 0.146297231083801
"Fukomys_amatus_BATHYERGIDAE_RODENTIA" 0.230999704261793 0.241692141625004 0.103908815438825 0.1402810694582 0.0962870599467243 0.101411072166804 0.127090888822967 0.101411072166804
"Fukomys_anselli_BATHYERGIDAE_RODENTIA" 0.230974369367121 0.241690632700202 0.103905579290479 0.1402943074362 0.0963226486663386 0.101396325264003 0.127068790076642 0.101396325264002
"Fukomys_bocagei_BATHYERGIDAE_RODENTIA" 0.230943101391072 0.241657696624163 0.103965830009805 0.1402908004452 0.0962641174295955 0.101366896178963 0.126977271381267 0.101366896178963
"Fukomys_damarensis_BATHYERGIDAE_RODENTIA" 0.230991138560314 0.241685741502413 0.103966586401316 0.1402931451172 0.0963573770394182 0.101392596385213 0.127024552158998 0.101392596385213
"Fukomys_darlingi_BATHYERGIDAE_RODENTIA" 0.230946704485641 0.241647952473157 0.103937156886298 0.1402855578562 0.096324722868671 0.101362394616957 0.127009547599343 0.101362394616957
"Fukomys_foxi_BATHYERGIDAE_RODENTIA" 0.230931778068987 0.241588740681471 0.103965924628887 0.1402846358142 0.0962600769808996 0.101304104867271 0.126965853440101 0.101304104867271
"Fukomys_ilariae_BATHYERGIDAE_RODENTIA" 0.230987025638646 0.241663306582065 0.103968938647326 0.1402911413742 0.0962814601197753 0.101372165207865 0.127018086991319 0.101372165207865
"Fukomys_kafuensis_BATHYERGIDAE_RODENTIA" 0.230030174246977 0.240904261250732 0.103276963872022 0.140180643716 0.095798019362185 0.100723617534732 0.126753210374955 0.100723617534732
"Fukomys_mechowi_BATHYERGIDAE_RODENTIA" 0.230817932578206 0.241636809874914 0.103968887939348 0.1402910800742 0.0962972226621372 0.101345729800714 0.126849044638859 0.101345729800714
"Fukomys_micklemi_BATHYERGIDAE_RODENTIA" 0.230999704261793 0.241692141625004 0.103908815438825 0.1402810694582 0.0962870599467243 0.101411072166804 0.127090888822967 0.101411072166804
"Fukomys_ochraceocinereus_BATHYERGIDAE_RODENTIA" 0.231007702149407 0.241703987943739 0.103966819757377 0.1402883843042 0.0962912694269195 0.101415603639539 0.12704088239203 0.101415603639539
"Fukomys_vandewoestijneae_BATHYERGIDAE_RODENTIA" 0.231008119578527 0.241707455919155 0.103909117913978 0.1402822599882 0.0962914917318617 0.101425195930955 0.127099001664549 0.101425195930955
"Fukomys_whytei_BATHYERGIDAE_RODENTIA" 0.230961333997424 0.241664925151522 0.103906189787182 0.1402766979882 0.0965835954208599 0.101388227163322 0.127055144210242 0.101388227163322
"Fukomys_zechi_BATHYERGIDAE_RODENTIA" 0.230929846599084 0.241629024702168 0.103973260040378 0.1402954152142 0.0962441845259518 0.101333609487968 0.126956586558706 0.101333609487968
"Funambulus_layardi_SCIURIDAE_RODENTIA" 0.242226599461379 0.247690184137966 0.035568881633493 0.11016862071208 0.13207282687359 0.137521563425885 0.206657717827886 0.137521563425886
"Funambulus_palmarum_SCIURIDAE_RODENTIA" 0.241363657118253 0.247684464352276 0.0355487892851651 0.11014292855508 0.132013285076541 0.137541535797196 0.205814867833088 0.137541535797196
"Funambulus_pennantii_SCIURIDAE_RODENTIA" 0.241611945182907 0.247657534067977 0.0355722996828848 0.11012447589408 0.126237353158272 0.137533058173898 0.206039645500022 0.137533058173897
"Funambulus_sublineatus_SCIURIDAE_RODENTIA" 0.243545534872195 0.247728156422496 0.0355697620899273 0.11011763350608 0.132035914990525 0.137610522916416 0.207975772782268 0.137610522916416
"Funambulus_tristriatus_SCIURIDAE_RODENTIA" 0.240210765404646 0.247574444939159 0.0355799188316467 0.11034897065708 0.133198712168505 0.137225474282079 0.204630846572999 0.137225474282079
"Funisciurus_anerythrus_SCIURIDAE_RODENTIA" 0.242422882869904 0.248481100977258 0.0362776175180497 0.11062515458458 0.13106450890765 0.137855946392678 0.206145265351854 0.137855946392678
"Funisciurus_bayonii_SCIURIDAE_RODENTIA" 0.244400019774355 0.248567908484319 0.036286951018583 0.11053124143858 0.133656391525367 0.138036667045739 0.208113068755772 0.138036667045739
"Funisciurus_carruthersi_SCIURIDAE_RODENTIA" 0.241888274962718 0.248329466670446 0.0362642321283399 0.11060345638658 0.132205686759819 0.137726010283866 0.205624042834378 0.137726010283866
"Funisciurus_congicus_SCIURIDAE_RODENTIA" 0.244445831282533 0.248623042680242 0.0362647263558505 0.11054488442558 0.13405973838209 0.138078158254662 0.208181104926683 0.138078158254663
"Funisciurus_duchaillui_SCIURIDAE_RODENTIA" 0.243868462996076 0.248449822501224 0.0361629484406791 0.11051581283979 0.133868140323844 0.137934009661434 0.207705514555397 0.137934009661434
"Funisciurus_isabella_SCIURIDAE_RODENTIA" 0.243282078813973 0.248580737161255 0.0362776256246648 0.11068583170058 0.13604790599596 0.137894905460675 0.207004453189309 0.137894905460675
"Funisciurus_lemniscatus_SCIURIDAE_RODENTIA" 0.244002557458006 0.248541804078095 0.0362962846625845 0.11068522164858 0.132905999835925 0.137856582429515 0.207706272795422 0.137856582429515
"Funisciurus_leucogenys_SCIURIDAE_RODENTIA" 0.244173773338632 0.248567508460795 0.0363365753058536 0.11062996285728 0.133671413947665 0.137937545603514 0.207837198032778 0.137937545603515
"Funisciurus_pyrropus_SCIURIDAE_RODENTIA" 0.242970411003258 0.248450111462938 0.0363164417747017 0.11053493802828 0.129974290510473 0.137915173434658 0.206653969228556 0.137915173434658
"Funisciurus_substriatus_SCIURIDAE_RODENTIA" 0.244175602052854 0.248523672883296 0.0362596356603073 0.11059935862358 0.129524125900043 0.137924314259716 0.207915966392547 0.137924314259716
"Furipterus_horrens_FURIPTERIDAE_CHIROPTERA" 0.0943367827181659 0.0983986881431746 0.00422767156319944 0.027302152563167 0.0647610597574319 0.0710965355800075 0.0901091111549665 0.0710965355800076
"Galago_gallarum_GALAGIDAE_PRIMATES" 0.300865282347301 0.317232239070744 0.188211812194787 0.2298773533285 0.080240181701344 0.0873548857422442 0.112653470152514 0.0873548857422441
"Galago_matschiei_GALAGIDAE_PRIMATES" 0.300805338104137 0.317211201074561 0.188211223638048 0.2298738500285 0.0802548936502324 0.0873373510460609 0.11259411446609 0.0873373510460608
"Galago_moholi_GALAGIDAE_PRIMATES" 0.300803536613671 0.31721064497564 0.188202839560608 0.2298677019285 0.0802615360651165 0.0873429430471398 0.112600697053063 0.0873429430471397
"Galago_senegalensis_GALAGIDAE_PRIMATES" 0.300865282347301 0.317232239070744 0.188211812194787 0.2298773533285 0.080240181701344 0.0873548857422442 0.112653470152514 0.0873548857422441
"Galagoides_cocos_GALAGIDAE_PRIMATES" 0.300975645505476 0.317281381548157 0.188376984758472 0.2299009329285 0.080245013441461 0.0873804486196569 0.112598660747004 0.0873804486196569
"Galagoides_demidovii_GALAGIDAE_PRIMATES" 0.300728754865948 0.317200101318426 0.187627996760654 0.2298863102245 0.0802278765830903 0.0873137910939255 0.113100758105294 0.0873137910939255
"Galagoides_granti_GALAGIDAE_PRIMATES" 0.300975645505476 0.317281381548157 0.188376984758472 0.2299009329285 0.080245013441461 0.0873804486196569 0.112598660747004 0.0873804486196569
"Galagoides_nyasae_GALAGIDAE_PRIMATES" 0.300775816337461 0.317213274772756 0.188187140383156 0.2298902515315 0.0802312427825887 0.0873230232412564 0.112588675954304 0.0873230232412564
"Galagoides_orinus_GALAGIDAE_PRIMATES" 0.300928584033963 0.317268208093826 0.187817841135969 0.2298969916215 0.0802416472419626 0.0873712164723259 0.113110742897994 0.087371216472326
"Galagoides_rondoensis_GALAGIDAE_PRIMATES" 0.300975645505476 0.317281381548157 0.188376984758472 0.2299009329285 0.080245013441461 0.0873804486196569 0.112598660747004 0.0873804486196569
"Galagoides_thomasi_GALAGIDAE_PRIMATES" 0.300422584806714 0.317175125260386 0.187609284188286 0.2298693912045 0.0804091137294652 0.087305734055886 0.112813300618428 0.087305734055886
"Galagoides_zanzibaricus_GALAGIDAE_PRIMATES" 0.300975645505476 0.317281381548157 0.188376984758472 0.2299009329285 0.080245013441461 0.0873804486196569 0.112598660747004 0.0873804486196569
"Galea_flavidens_CAVIIDAE_RODENTIA" 0.240231636188467 0.245022575261184 0.0944608827727504 0.1350071210563 0.10525873267834 0.110015454204884 0.145770753415717 0.110015454204884
"Galea_monasteriensis_CAVIIDAE_RODENTIA" 0.239848763910233 0.244975937745674 0.0944446417234645 0.1349780055963 0.105192383580799 0.109997932149374 0.145404122186769 0.109997932149374
"Galea_musteloides_CAVIIDAE_RODENTIA" 0.23987071344761 0.244943591369353 0.0944544994939438 0.1350089148623 0.105340067017848 0.109934676507053 0.145416213953667 0.109934676507053
"Galea_spixii_CAVIIDAE_RODENTIA" 0.237680738359259 0.244838240556627 0.0944329025000086 0.1351099557083 0.105279285046612 0.109728284848327 0.14324783585925 0.109728284848327
"Galemys_pyrenaicus_TALPIDAE_EULIPOTYPHLA" 0.15755111505715 0.175902841547128 0.0599565229331045 0.101845159378704 0.0704759206437774 0.0740576821684244 0.0975945921240454 0.0740576821684244
"Galenomys_garleppi_CRICETIDAE_RODENTIA" 0.197349665738816 0.199473183922197 0.000769694495462414 0.0074217279165223 0.191830328748374 0.192051456005675 0.196579971243353 0.192051456005675
"Galeopterus_variegatus_CYNOCEPHALIDAE_DERMOPTERA" 0.102726954493685 0.146435928594074 0.0370945794114386 0.089118008620264 0.171019562192417 0.0573179199738097 0.0656323750822466 0.0573179199738097
"Galictis_cuja_MUSTELIDAE_CARNIVORA" 0.281782670708683 0.284279189842711 0.097688591014616 0.13803206765081 0.14259642113493 0.146247122191902 0.184094079694067 0.146247122191902
"Galictis_vittata_MUSTELIDAE_CARNIVORA" 0.281426380922522 0.284233082121605 0.0976906371050406 0.13804367552081 0.142660369310318 0.146189406600795 0.183735743817482 0.146189406600795
"Galidia_elegans_EUPLERIDAE_CARNIVORA" 0.281586125891807 0.284360207923015 0.0975870545436183 0.1378010511801 0.140928999333517 0.146559156742915 0.183999071348189 0.146559156742915
"Galidictis_fasciata_EUPLERIDAE_CARNIVORA" 0.281972569191141 0.284373894437992 0.0975875973561222 0.1377971834301 0.141181576166685 0.146576711007892 0.184384971835019 0.146576711007892
"Galidictis_grandidieri_EUPLERIDAE_CARNIVORA" 0.28196838375578 0.284371083461414 0.0976142875405264 0.1378181667351 0.1420273465733 0.146552916726314 0.184354096215253 0.146552916726314
"Gazella_arabica_BOVIDAE_CETARTIODACTYLA" 0.279050299782464 0.281719942133546 0.00611165747127066 0.0476553031447954 0.225445753833953 0.23406463898875 0.272938642311193 0.23406463898875
"Gazella_bennettii_BOVIDAE_CETARTIODACTYLA" 0.2787934728708 0.28167555775785 0.00611203766449263 0.0476723797167954 0.224655612269973 0.234003178041054 0.272681435206307 0.234003178041054
"Gazella_bilkis_BOVIDAE_CETARTIODACTYLA" 0.279261923671821 0.281708889021029 0.00632693724780546 0.0476671348570284 0.225174938629932 0.234041754164001 0.272934986424016 0.234041754164
"Gazella_cuvieri_BOVIDAE_CETARTIODACTYLA" 0.279273273618624 0.281720357592838 0.00611584823232617 0.0476612554047954 0.225883351478338 0.234059102188042 0.273157425386298 0.234059102188042
"Gazella_dorcas_BOVIDAE_CETARTIODACTYLA" 0.278994911724313 0.28169255007932 0.00611168370273709 0.0476610934147954 0.22510635750004 0.234031456664524 0.272883228021575 0.234031456664524
"Gazella_gazella_BOVIDAE_CETARTIODACTYLA" 0.279376224638101 0.281743624550982 0.00611157353681486 0.0476477597147954 0.225116423606438 0.234095864836186 0.273264651101286 0.234095864836186
"Gazella_leptoceros_BOVIDAE_CETARTIODACTYLA" 0.279273273618624 0.281720357592838 0.00611584823232617 0.0476612554047954 0.225883351478338 0.234059102188042 0.273157425386298 0.234059102188042
"Gazella_saudiya_BOVIDAE_CETARTIODACTYLA" 0.27722831123789 0.2816291064536 0.00611184449648958 0.0476937752847954 0.224763423094488 0.233935331168805 0.271116466741401 0.233935331168805
"Gazella_spekei_BOVIDAE_CETARTIODACTYLA" 0.279278458128543 0.281717755085041 0.00611138447528369 0.0476634155967954 0.224965877330361 0.234054339488245 0.273167073653259 0.234054339488245
"Gazella_subgutturosa_BOVIDAE_CETARTIODACTYLA" 0.278947911567729 0.281727541320527 0.00611230094144136 0.0476610932287954 0.225464438416844 0.234066448091732 0.272835610626287 0.234066448091732
"Genetta_abyssinica_VIVERRIDAE_CARNIVORA" 0.283151697624408 0.286735734778263 0.0950331720526138 0.1380956197411 0.141785509289255 0.148640115037163 0.188118525571794 0.148640115037163
"Genetta_angolensis_VIVERRIDAE_CARNIVORA" 0.283238537410466 0.286793147089346 0.0950118191259278 0.1380658621861 0.141810227846194 0.148727284903246 0.188226718284538 0.148727284903246
"Genetta_bourloni_VIVERRIDAE_CARNIVORA" 0.283238537410466 0.286793147089346 0.0950118191259278 0.1380658621861 0.141810227846194 0.148727284903246 0.188226718284538 0.148727284903246
"Genetta_cristata_VIVERRIDAE_CARNIVORA" 0.282985580348263 0.286599792814645 0.0950012710035526 0.1380566941061 0.141832598653803 0.148543098708545 0.187984309344711 0.148543098708545
"Genetta_genetta_VIVERRIDAE_CARNIVORA" 0.282998624388618 0.286702758200769 0.0949827865192766 0.1380840547401 0.14185026817722 0.148618703460669 0.188015837869341 0.148618703460669
"Genetta_johnstoni_VIVERRIDAE_CARNIVORA" 0.282209881139419 0.286761593749089 0.0950143304249831 0.1380718352861 0.141824678362837 0.148689758462989 0.187195550714436 0.148689758462989
"Genetta_maculata_VIVERRIDAE_CARNIVORA" 0.283238537410466 0.286793147089346 0.0950118191259278 0.1380658621861 0.141810227846194 0.148727284903246 0.188226718284538 0.148727284903246
"Genetta_pardina_VIVERRIDAE_CARNIVORA" 0.283238537410466 0.286793147089346 0.0950118191259278 0.1380658621861 0.141810227846194 0.148727284903246 0.188226718284538 0.148727284903246
"Genetta_piscivora_VIVERRIDAE_CARNIVORA" 0.283178515214206 0.286622977582607 0.0950011496544986 0.1380563944061 0.141774822833062 0.148566583176507 0.188177365559707 0.148566583176507
"Genetta_poensis_VIVERRIDAE_CARNIVORA" 0.283238537410466 0.286793147089346 0.0950118191259278 0.1380658621861 0.141810227846194 0.148727284903246 0.188226718284538 0.148727284903246
"Genetta_servalina_VIVERRIDAE_CARNIVORA" 0.283178515214206 0.286622977582607 0.0950011496544986 0.1380563944061 0.141774822833062 0.148566583176507 0.188177365559707 0.148566583176507
"Genetta_thierryi_VIVERRIDAE_CARNIVORA" 0.283238537410466 0.286793147089346 0.0950118191259278 0.1380658621861 0.141810227846194 0.148727284903246 0.188226718284538 0.148727284903246
"Genetta_tigrina_VIVERRIDAE_CARNIVORA" 0.283238537410466 0.286793147089346 0.0950118191259278 0.1380658621861 0.141810227846194 0.148727284903246 0.188226718284538 0.148727284903246
"Genetta_victoriae_VIVERRIDAE_CARNIVORA" 0.283238537410466 0.286793147089346 0.0950118191259278 0.1380658621861 0.141810227846194 0.148727284903246 0.188226718284538 0.148727284903246
"Geocapromys_brownii_CAPROMYIDAE_RODENTIA" 0.237222340230884 0.24501879762502 0.0327680780069379 0.11415778086405 0.121845141459995 0.13086101676097 0.204454262223946 0.13086101676097
"Geocapromys_columbianus_CAPROMYIDAE_RODENTIA" 0.237940487526187 0.245093360253169 0.0327665019412329 0.11414644230305 0.121527458566772 0.130946917950119 0.205173985584954 0.130946917950119
"Geocapromys_ingrahami_CAPROMYIDAE_RODENTIA" 0.236621420235898 0.244995562935845 0.0327203533157966 0.11415502711305 0.121466218362054 0.130840535822795 0.203901066920101 0.130840535822795
"Geocapromys_thoracatus_CAPROMYIDAE_RODENTIA" 0.23747541384691 0.245017422831228 0.0327712760659376 0.11420173366305 0.121941729957442 0.130815689168178 0.204704137780972 0.130815689168178
"Geogale_aurita_TENRECIDAE_AFROSORICIDA" 0.0907885124068429 0.0941524119302748 0.0231650263410464 0.049402989053444 0.0371890685145579 0.0447494228768308 0.0676234860657965 0.0447494228768308
"Geomys_arenarius_GEOMYIDAE_RODENTIA" 0.240801824090244 0.245382363745469 0.0346959117994937 0.10017674969137 0.136718265913994 0.145205614054099 0.206105912290751 0.145205614054099
"Geomys_attwateri_GEOMYIDAE_RODENTIA" 0.240660372577075 0.245339089556707 0.0346286653117369 0.10014076113137 0.136742410653674 0.145198328425337 0.206031707265338 0.145198328425337
"Geomys_breviceps_GEOMYIDAE_RODENTIA" 0.240404222753285 0.24528625095505 0.0346330285494964 0.10016212967337 0.137047724386857 0.145124121281681 0.205771194203789 0.145124121281681
"Geomys_bursarius_GEOMYIDAE_RODENTIA" 0.240802629457758 0.245381651994179 0.0346348669059299 0.10014846630137 0.136688670460861 0.145233185692809 0.206167762551828 0.145233185692809
"Geomys_knoxjonesi_GEOMYIDAE_RODENTIA" 0.240747771371996 0.245361546425651 0.0346965102831686 0.10017861845737 0.137165303209171 0.145182927968281 0.206051261088827 0.145182927968281
"Geomys_personatus_GEOMYIDAE_RODENTIA" 0.240506483866369 0.245324472746731 0.034634504206711 0.10015768140137 0.135634963083967 0.145166791345361 0.205871979659658 0.145166791345361
"Geomys_pinetis_GEOMYIDAE_RODENTIA" 0.236590695395862 0.245154618633109 0.034683409937437 0.10030937609237 0.141952838020466 0.144845242540739 0.201907285458425 0.144845242540739
"Geomys_streckeri_GEOMYIDAE_RODENTIA" 0.240651275078217 0.245379737404126 0.0346352490663184 0.10018390556137 0.136914425733993 0.145195831842756 0.206016026011898 0.145195831842756
"Geomys_texensis_GEOMYIDAE_RODENTIA" 0.240553309277456 0.24537004541402 0.0346353629796959 0.10017350365137 0.136568807951918 0.14519654176265 0.20591794629776 0.14519654176265
"Geomys_tropicalis_GEOMYIDAE_RODENTIA" 0.240311135231664 0.245290840022293 0.0346385410795363 0.10023977593137 0.135726835108073 0.145051064090923 0.205672594152127 0.145051064090923
"Georychus_capensis_BATHYERGIDAE_RODENTIA" 0.221587542700932 0.23401563077467 0.0992386409222343 0.13893810887463 0.0939403978194873 0.0950775219000406 0.122348901778697 0.0950775219000405
"Geoxus_valdivianus_CRICETIDAE_RODENTIA" 0.198240766804367 0.199588575051704 0.000770506625658847 0.0075401941656223 0.191932533867252 0.192048380886082 0.197470260178708 0.192048380886082
"Gerbilliscus_afra_MURIDAE_RODENTIA" 0.136593823546501 0.161877131417088 0.00302396777808492 0.0385605161055917 0.138839451292089 0.123316615311496 0.133569855768416 0.123316615311496
"Gerbilliscus_boehmi_MURIDAE_RODENTIA" 0.14827744812169 0.161547188777275 0.00301934293258937 0.0384235502684917 0.11427497578994 0.123123638508783 0.145258105189101 0.123123638508783
"Gerbilliscus_brantsii_MURIDAE_RODENTIA" 0.148827678232743 0.161812939815064 0.00302481659086122 0.0386099834350917 0.133672883383216 0.123202956379972 0.145802861641882 0.123202956379972
