"harmMeans_Lam" "arithMeans_Lam" "harmMeans_Mu" "arithMeans_Mu" "harmMeans_NetDiv" "arithMeans_NetDiv" "harmMeans_NetDiv_sub" "arithMeans_NetDiv_sub"
"Aeretes_melanopterus_SCIURIDAE_RODENTIA" 0.24471683924775 0.249178251741011 0.0359503184221619 0.11027995595308 0.132477411818913 0.138898295787931 0.208766520825588 0.138898295787931
"Aeromys_tephromelas_SCIURIDAE_RODENTIA" 0.245119958839165 0.249169750012327 0.0363360385956884 0.11035740151408 0.132926183508175 0.138812348498247 0.208783920243477 0.138812348498247
"Aeromys_thomasi_SCIURIDAE_RODENTIA" 0.24450763629262 0.249087455715288 0.0363395195461972 0.11032197399808 0.133099585592608 0.138765481717208 0.208168116746423 0.138765481717208
"Aethalops_aequalis_PTEROPODIDAE_CHIROPTERA" 0.145268173944535 0.156432856558987 0.00523458043602581 0.039834056003639 0.110551293459554 0.116598800555348 0.140033593508509 0.116598800555348
"Aethalops_alecto_PTEROPODIDAE_CHIROPTERA" 0.14515406822822 0.156410839851443 0.00523351964717305 0.039823344559639 0.110162922891218 0.116587495291804 0.139920548581047 0.116587495291804
"Aethomys_bocagei_MURIDAE_RODENTIA" 0.179248962771176 0.181296602684706 0.00151041512592997 0.0127388594897317 0.167699703214873 0.168557743194975 0.177738547645246 0.168557743194975
"Aethomys_chrysophilus_MURIDAE_RODENTIA" 0.178617457483138 0.180713674832534 0.0015061464418688 0.0123318455084217 0.178066029004703 0.168381829324112 0.177111311041269 0.168381829324112
"Aethomys_granti_MURIDAE_RODENTIA" 0.179255610936609 0.181192391649512 0.00150719315182784 0.0126278421503417 0.167709796255167 0.168564549499171 0.177748417784781 0.168564549499171
"Aethomys_hindei_MURIDAE_RODENTIA" 0.173034148442976 0.181278513772679 0.00150890259254043 0.0129791872837417 0.169472919222617 0.168299326488938 0.171525245850436 0.168299326488938
"Aethomys_ineptus_MURIDAE_RODENTIA" 0.178325308859102 0.180733428642576 0.0015061004326428 0.0123764233124217 0.166684407940361 0.168357005330154 0.176819208426459 0.168357005330154
"Aethomys_kaiseri_MURIDAE_RODENTIA" 0.178192898538209 0.180356982208005 0.0015059200675486 0.0125084026743317 0.172208877244028 0.167848579533673 0.176686978470661 0.167848579533673
"Aethomys_namaquensis_MURIDAE_RODENTIA" 0.177611263627509 0.180356670918845 0.00151032348877398 0.0127214777196117 0.165591418237262 0.167635193199233 0.176100940138735 0.167635193199233
"Aethomys_nyikae_MURIDAE_RODENTIA" 0.179384091681818 0.181260596684126 0.00150759479994206 0.0126082052213417 0.167524115855911 0.168652391462785 0.177876496881876 0.168652391462785
"Aethomys_silindensis_MURIDAE_RODENTIA" 0.179022018629397 0.18066373751128 0.00150593704293329 0.0124828270644217 0.166922858841521 0.168180910446858 0.177516081586464 0.168180910446858
"Aethomys_stannarius_MURIDAE_RODENTIA" 0.178247322242957 0.181137288292899 0.00150797793603472 0.0127901795522417 0.168238879282278 0.168347108740658 0.176739344306922 0.168347108740658
"Aethomys_thomasi_MURIDAE_RODENTIA" 0.17905363593045 0.18079781209693 0.00150972955764883 0.0124832954103117 0.167172497607136 0.168314516686619 0.177543906372801 0.168314516686619
"Ailuropoda_melanoleuca_URSIDAE_CARNIVORA" 0.277173206459627 0.28399195916039 0.100230731350665 0.1385888370881 0.141932937476009 0.14540312207229 0.176942475108962 0.14540312207229
"Ailurops_melanotis_PHALANGERIDAE_DIPROTODONTIA" 0.184296857373038 0.18785160313065 0.0082964732632096 0.0399376276772549 0.146450987094022 0.147913975453395 0.176000384109828 0.147913975453395
"Ailurops_ursinus_PHALANGERIDAE_DIPROTODONTIA" 0.184380811808878 0.187865394716596 0.00829582526133566 0.0398241319252549 0.145227287024982 0.148041262791341 0.176084986547543 0.148041262791341
"Ailurus_fulgens_AILURIDAE_CARNIVORA" 0.229355307618512 0.281671003833977 0.0987130298405669 0.13918329380081 0.149400622380781 0.142487710033167 0.130642277777945 0.142487710033167
"Akodon_aerosus_CRICETIDAE_RODENTIA" 0.23369750261539 0.244534014525779 0.00170993436215004 0.0229029168477776 0.216556926434376 0.221631097678001 0.23198756825324 0.221631097678001
"Akodon_affinis_CRICETIDAE_RODENTIA" 0.232557040713285 0.244541558296903 0.00170989980894438 0.0229247689104776 0.21672740769876 0.221616789386426 0.230847140904341 0.221616789386426
"Akodon_albiventer_CRICETIDAE_RODENTIA" 0.231663567232946 0.24449067650335 0.00172011441995283 0.0229295283458776 0.218752501390894 0.221561148157473 0.229943452812994 0.221561148157473
"Akodon_aliquantulus_CRICETIDAE_RODENTIA" 0.224598107712805 0.231914519406713 0.0015972085300746 0.0191934505653673 0.211167043617925 0.212721068841346 0.223000899182731 0.212721068841346
"Akodon_azarae_CRICETIDAE_RODENTIA" 0.233514718546167 0.244884894056414 0.00167566726261788 0.0230137213948576 0.21472125361825 0.221871172661556 0.231839051283549 0.221871172661556
"Akodon_bogotensis_CRICETIDAE_RODENTIA" 0.209087545783566 0.223531014686826 0.00147849227740769 0.0167721242015096 0.207060452172758 0.206758890485316 0.207609053506159 0.206758890485316
"Akodon_boliviensis_CRICETIDAE_RODENTIA" 0.234454329697963 0.244964264430644 0.00167489816263515 0.0229399958103576 0.215462334340677 0.222024268620286 0.232779431535328 0.222024268620286
"Akodon_budini_CRICETIDAE_RODENTIA" 0.234386476396438 0.244693563958377 0.00170978284291598 0.0228996037351776 0.215371707468522 0.2217939602232 0.232676693553522 0.2217939602232
"Akodon_cursor_CRICETIDAE_RODENTIA" 0.230858760597036 0.244807696761281 0.00167502346604357 0.0229382920719576 0.213097835940461 0.221869404689323 0.229183737130993 0.221869404689323
"Akodon_dayi_CRICETIDAE_RODENTIA" 0.234051591435357 0.244716746955881 0.00167496424691504 0.0229123530946576 0.217526552410437 0.221804393861223 0.232376627188442 0.221804393861223
"Akodon_dolores_CRICETIDAE_RODENTIA" 0.234457311515073 0.244804394105066 0.00167383312160399 0.0229273012646576 0.215448848424581 0.221877092840408 0.232783478393469 0.221877092840408
"Akodon_fumeus_CRICETIDAE_RODENTIA" 0.234149599245393 0.244993613350924 0.00167560882832921 0.0229888807130576 0.215554961216472 0.222004732637867 0.232473990417064 0.222004732637867
"Akodon_iniscatus_CRICETIDAE_RODENTIA" 0.231774337156966 0.244633269116022 0.0016748160417581 0.0229860261256576 0.215253901726553 0.221647242990364 0.230099521115208 0.221647242990364
"Akodon_josemariarguedasi_CRICETIDAE_RODENTIA" 0.218093572458829 0.233203257221011 0.00153211011330913 0.0197400366428164 0.211627622291944 0.213463220578195 0.21656146234552 0.213463220578195
"Akodon_juninensis_CRICETIDAE_RODENTIA" 0.234564199429272 0.24501893878943 0.00167464675884546 0.0230216978313576 0.21564679419083 0.221997240958072 0.232889552670427 0.221997240958072
"Akodon_kofordi_CRICETIDAE_RODENTIA" 0.234559160796517 0.24501385151802 0.00167557911978946 0.0229669271430576 0.215513664380442 0.222046924374962 0.232883581676728 0.222046924374962
"Akodon_latebricola_CRICETIDAE_RODENTIA" 0.170806504474286 0.197841316035613 0.000776801037497965 0.0091422250337923 0.177381321444026 0.188699091001821 0.170029703436788 0.188699091001821
"Akodon_leucolimnaeus_CRICETIDAE_RODENTIA" 0.218723643312415 0.225913639007457 0.00149800421897462 0.0178169081762973 0.209125321619653 0.20809673083116 0.217225639093441 0.20809673083116
"Akodon_lindberghi_CRICETIDAE_RODENTIA" 0.227271567095596 0.24461808786692 0.00167607465185589 0.0229495903652576 0.217451527038333 0.221668497501662 0.22559549244374 0.221668497501662
"Akodon_lutescens_CRICETIDAE_RODENTIA" 0.234524886552342 0.244980502549501 0.00167478363800934 0.0229139323783576 0.21552309518592 0.222066570171144 0.232850102914333 0.222066570171144
"Akodon_mimus_CRICETIDAE_RODENTIA" 0.224594715334089 0.242846360545504 0.00166886955786816 0.0228171288181076 0.21455770598543 0.220029231727397 0.222925845776221 0.220029231727397
"Akodon_molinae_CRICETIDAE_RODENTIA" 0.234277781553759 0.244787385310252 0.00167385595548813 0.0229294186926576 0.216729328408962 0.221857966617594 0.232603925598271 0.221857966617594
"Akodon_mollis_CRICETIDAE_RODENTIA" 0.23360855426711 0.24456263836734 0.00170983072672486 0.0228763054884776 0.215568629816304 0.221686332878862 0.231898723540386 0.221686332878862
"Akodon_montensis_CRICETIDAE_RODENTIA" 0.233941985178761 0.244910996416087 0.00167488744480849 0.0230105776181576 0.217191841774935 0.22190041879793 0.232267097733952 0.22190041879793
"Akodon_mystax_CRICETIDAE_RODENTIA" 0.234445133983249 0.244975751336283 0.00167475017875589 0.0229628582365576 0.215508620523398 0.222012893099725 0.232770383804493 0.222012893099725
"Akodon_neocenus_CRICETIDAE_RODENTIA" 0.214385335123208 0.21967759128787 0.00124063798157172 0.0154308221414456 0.201326332490723 0.204246769146424 0.213144697141636 0.204246769146424
"Akodon_oenos_CRICETIDAE_RODENTIA" 0.225411082590881 0.233379794062508 0.00151638456456642 0.0193936107641413 0.20980920950653 0.213986183298366 0.223894698026314 0.213986183298366
"Akodon_orophilus_CRICETIDAE_RODENTIA" 0.234243791540927 0.244616423127393 0.00171034901647849 0.0228748978813776 0.215646149545419 0.221741525246016 0.232533442524448 0.221741525246016
"Akodon_paranaensis_CRICETIDAE_RODENTIA" 0.234421850860697 0.244973216388455 0.00167477028915694 0.0229581877001576 0.215502770120931 0.222015028688297 0.23274708057154 0.222015028688297
"Akodon_pervalens_CRICETIDAE_RODENTIA" 0.218619371164698 0.22533193009082 0.00128304040297142 0.0165945424825993 0.176750200468232 0.20873738760822 0.217336330761727 0.20873738760822
"Akodon_philipmyersi_CRICETIDAE_RODENTIA" 0.233400020023717 0.244733507139852 0.00168076903886763 0.0230410948888576 0.215767830372852 0.221692412250994 0.231719250984849 0.221692412250994
"Akodon_polopi_CRICETIDAE_RODENTIA" 0.234101769911511 0.244922610242923 0.0016750763124913 0.0229711602694576 0.216315491751556 0.221951449973465 0.23242669359902 0.221951449973465
"Akodon_reigi_CRICETIDAE_RODENTIA" 0.233872874032439 0.244864353145276 0.00167489600036345 0.0230524240892576 0.241786578484906 0.221811929056018 0.232197978032075 0.221811929056018
"Akodon_sanctipaulensis_CRICETIDAE_RODENTIA" 0.20659609220956 0.214142559654936 0.00118688881187187 0.0140316406215336 0.199914701451518 0.200110919033402 0.205409203397688 0.200110919033402
"Akodon_serrensis_CRICETIDAE_RODENTIA" 0.227297360035974 0.239924415865232 0.00162843945013177 0.0223940954553776 0.211631573964677 0.217530320409854 0.225668920585842 0.217530320409854
"Akodon_siberiae_CRICETIDAE_RODENTIA" 0.22656501828463 0.24457717179926 0.00170990660966457 0.0229700424598776 0.215265851848197 0.221607129339382 0.224855111674966 0.221607129339382
"Akodon_simulator_CRICETIDAE_RODENTIA" 0.234265823903163 0.244603157179143 0.00171062927390754 0.0228845324444776 0.215506989455691 0.221718624734666 0.232555194629256 0.221718624734666
"Akodon_spegazzinii_CRICETIDAE_RODENTIA" 0.234479370473747 0.244977685519238 0.00167483697856644 0.0229218733683576 0.215663780891866 0.22205581215088 0.23280453349518 0.22205581215088
"Akodon_subfuscus_CRICETIDAE_RODENTIA" 0.234033096449863 0.24487090955733 0.00167426931641655 0.0229951106853576 0.21621200146993 0.221875798871973 0.232358827133447 0.221875798871973
"Akodon_surdus_CRICETIDAE_RODENTIA" 0.212573535014028 0.217385710043711 0.00122654477905349 0.0146792743786156 0.202320545068346 0.202706435665095 0.211346990234974 0.202706435665095
"Akodon_sylvanus_CRICETIDAE_RODENTIA" 0.233928141938585 0.244954513410188 0.00167483078099858 0.0229140904353576 0.215134669108317 0.222040422974831 0.232253311157587 0.222040422974831
"Akodon_toba_CRICETIDAE_RODENTIA" 0.234442039096787 0.244804811338463 0.00167392322989401 0.0229271699906576 0.215434380165598 0.221877641347806 0.232768115866892 0.221877641347806
"Akodon_torques_CRICETIDAE_RODENTIA" 0.234176424975055 0.244560919770189 0.00170973218777202 0.0228803578734776 0.221877047016382 0.221680561896711 0.232466692787283 0.221680561896711
"Akodon_varius_CRICETIDAE_RODENTIA" 0.234300612591667 0.244643784251992 0.00171109500319336 0.0229165148278776 0.21570004294419 0.221727269424114 0.232589517588473 0.221727269424114
"Alcelaphus_buselaphus_BOVIDAE_CETARTIODACTYLA" 0.276506663901965 0.281117541252412 0.00606104839906626 0.0477288053937654 0.227299299145421 0.233388735858646 0.270445615502899 0.233388735858646
"Alces_alces_CERVIDAE_CETARTIODACTYLA" 0.278458415798868 0.282344825084227 0.00615412367171375 0.0479291587843654 0.225315424455087 0.234415666299862 0.272304292127154 0.234415666299862
"Alces_americanus_CERVIDAE_CETARTIODACTYLA" 0.279654264561229 0.282393268316007 0.00615408479917291 0.0478940746543654 0.225152305773937 0.234499193661641 0.273500179762056 0.234499193661641
"Alionycteris_paucidentata_PTEROPODIDAE_CHIROPTERA" 0.141506022245619 0.156317691406181 0.00522999340680175 0.039687850178139 0.110150494456223 0.116629841228042 0.136276028838817 0.116629841228042
"Allactaga_balikunica_DIPODIDAE_RODENTIA" 0.200198727266611 0.212062309422026 0.0624656230216307 0.122461861798345 0.114086042059091 0.089600447623681 0.137733104244981 0.0896004476236809
"Allactaga_bullata_DIPODIDAE_RODENTIA" 0.200377623443365 0.212370571543406 0.0624743819244779 0.122557938091645 0.114099236381643 0.0898126334517608 0.137903241518888 0.0898126334517608
"Allactaga_elater_DIPODIDAE_RODENTIA" 0.20024273516192 0.212138259412896 0.0623980773698929 0.122460114216145 0.114042098556048 0.0896781451967509 0.137844657792027 0.0896781451967508
"Allactaga_euphratica_DIPODIDAE_RODENTIA" 0.200259352072781 0.212156314917757 0.0623982647362594 0.122484054115145 0.114078880087404 0.0896722608026122 0.137861087336522 0.0896722608026121
"Allactaga_firouzi_DIPODIDAE_RODENTIA" 0.200247081009238 0.212160624130493 0.0623771717978012 0.122450903628145 0.114053813516457 0.0897097205023485 0.137869909211437 0.0897097205023484
"Allactaga_hotsoni_DIPODIDAE_RODENTIA" 0.200243995224804 0.212156899618636 0.0623771301592247 0.122441518648145 0.114069454123212 0.0897153809704912 0.137866865065579 0.0897153809704911
"Allactaga_major_DIPODIDAE_RODENTIA" 0.200341914412176 0.212296859173639 0.0624441711205302 0.122513409642145 0.114085028729021 0.0897834495314941 0.137897743291646 0.0897834495314941
"Allactaga_severtzovi_DIPODIDAE_RODENTIA" 0.200344545725017 0.212346555988732 0.0624083608059391 0.122535299306645 0.114096392808988 0.0898112566820872 0.137936184919078 0.0898112566820872
"Allactaga_sibirica_DIPODIDAE_RODENTIA" 0.198755941069783 0.212369166621257 0.0624882130091293 0.122637685681645 0.114292727916552 0.0897314809396117 0.136267728060653 0.0897314809396117
"Allactaga_tetradactyla_DIPODIDAE_RODENTIA" 0.200338067679827 0.212269868849557 0.0624875431379552 0.122522614977945 0.114192850462628 0.0897472538716115 0.137850524541871 0.0897472538716115
"Allactaga_toussi_DIPODIDAE_RODENTIA" 0.20024273516192 0.212138259412896 0.0623980773698929 0.122460114216145 0.114042098556048 0.0896781451967509 0.137844657792027 0.0896781451967508
"Allactaga_vinogradovi_DIPODIDAE_RODENTIA" 0.200232102466616 0.212117932333783 0.062405630410978 0.122423869570345 0.11408472014811 0.0896940627634377 0.137826472055638 0.0896940627634377
"Allactaga_williamsi_DIPODIDAE_RODENTIA" 0.199816433625053 0.212119517972399 0.062401746650156 0.122491270467145 0.114097042835507 0.0896282475052542 0.137414686974897 0.0896282475052542
"Allactodipus_bobrinskii_DIPODIDAE_RODENTIA" 0.200339311702406 0.212354388774665 0.0624589461117628 0.122560531223445 0.114099188347094 0.0897938575512198 0.137880365590644 0.0897938575512198
"Allenopithecus_nigroviridis_CERCOPITHECIDAE_PRIMATES" 0.43951734703536 0.446613338846785 0.121792116350994 0.2067869654936 0.232472527255134 0.239826373353185 0.317725230684366 0.239826373353185
"Allocebus_trichotis_CHEIROGALEIDAE_PRIMATES" 0.320594859967335 0.327032716898736 0.221084029238033 0.235918967036 0.0826269872745318 0.091113749862736 0.0995108307293025 0.0911137498627361
