species	Family	alt_mean	alt_min	alt_max	latitude_mean	latitude_min	latitude_max	mean_temp	min_temp	max_temp	litter_or_clutch_size_n	GenerationLength_d	geoArea_km2	BodyMassKg_notInputed	DispDist_notInputed
Nyctalus_noctula	Vespertilionidae	135.1	-3	2167	52.0503851797386	27.3	60.1364	89.3382352941177	25	236	1.165	1529.35	8027594.144	0.028	0.718155
Nyctereutes_procyonoides	Canidae	101.612244897959	0	1370	35.9687304081633	25.71667	39.74	138.65306122449	86	202	6.3	2091.936667	6252487.557	4.04	14.294543
Nycteris_grandis	Nycteridae	371.378378378378	27	1086	1.6188472972973	-16	8.525	246.162162162162	187	263	1	1825	4461209.784	0.0302	0.664111
Nycticebus_coucang	Lorisidae	153.285714285714	6	313	3.31352571428571	-0.95	8.26667	261.857142857143	247	271	1.035	2555	639371.3249	0.8035	2.730751
Nycticebus_pygmaeus	Lorisidae	527.571428571429	3	1344	18.5004742857143	10.75	22.06666	231	189	275	1.12	2920	487082.3634	0.9	2.748424
Nycticeinops_schlieffeni	Vespertilionidae	718.21875	15	1848	-5.510575625	-25.36632	15.45583	239.3125	185	294	2.54	2055.239876	6062381.168	0.005	0.223363
Nyctimene_albiventer	Pteropodidae	313.4	5	1589	-5.09113105412103	-10.1833	2.45	252.522222222222	193	273	0.99	1553.790873	881142.1217	0.0299	0.281641
Nyctimene_cephalotes	Pteropodidae	406.857142857143	1	944	-2.31183357142857	-5.11667	1.45	250.214285714286	222	267	0.98	1553.790873	242657.6733	0.0445	0.265535
Nyctimene_robinsoni	Pteropodidae	225.236111111111	5	1198	-22.1837606934576	-28.833	-10.1667	214.205479452055	167	265	0.995	1553.790873	355263.2079	0.0495	0.305778
Nyctinomops_aurispinosus	Molossidae	184.846153846154	16	611	17.1065017805611	-6.2	26.9453784336292	248.615384615385	235	265	1	1427.913317	2664483.478	0.018	0.426054
Nyctinomops_femorosaccus	Molossidae	501.306451612903	0	2442	29.598619984923	19.39818	33.8856077329367	201.548387096774	85	264	0.99	1427.913317	1261172.52	0.0146	0.316874
Nyctinomops_macrotis	Molossidae	1169.01769911504	-13	2652	27.5615830119247	-23.64605	39.07752	167.566371681416	46	273	0.995	1427.913317	15923589.69	0.0184	0.635703
Nyctomys_sumichrasti	Cricetidae	759.958333333333	5	2561	14.2138858183055	7.7699	19.528	229.051546391753	114	277	2	589.3882991	681046.1761	0.0494	0.351519
Ochotona_alpina	Ochotonidae	1448.33333333333	585	2660	50.5100666666667	44.95907	54.825	-19.8333333333333	-30	4	3.425	623.0089	975676.9671	0.263	0.956489
Ochotona_dauurica	Ochotonidae	1712.0625	543	2620	47.1153675	43.55001	51.41667	-7.875	-46	17	6.205	751.47417	2454189.573	0.13	0.79105
Ochotona_hyperborea	Ochotonidae	631	30	1717	60.2358513793103	47.75375	67.54	-90.4827586206897	-171	-1	3.07	751.47417	10024330.35	0.156	1.103123
Ochotona_princeps	Ochotonidae	2626.09352517986	12	4187	42.2705527918609	35.7865978102782	54.08728	11.7163412127441	-41	100	3	1045.7507	960103.5742	0.1576	0.283
Ochotona_roylei	Ochotonidae	3238.33333333333	1645	4201	28.682745	27.55	34.05	72.5	17	194	3	751.47417	363319.0616	0.155	0.577092
Ochotona_rufescens	Ochotonidae	1919.33333333333	424	3104	35.4243094444444	29.9489	38.56667	111.611111111111	40	161	5.9	751.47417	1042513.03	0.25	0.943488
Ochotona_thibetana	Ochotonidae	2851.125	1781	4267	29.9875	27.73333	34.58333	73.25	15	137	2.93	854.6685	656262.765	0.104	0.526017
Octodon_degus	Octodontidae	925.857142857143	317	1960	-32.5911814285714	-33.48333	-30.53333	131.285714285714	94	151	5.31	1310.04695	65046.5008	0.21	0.470716
Odocoileus_hemionus	Cervidae	1152.12802768166	0	3697	38.6400535093469	23.38756	54.98333	103.610730593607	-17	233	1.615	2717.425	6343508.978	54.2126	100.8462029
Odocoileus_virginianus	Cervidae	428.666026871401	0	3555	35.5549856486844	-8.01667	49.95774	134.248084291188	-15	280	1.71	2713.883333	14474779.83	55.5086	81.62222222
Oecomys_bicolor	Cricetidae	301.9	5	1508	-5.81233150462541	-19.15	10.34	251.575	202	271	3.15	589.3882991	8704451.121	0.034	0.495789
Oecomys_catherinae	Cricetidae	818	818	818	-24.33333	-24.33333	-24.33333	185	185	185	NA	589.3882991	3534662.571	0.0734	0.624217
Oecomys_concolor	Cricetidae	294	70	728	3.0662725	-0.4667	7.75	260.5	249	275	3.275	589.3882991	4990104.723	0.0616	0.610441
Oecomys_mamorae	Cricetidae	245.590909090909	93	905	-17.2069044666963	-20.63333	-14.51667	250.272727272727	223	262	NA	589.3882991	659087.4512	0.0625	0.397451
Oecomys_paricola	Cricetidae	53	53	53	-2.16667	-2.16667	-2.16667	267	267	267	NA	589.3882991	398104.9916	0.0734	0.389546
Oecomys_roberti	Cricetidae	127.2	23	306	-7.67433312500381	-17.1204363748168	-3.25	258.4	243	270	NA	589.3882991	3774686.119	0.0734	0.633136
Oecomys_rutilus	Cricetidae	122.5	10	235	4.27744	3.62284	4.93204	255	245	265	NA	589.3882991	1202645.816	0.02	0.24123
Oligoryzomys_destructor	Cricetidae	2217.43333333333	824	4177	-13.857544793215	-28.16667	0.35	161.3	70	226	4.385	589.3882991	52.70662735	0.0252	0.048995
Oligoryzomys_flavescens	Cricetidae	290.14	2	2145	-31.4914618	-38.2418	-20.75	173.26	97	226	4.175	589.3882991	3174095.638	0.0213	0.478926
Oligoryzomys_fornesi	Cricetidae	97.0322580645161	35	245	-26.0907612399001	-29.11	-23.38333	221.225806451613	204	234	3.4	589.3882991	1754506.847	0.014	0.331063
Oligoryzomys_fulvescens	Cricetidae	711.471698113208	3	3237	12.3718893242921	-0.25473	25.3860367984282	229.669811320755	94	283	3.64	589.3882991	2988449.632	0.025	0.518324
Oligoryzomys_longicaudatus	Cricetidae	619.746073298429	0	3650	-39.1344795195419	-50.5638	-27.28333	98.579634464752	12	175	4.385	589.3882991	646295.3562	0.027	0.29378
Oligoryzomys_microtis	Cricetidae	207.62037037037	15	469	-12.8263625925926	-17.7	-3.13333	254.842592592593	238	269	3.4	589.3882991	2756766.798	0.0225	0.479437
Oligoryzomys_nigripes	Cricetidae	265.577464788732	2	1247	-25.2369431374207	-33.65	-9.86667	209.43661971831	166	244	3.445	589.3882991	3246159.529	0.0205	0.470778
Ondatra_zibethicus	Cricetidae	534.210135970334	-74	3077	43.1000692406644	29.1812469094224	68.3455199993538	87.3769889840881	-104	233	6.415	1317.65	14687689.95	1.0657	3.37
Ornithorhynchus_anatinus	Ornithorhynchidae	359.349087893864	2	1728	-32.8316207711089	-43.28	-15.966	154.473771168938	54	247	2	2878.755	907792.5294	1.4843	3.042261
Orthogeomys_grandis	Geomyidae	1164.31428571429	14	2696	15.7728720489013	13.76667	19.3706083889175	215.571428571429	129	273	NA	781.5326333	142352.8255	0.5	0.900005
Orthogeomys_hispidus	Geomyidae	450.510416666667	3	2580	19.0992096870825	14.517	23.26176	238.020618556701	138	264	1.985	781.5326333	401569.7573	0.5	1.125897
Oryctolagus_cuniculus	Leporidae	274.39313244569	-10	2811	22.1701940555492	-45.84007	60.82658	128.026755963182	-21	257	5.24	1515.3536	974172.7012	1.9583	2.729342
Oryx_beisa	Bovidae	941.9375	141	2046	1.475141875	-4.5222	9.03173	235	186	291	1	2555	1103033.472	170	35.004038
Oryx_gazella	Bovidae	1098.22619047619	583	1876	-21.1791553571429	-32.22442	-18.50574	211.357142857143	146	229	1	2866.554367	1781755.669	169.0013	38.696762
Oryzomys_couesi	Cricetidae	485.290043290043	0	2504	18.0388477261271	7.3	27.91667	238.010706638116	147	283	3.77	318.75155	1508289.041	0.0693	0.803539
Oryzomys_palustris	Cricetidae	26.53367003367	0	332	30.419704775164	25.1388	39.5969	195.40464344942	125	242	3.925	318.75155	3033614.189	0.0539	0.698784
Osgoodomys_banderanus	Cricetidae	605.813186813187	11	2329	18.9991904516178	16.8707383639464	21.5659788837902	248.106382978723	155	289	1.68	589.3882991	181704.0962	0.05	0.421748
Otolemur_crassicaudatus	Galagidae	913.785714285714	194	1916	-15.1849592857143	-24.99224	-1.2167	206.571428571429	173	249	1.5	2763.926	4952452.862	1.5	4.39788
Otolemur_garnettii	Galagidae	1031	16	4601	-4.8743925	-7.53528	-0.16	210.125	28	276	1.26	2277.7095	533833.6592	0.76	2.88652
Otomops_martiensseni	Molossidae	1299.80769230769	119	2220	-2.29838615384615	-29.76459	8.70717	207.653846153846	170	272	0.99	1427.913317	7402743.647	0.0343	0.804019
Otomys_angoniensis	Muridae	1917.22727272727	884	2879	-2.61461954545455	-11.5667	-0.16667	167.909090909091	100	225	2.32	639.6318318	601246.5668	0.1219	0.563474
Otomys_denti	Muridae	2423.59090909091	915	4295	-1.29123045454545	-4.8	0.3833	146.409090909091	51	233	1.69	639.6318318	82063.91957	0.12	0.36337
Otomys_irroratus	Muridae	820.7	11	1711	-30.878589342479	-34.35809	-25.1	166	136	182	1.715	639.6318318	559850.6543	0.118	0.449199
Otomys_lacustris	Muridae	2448.66666666667	2044	2678	-9.15555333333333	-9.33333	-9	145.333333333333	127	157	1.715	624.3996409	18458.89692	0.0926	0.22818
Otomys_tropicalis	Muridae	1970.5243902439	883	3752	-1.11926012195122	-3	4.3667	173.243902439024	87	242	1.65	639.6318318	145695.3361	0.1088	0.389656
Otonycteris_hemprichii	Vespertilionidae	121	-314	619	30.6439061538462	23.3667	36.7	206.307692307692	144	239	1.38	2051.666208	1289502.951	0.0238	0.435884
Otopteropus_cartilagonodus	Pteropodidae	1198.60416666667	51	2241	15.4794314583333	13.40845	17.708	214.645833333333	158	267	0.99	1553.790873	106275.1173	0.0168	0.129745
Ototylomys_phyllotis	Cricetidae	233.454901960784	-2	1987	17.3477127832356	9.7511417718334	21.492	251.360784313726	160	278	2.25	589.3882991	497455.0971	0.12	0.536211
Ovibos_moschatus	Bovidae	302.090909090909	1	1562	68.9954400778549	59.7816604873703	82.55714	-91.6153846153846	-233	-2	1.01	3567.388333	1568615.563	340.5011	55.426763
Ovis_ammon	Bovidae	2765.6	1890	5125	41.010422	27.75	46.5	-0.8	-30	26	1.2	2920	3712172.73	180	41.998798
Ovis_canadensis	Bovidae	1701.15254237288	112	3844	38.9828607181491	28.74638	52.81604	88.6271186440678	-64	224	1.03	2634.501667	534145.3755	74.6449	35.216183
Ovis_dalli	Bovidae	1156.25	37	2176	64.5201866139439	57.4997080600872	68.5062784144328	-77.93	-149	19	1.06	2338.92	809653.8386	55.6506	35.059686
Oxymycterus_delator	Cricetidae	203.428571428571	162	282	-24.1931657142857	-25.28333	-22.65	224.428571428571	222	228	NA	589.3882991	83462.64604	0.0815	0.472135
Oxymycterus_nasutus	Cricetidae	120	0	337	-34.6944466666667	-34.76667	-34.56667	166.666666666667	164	169	2.765	589.3882991	563119.2198	0.068	0.64252
Oxymycterus_rufus	Cricetidae	128.75	2	1038	-34.458395830206	-38.2418	-28.06025	161.166666666667	130	215	2.765	589.3882991	282253.3907	0.0754	0.587359
Ozotoceros_bezoarticus	Cervidae	82.6666666666667	33	108	-22.5281833333333	-34.1	-16.73455	229.666666666667	165	262	1	2846.6847	473581.2518	40	21.725007
Paguma_larvata	Viverridae	299.470588235294	0	4175	33.3231535294118	-1.51667	37.347	143.617647058824	18	257	2.3	3014.413333	6448212.621	4.3	18.844904
Pan_paniscus	Hominidae	455	455	455	-3.48333	-3.48333	-3.48333	251	251	251	1	9125	422567.8747	34.0001	21.497841
Pan_troglodytes	Hominidae	727.142857142857	10	3384	2.63251828571429	-6.10592	10.874	236.857142857143	102	295	1.075	7300	2539351.062	42.5	40.567691
Panthera_leo	Felidae	1038.76875	100	2423	-11.9676727782959	-28.39278	12.46667	215.403726708075	135	289	2.825	2190	4023517.058	161.4991	21.9
Panthera_onca	Felidae	261.851851851852	0	2986	-14.5367399599225	-26.94674	26.9030409613641	226.736196319018	110	278	2	3581.681317	10610902.22	100	108.114823
Panthera_pardus	Felidae	208.877551020408	-342	1940	18.7899755102041	-25.38333	44.58332	218.061224489796	44	288	2.14	3400.645433	37623911.48	54.9997	105.5
Panthera_tigris	Felidae	421.107843137255	143	1612	27.7736832872589	-1.11667	30.0048	235.578431372549	181	277	2.57	2920	1401996.132	162.564	49.35
Papio_anubis	Cercopithecidae	1368.775	91	4130	1.26872276328545	-4.7	12.83333	208.575	57	287	1.005	3833.595	7926557.278	28.3292	36.4554
Papio_cynocephalus	Cercopithecidae	1021.84848484848	9	2153	-6.61353454545455	-13.90241	-0.35019	218.636363636364	161	268	1	6188.575	1966932.834	19.484	21.75801
Papio_hamadryas	Cercopithecidae	1509	1464	1554	8.858335	7.75	9.96667	214	214	214	1	5332.504	617848.6919	14.9722	14.563667
Papio_papio	Cercopithecidae	28	5	106	13.022797	10.735	14.49	279.1	267	295	1.005	3650	447358.6655	15.5002	13.856187
Papio_ursinus	Cercopithecidae	877.36	18	2717	-23.9576496153846	-34.46354	-17.79168	199.701923076923	91	251	1.005	5714.3305	3378853.534	27.9391	30.084179
Pappogeomys_bulleri	Geomyidae	1261.79245283019	7	2999	20.0668555123119	18.9056267572189	21.525	205.703703703704	104	265	2	781.5326333	35928.218	0.15	0.343878
Paradoxurus_hermaphroditus	Viverridae	428.041666666667	2	2804	10.2444984673254	-8.83333	28.91667	248.189189189189	146	278	3.29	2807.003761	7493141.342	3.1567	20.55262
Paradoxurus_zeylonensis	Viverridae	619	619	619	6.71667	6.71667	6.71667	223	223	223	2.5	3212	18930.23928	2.7808	2.607044
Paraechinus_aethiopicus	Erinaceidae	130	-194	743	30.1395345	21.67852	33.5666	216.3	174	295	3.49	1202.925238	4137130.27	0.188	1.773267
Parascaptor_leucura	Talpidae	1649	1487	1811	25.383335	25.3	25.46667	160	155	165	NA	759.1857214	376702.1961	0.0456	0.507539
Parotomys_brantsii	Muridae	893.75	327	1021	-28.049185	-30.55	-25.42	184	162	200	2.04	639.6318318	684203.8744	0.1295	0.599099
Paruromys_dominator	Muridae	855.307692307692	220	2100	-0.368283846153846	-2.90217	1.45	227.384615384615	147	262	NA	639.6318318	171617.4047	0.342	0.759795
Pecari_tajacu	Tayassuidae	536.197002141328	1	3065	12.5133641803946	-29.28333	34.0736189850324	219.149253731343	88	284	1.82	3102.921667	16123207.29	21.2667	28.114656
Penthetor_lucasi	Pteropodidae	237.421052631579	10	1132	3.15801210526316	1.12817	5.51667	260.263157894737	221	273	1	1553.790873	1305533.1	0.0382	0.351005
Perognathus_amplus	Heteromyidae	711.522580645161	40	1330	33.3943357690019	29.9201302931923	35.8775638027651	193.38064516129	142	223	NA	791.6752	122805.7822	0.0117	0.16816
Perognathus_flavescens	Heteromyidae	1336.91304347826	317	3301	36.5887071624151	30.5444249823234	46.0601826370644	119.091533180778	17	181	4.56	996.4534	1547210.003	0.0088	0.209936
Perognathus_flavus	Heteromyidae	1630.54221854305	5	3104	32.941337331131	19.3106244204479	42.6809064146644	133.929635761589	9	245	4.185	996.4534	1549705.384	0.0077	0.367821
Perognathus_longimembris	Heteromyidae	1124.05956907478	-54	3489	36.2971576811893	27.5418810974819	42.8316955239388	142.7845373891	7	238	4.45	996.4534	522327.7133	0.0076	0.320582
Perognathus_merriami	Heteromyidae	584.978260869565	5	2031	29.5243062551851	23.7304267658735	35.3800153300102	195.978260869565	140	244	4.34	996.4534	697983.1421	0.0069	0.486306
Peromyscus_aztecus	Cricetidae	1872.9173553719	435	3566	15.8845607875789	13.76667	20.3722472502282	171.02479338843	77	245	3.19	635.2804944	221024.7847	0.04	0.387005
Peromyscus_beatae	Cricetidae	2499	1429	3034	17.0641791827896	15.80524	19.5806175483687	133.666666666667	112	177	3.185	635.2804944	147505.2845	0.0207	0.242852
Peromyscus_boylii	Cricetidae	1722.42575477511	63	3364	33.9815319817182	21.0499168522436	43.34578	118.751694393099	-1	224	3.185	229.0677	2607721.628	0.0214	0.55435
Peromyscus_californicus	Cricetidae	528.601440576231	0	2711	35.0767681840855	30.0562182900574	37.9380986444323	145.603098927294	63	218	2	658.27775	133256.0445	0.0435	0.6205
Peromyscus_crinitus	Cricetidae	1204.24526066351	-70	3480	36.5838628033046	30.91667	44.2127537571276	142.715639810427	25	232	3.08	897.40775	915983.8937	0.018	0.459675
Peromyscus_difficilis	Cricetidae	2219.43604651163	276	3555	21.7011946903541	16.290776405714	28.63833	153.25	94	235	3.5	635.2804944	770468.0367	0.028	0.412836
Peromyscus_eremicus	Cricetidae	1049.8185915493	-80	2640	31.5975521886669	21.798504738612	37.349899833777	179.178390545864	35	258	2.6	856.09045	1226128.233	0.0237	0.483913
Peromyscus_fraterculus	Cricetidae	520.833333333333	11	1955	30.8858414428186	27.6	33.9299757219353	173	112	208	2.6	635.2804944	145146.4822	0.0243	0.265374
Peromyscus_furvus	Cricetidae	1586.1	611	2314	20.4037628836281	19.4950615089116	21.3935284630601	172.5	145	225	1.94	635.2804944	22618.22919	0.033	0.2118
Peromyscus_gossypinus	Cricetidae	57.1308243727599	-1	947	31.1021863903778	25.1392100288153	37.5425	189.319223985891	117	243	4.03	201.5947167	1154487.852	0.0294	0.607617
Peromyscus_grandis	Cricetidae	2052.60869565217	1406	2793	15.1510371066867	15.0731	15.3	158.478260869565	122	208	2.43	635.2804944	4253.677029	0.071	0.229349
Peromyscus_gratus	Cricetidae	2155.78064516129	1358	3080	22.4259504255142	17.4579375265005	33.9905	155.316129032258	57	208	3.445	635.2804944	603725.3819	0.0274	0.386811
Peromyscus_guatemalensis	Cricetidae	2553.5	1421	3494	15.3083551419717	14.617	15.82	140.840909090909	92	213	2.27	635.2804944	18082.82426	0.04	0.225405
Peromyscus_gymnotis	Cricetidae	242.133333333333	9	785	13.9090526098101	11.7810312704439	15.6874852914504	260.766666666667	230	275	2.415	635.2804944	40601.99143	0.04	0.26842
Peromyscus_hylocetes	Cricetidae	3119	2685	3553	19.5737016608542	19.41681	19.7305933217085	108	94	122	3.19	635.2804944	37772.59727	0.0426	0.274008
Peromyscus_keeni	Cricetidae	212.469512195122	0	1699	55.4330680716083	46.838594653315	59.61583	56.8191881918819	-26	105	4.73	635.2804944	210868.4803	0.0213	0.327484
Peromyscus_leucopus	Cricetidae	561.443563009973	0	3586	36.5975438679408	16.0291192294662	48.72889	130.226829820983	4	276	4.345	661.2828333	5852315.872	0.0212	0.359
Peromyscus_levipes	Cricetidae	1870.89690721649	648	3038	20.7377316460191	18.9859188131411	25.2803601001957	166.60824742268	110	233	3.185	635.2804944	162623.6217	0.023	0.263508
Peromyscus_melanophrys	Cricetidae	1729.59751037344	73	3045	21.4107923658451	15.8133117253413	25.680340457664	188.290456431535	118	267	2.93	635.2804944	517593.543	0.04	0.465065
Peromyscus_melanotis	Cricetidae	2950.02469135802	1653	5389	22.3436475680942	19.02278	32.11178	108.802469135802	21	205	4.13	635.2804944	499460.1137	0.0396	0.246432
Peromyscus_mexicanus	Cricetidae	1079.48916408669	7	3306	15.4588261210097	8.78333	21.4405297649523	207.854489164087	88	277	2.415	635.2804944	371543.6682	0.0326	0.384906
Peromyscus_spicilegus	Cricetidae	1235.35	158	2239	21.3551019165283	19.3906026555419	27.3302470246714	205.1	150	244	3.19	635.2804944	126697.0586	0.036	0.32302
Peromyscus_truei	Cricetidae	1304.65536105033	2	3254	36.4227875113538	30.46431	43.0597849007831	117.420131291028	22	224	3.49	639.38525	1489517.132	0.0274	0.749335
Peromyscus_zarhynchus	Cricetidae	2439.76923076923	1546	2783	16.7658128055954	16.6360501154532	16.892427745939	140.846153846154	130	198	2.27	635.2804944	6080.224047	0.04	0.178137
Peropteryx_leucoptera	Emballonuridae	73.6666666666667	33	95	2.47222333333333	-4.45	6.31667	262.666666666667	260	266	NA	894.25	5156747.791	0.006	0.24251
Peropteryx_macrotis	Emballonuridae	255.662420382166	-3	1640	7.31695211166161	-23.81667	21.216	255.708074534161	179	282	1	894.25	12916645.42	0.0054	0.276329
Petaurista_alborufus	Sciuridae	2227.6	266	3626	23.561606718225	23.38	23.96667	123.6	79	198	1.25	2015.755102	1062503.859	4.29	7.981415
Petaurista_elegans	Sciuridae	2320.8	42	3886	18.113692	2.3	27.6	139.4	85	269	1	2015.755102	2515716.45	0.997	4.155345
Petaurista_leucogenys	Sciuridae	520.5	136	907	35.56674	34.99167	36.5564	117.25	102	133	1.33	2015.755102	252425.726	1.178	2.783819
Petaurista_petaurista	Sciuridae	749	4	2288	14.423814	-7.5	32.21667	224.48	137	273	1.08	2015.755102	3230434.178	1.6601	5.87957
Petaurista_philippensis	Sciuridae	580.5	200	961	20.4548042377492	16.7	24.2096084754984	218.5	186	251	1.04	2015.755102	3381137.653	1.676	5.970367
Petaurus_norfolcensis	Petauridae	196.299449173761	1	1378	-32.1416800333561	-37.05	-22.6697	170.65676077266	102	224	1.57	2064.0671	794966.5437	0.23	1.342242
Petrogale_lateralis	Macropodidae	680.878594249201	33	991	-25.2617719850672	-35.03638	-18.4	201.124600638978	160	269	1	1866.5067	113876.3086	4.625	2.929614
Petrogale_xanthopus	Macropodidae	378.679979777553	146	981	-31.3357033421612	-33.06073	-29.966	175.681243680485	151	195	1.06	1781.543	25098.77073	8.5	2.957604
Phacochoerus_africanus	Suidae	1066.99397590361	14	4130	-13.4463393975904	-28.30692	14.60418	211.487951807229	57	289	3	2206.301667	11079095.55	82.5	72.444814
Phascogale_tapoatafa	Dasyuridae	46.5263157894737	3	336	-12.6874721065868	-15.5979500053074	-11.1300000019089	276.421052631579	264	280	6.595	878.35415	273875.439	0.1935	1.19956
Phascolarctos_cinereus	Phascolarctidae	234.786170899068	-2	1436	-31.7587155296432	-39.083	-19.13333	170.64575710054	88	232	1.005	2746.4425	1145366.924	10.25	10.15
Phascolosorex_dorsalis	Dasyuridae	2271.8	1339	3200	-6.20285878050151	-8.433	-1.4833	158.8	117	208	3.6	886.2761	177112.1981	0.1385	0.753357
Philander_andersoni	Didelphidae	281.473684210526	116	960	-2.35005025496954	-5.9	0.661643285053806	251.578947368421	212	268	3.82	590.8718	1364051.146	0.325	1.911502
Philander_frenatus	Didelphidae	382.444444444444	53	871	-24.5639017292311	-26.83055	-19.91667	208.888888888889	166	229	4.675	590.8718	1081741.635	0.1677	1.242948
Philander_opossum	Didelphidae	304.964052287582	0	1993	5.79454274301938	-18.31667	19.3806267229093	250.93137254902	177	280	4.6	590.8718	7120959.755	0.5855	1.428543
Philantomba_monticola	Bovidae	850.333333333333	39	1896	1.10713222222222	-9.22146	4.1	232.555555555556	205	267	1	1818.1211	6465913.851	6.25	1.5
Phodopus_campbelli	Cricetidae	2075.54545454545	1041	3390	46.412602250319	44.83346	47.63	-15	-49	41	5.48	249.2027167	2049840.479	0.0234	0.295181
Phodopus_roborovskii	Cricetidae	1328.08	918	3012	44.6881715069149	38.3	46.25144	40.96	-36	81	6	550.909	3145936.72	0.0188	0.286924
Phodopus_sungorus	Cricetidae	152	91	227	53.5122233333333	50.46667	55.07	17.6666666666667	6	33	5.24	474.4575	1177766.141	0.0338	0.320854
Phyllonycteris_poeyi	Phyllostomidae	247.6	10	1052	20.0773678492635	17.96667	23.11667	245.461538461538	213	262	0.99	2064.27635	184854.2474	0.022	0.264066
Phyllops_falcatus	Phyllostomidae	462.16	5	1407	18.8413628668275	18	19.75	237.111111111111	180	265	0.98	2064.27635	183208.5279	0.0195	0.158454
Phyllotis_andium	Cricetidae	2751	956	4698	-7.63673811631126	-11.10712	-4.61667	131.228571428571	8	218	NA	589.3882991	125687.9051	0.053	0.253717
Phyllotis_darwini	Cricetidae	704.68	5	2375	-31.2922606921432	-35.75883	-26.21	136.46	39	176	4.02	589.3882991	131263.4742	0.0508	0.250181
Phyllotis_limatus	Cricetidae	3149.44444444444	390	4389	-15.10826	-16.393	-11.86667	90.4444444444444	37	193	4.02	589.3882991	139428.2264	0.0369	0.212446
Phyllotis_magister	Cricetidae	3467.94444444444	2729	5072	-16.8948261111111	-17.61901	-13.35	88.6666666666667	21	133	4.02	589.3882991	59562.79188	0.0685	0.248796
Phyllotis_osilae	Cricetidae	3628.30508474576	1400	4665	-17.5943864768846	-28.42097	-12.88333	89.2203389830509	20	171	4.25	589.3882991	347293.4626	0.049	0.302583
Phyllotis_xanthopygus	Cricetidae	3059.2786259542	195	5523	-23.8355153612141	-50.28	-11.05774	79.0684410646388	-12	184	4.02	589.3882991	1508768.05	0.0563	0.448637
Pipistrellus_abramus	Vespertilionidae	212.444444444444	2	944	30.3744666666667	21.00669	39.74	171	111	238	2.195	1885.946275	3936096.591	0.0056	0.218847
Pipistrellus_hesperidus	Vespertilionidae	1856.2380952381	948	2774	0.747672857142857	-7.8639	12.75	184.809523809524	129	235	1.355	1885.946275	1620942.561	0.0057	0.182761
Pipistrellus_kuhlii	Vespertilionidae	478.975806451613	-126	1840	40.0956611693548	26.73361	47.4954	141.383064516129	42	259	1.355	1885.946275	10770703.85	0.0059	0.281259
Pipistrellus_maderensis	Vespertilionidae	1056.26086956522	139	2246	28.2926086956522	27.68	28.76	150.130434782609	106	194	NA	1885.946275	4829.612378	0.007	0.059405
Pipistrellus_pipistrellus	Vespertilionidae	163.953934117341	-15	2978	51.4285687672297	28.51639	58.59638	94.1980845143338	-7	214	1.285	1962.5383	11517450.81	0.0057	0.279105
Pipistrellus_pygmaeus	Vespertilionidae	129.926483286049	-7	2097	53.2395241102266	36.43	63.01497	89.4279240661359	2	186	1.2	1885.946275	1950531.407	0.0057	0.190213
Pipistrellus_rueppellii	Vespertilionidae	499.375	20	699	8.7879175	2.2	30.03333	258.5	210	289	1.98	1885.946275	2458926.202	0.0069	0.226095
Planigale_ingrami	Dasyuridae	212.821917808219	28	399	-19.7381597287515	-27.32351	-15.71667	254.817351598174	223	289	7.24	697.30675	623482.1923	0.0043	0.124054
Planigale_maculata	Dasyuridae	92.981884057971	3	962	-18.9991088762608	-32.2939400299471	-11.83	245.019748653501	152	288	7.645	763.5382	1246036.698	0.011	0.263466
Platyrrhinus_aurarius	Phyllostomidae	160	96	256	2.86944666666667	0.85	6.29167	267.666666666667	267	268	NA	2064.27635	354553.487	0.0342	0.391676
Platyrrhinus_dorsalis	Phyllostomidae	1465.5	9	3405	4.09017227272727	-1.71127	7.86667	196.893939393939	75	275	0.99	2064.27635	776555.2335	0.026	0.396291
Platyrrhinus_helleri	Phyllostomidae	419.888412017167	2	2875	2.35829640042016	-17.36667	18.61944	247.4	118	282	0.99	2064.27635	10186827.69	0.0135	0.473999
Platyrrhinus_lineatus	Phyllostomidae	535.462365591398	3	3574	-19.3139829473684	-28.5517	-1.4333	222.178947368421	110	265	1	2064.27635	5871325.198	0.0244	0.591381
Platyrrhinus_recifinus	Phyllostomidae	488.333333333333	278	753	-20.58117	-22.16667	-19.66017	217.666666666667	205	234	NA	2064.27635	2038051.75	0.0177	0.391294
Plecotus_auritus	Vespertilionidae	180.831794065632	-1	2666	52.6351608151326	40.13	63.39473	86.5655226209048	0	158	1.275	3693.8	6516485.214	0.0078	0.301932
Plecotus_austriacus	Vespertilionidae	584.556427870461	-1	2510	44.2226212609971	36.52	52.83	109.318670576735	0	182	1.275	2759.4	3048429.448	0.0073	0.245569
Plecotus_macrobullaris	Vespertilionidae	1548.25	678	2147	46.4264575	46.09756	46.83111	34	-1	72	NA	2759.4	1012863.395	0.0085	0.213465
Plecotus_ognevi	Vespertilionidae	1675	1675	1675	47.88333	47.88333	47.88333	-28	-28	-28	NA	2759.4	5937165.287	0.0084	0.310359
Plecotus_teneriffae	Vespertilionidae	1108.10526315789	2	2246	28.31	27.68	28.76	148.052631578947	106	205	1.275	2759.4	3430.335095	0.008	0.060119
Podomys_floridanus	Cricetidae	20.0232558139535	3	49	28.8856422321921	26.716249103218	29.8519361035959	212.651162790698	203	236	2.6	838.0872667	69338.38961	0.0308	0.283231
