species	Family	mean_temp	litter_or_clutch_size_n	GenerationLength_d	geoArea_km2	BodyMassKg_notInputed	DispDist_notInputed
Perognathus_flavus	Heteromyidae	133.929635761589	4.185	996.4534	1549705.384	0.0077	0.367821
Perognathus_longimembris	Heteromyidae	142.7845373891	4.45	996.4534	522327.7133	0.0076	0.320582
Perognathus_merriami	Heteromyidae	195.978260869565	4.34	996.4534	697983.1421	0.0069	0.486306
Peromyscus_aztecus	Cricetidae	171.02479338843	3.19	635.2804944	221024.7847	0.04	0.387005
Peromyscus_beatae	Cricetidae	133.666666666667	3.185	635.2804944	147505.2845	0.0207	0.242852
Peromyscus_boylii	Cricetidae	118.751694393099	3.185	229.0677	2607721.628	0.0214	0.55435
Peromyscus_californicus	Cricetidae	145.603098927294	2	658.27775	133256.0445	0.0435	0.6205
Peromyscus_crinitus	Cricetidae	142.715639810427	3.08	897.40775	915983.8937	0.018	0.459675
Peromyscus_difficilis	Cricetidae	153.25	3.5	635.2804944	770468.0367	0.028	0.412836
Peromyscus_eremicus	Cricetidae	179.178390545864	2.6	856.09045	1226128.233	0.0237	0.483913
Peromyscus_fraterculus	Cricetidae	173	2.6	635.2804944	145146.4822	0.0243	0.265374
Peromyscus_furvus	Cricetidae	172.5	1.94	635.2804944	22618.22919	0.033	0.2118
Peromyscus_grandis	Cricetidae	158.478260869565	2.43	635.2804944	4253.677029	0.071	0.229349
Peromyscus_gratus	Cricetidae	155.316129032258	3.445	635.2804944	603725.3819	0.0274	0.386811
Peromyscus_guatemalensis	Cricetidae	140.840909090909	2.27	635.2804944	18082.82426	0.04	0.225405
Peromyscus_gymnotis	Cricetidae	260.766666666667	2.415	635.2804944	40601.99143	0.04	0.26842
Peromyscus_hylocetes	Cricetidae	108	3.19	635.2804944	37772.59727	0.0426	0.274008
Peromyscus_leucopus	Cricetidae	130.226829820983	4.345	661.2828333	5852315.872	0.0212	0.359
Peromyscus_levipes	Cricetidae	166.60824742268	3.185	635.2804944	162623.6217	0.023	0.263508
Peromyscus_maniculatus	Cricetidae	NA	4.615	940.1262	13034758.95	0.0213	0.94488
Peromyscus_melanotis	Cricetidae	108.802469135802	4.13	635.2804944	499460.1137	0.0396	0.246432
Peromyscus_mexicanus	Cricetidae	207.854489164087	2.415	635.2804944	371543.6682	0.0326	0.384906
Peromyscus_truei	Cricetidae	117.420131291028	3.49	639.38525	1489517.132	0.0274	0.749335
Peromyscus_zarhynchus	Cricetidae	140.846153846154	2.27	635.2804944	6080.224047	0.04	0.178137
Peropteryx_macrotis	Emballonuridae	255.708074534161	1	894.25	12916645.42	0.0054	0.276329
Petaurista_alborufus	Sciuridae	123.6	1.25	2015.755102	1062503.859	4.29	7.981415
Petaurista_elegans	Sciuridae	139.4	1	2015.755102	2515716.45	0.997	4.155345
Petaurista_petaurista	Sciuridae	224.48	1.08	2015.755102	3230434.178	1.6601	5.87957
Petaurista_philippensis	Sciuridae	218.5	1.04	2015.755102	3381137.653	1.676	5.970367
Petaurus_norfolcensis	Petauridae	170.65676077266	1.57	2064.0671	794966.5437	0.23	1.342242
Petrogale_lateralis	Macropodidae	201.124600638978	1	1866.5067	113876.3086	4.625	2.929614
Phacochoerus_africanus	Suidae	211.487951807229	3	2206.301667	11079095.55	82.5	72.444814
Phascogale_tapoatafa	Dasyuridae	276.421052631579	6.595	878.35415	273875.439	0.1935	1.19956
Phascolarctos_cinereus	Phascolarctidae	170.64575710054	1.005	2746.4425	1145366.924	10.25	10.15
Phataginus_tricuspis	Manidae	NA	1	1825	6012076.878	2.0667	10.709952
Philander_andersoni	Didelphidae	251.578947368421	3.82	590.8718	1364051.146	0.325	1.911502
Philander_frenatus	Didelphidae	208.888888888889	4.675	590.8718	1081741.635	0.1677	1.242948
Philander_mcilhennyi	Didelphidae	NA	3.82	590.8718	448978.5451	0.5139	1.95683
Philander_opossum	Didelphidae	250.93137254902	4.6	590.8718	7120959.755	0.5855	1.428543
Philantomba_maxwellii	Bovidae	NA	1	2287.576667	883389.175	12	13.853356
Philantomba_monticola	Bovidae	232.555555555556	1	1818.1211	6465913.851	6.25	1.5
Phoca_vitulina	Phocidae	NA	1	5413.68	7647960.956	100	136.510182
Phocoena_phocoena	Phocoenidae	NA	1	3028.845	11969035.03	52.5	99.381733
Phodopus_campbelli	Cricetidae	-15	5.48	249.2027167	2049840.479	0.0234	0.295181
Phodopus_roborovskii	Cricetidae	40.96	6	550.909	3145936.72	0.0188	0.286924
Phodopus_sungorus	Cricetidae	17.6666666666667	5.24	474.4575	1177766.141	0.0338	0.320854
Phyllomys_nigrispinus	Echimyidae	NA	NA	739.0095889	176096.4375	0.2243	0.605275
Phyllomys_pattoni	Echimyidae	NA	NA	739.0095889	306216.0444	0.2299	0.691432
Phyllomys_sulinus	NA	NA	NA	NA	NA	NA	NA
Phyllonycteris_poeyi	Phyllostomidae	245.461538461538	0.99	2064.27635	184854.2474	0.022	0.264066
Phyllotis_andium	Cricetidae	131.228571428571	NA	589.3882991	125687.9051	0.053	0.253717
Phyllotis_darwini	Cricetidae	136.46	4.02	589.3882991	131263.4742	0.0508	0.250181
Phyllotis_magister	Cricetidae	88.6666666666667	4.02	589.3882991	59562.79188	0.0685	0.248796
Phyllotis_osilae	Cricetidae	89.2203389830509	4.25	589.3882991	347293.4626	0.049	0.302583
Phyllotis_xanthopygus	Cricetidae	79.0684410646388	4.02	589.3882991	1508768.05	0.0563	0.448637
Physeter_macrocephalus	Physeteridae	NA	1	9964.5	NA	14025	5000.722902
Pipanacoctomys_aureus	Octodontidae	NA	NA	1310.04695	607.3095855	0.1394	0.136834
Pipistrellus_abramus	Vespertilionidae	171	2.195	1885.946275	3936096.591	0.0056	0.218847
Pipistrellus_hesperidus	Vespertilionidae	184.809523809524	1.355	1885.946275	1620942.561	0.0057	0.182761
Pipistrellus_kuhlii	Vespertilionidae	141.383064516129	1.355	1885.946275	10770703.85	0.0059	0.281259
Pipistrellus_maderensis	Vespertilionidae	150.130434782609	NA	1885.946275	4829.612378	0.007	0.059405
Pipistrellus_pipistrellus	Vespertilionidae	94.1980845143338	1.285	1962.5383	11517450.81	0.0057	0.279105
Pipistrellus_pygmaeus	Vespertilionidae	89.4279240661359	1.2	1885.946275	1950531.407	0.0057	0.190213
Plagiodontia_aedium	Capromyidae	NA	1.14	3650	10690.55513	4.39	1.707855
Planigale_ingrami	Dasyuridae	254.817351598174	7.24	697.30675	623482.1923	0.0043	0.124054
Planigale_maculata	Dasyuridae	245.019748653501	7.645	763.5382	1246036.698	0.011	0.263466
Platanista_gangetica	Platanistidae	NA	1	6935	106120.6314	115	59.29715
Platyrrhinus_dorsalis	Phyllostomidae	196.893939393939	0.99	2064.27635	776555.2335	0.026	0.396291
Platyrrhinus_helleri	Phyllostomidae	247.4	0.99	2064.27635	10186827.69	0.0135	0.473999
Platyrrhinus_lineatus	Phyllostomidae	222.178947368421	1	2064.27635	5871325.198	0.0244	0.591381
Platyrrhinus_recifinus	Phyllostomidae	217.666666666667	NA	2064.27635	2038051.75	0.0177	0.391294
Plecotus_auritus	Vespertilionidae	86.5655226209048	1.275	3693.8	6516485.214	0.0078	0.301932
Plecotus_macrobullaris	Vespertilionidae	34	NA	2759.4	1012863.395	0.0085	0.213465
Plecotus_ognevi	Vespertilionidae	-28	NA	2759.4	5937165.287	0.0084	0.310359
Plecotus_teneriffae	Vespertilionidae	148.052631578947	1.275	2759.4	3430.335095	0.008	0.060119
Podomys_floridanus	Cricetidae	212.651162790698	2.6	838.0872667	69338.38961	0.0308	0.283231
Pongo_abelii	Hominidae	NA	1.14	9125	8231.844148	56.75	12.329873
Pongo_pygmaeus	Hominidae	258.333333333333	1.14	7300	233485.5598	57.15	19.741065
Potamochoerus_porcus	Suidae	246.571428571429	3	3134.383667	4863053.137	70.0003	55.179235
Potos_flavus	Procyonidae	237.763888888889	1	4160.295433	12850636.38	3	8.892178
Praomys_daltoni	Muridae	269.025641025641	5.54	631.9493	3215351.226	0.0385	0.674925
Praomys_degraaffi	Muridae	NA	NA	631.9493	451.5190568	0.0455	0.109415
Praomys_delectorum	Muridae	179.192307692308	3.5	631.9493	56716.18293	0.036	0.271555
Praomys_derooi	Muridae	264.666666666667	3.625	631.9493	315636.1445	0.032	0.367642
Praomys_hartwigi	Muridae	NA	3.49	631.9493	7912.899099	0.0572	0.231606
Praomys_jacksoni	Muridae	206.060185185185	3.5	631.9493	3793897.458	0.042	0.735349
Praomys_lukolelae	Muridae	253	3.5	631.9493	211390.3033	0.0416	0.392038
Praomys_minor	Muridae	NA	3.5	631.9493	2716.652468	0.0428	0.15563
Praomys_misonnei	Muridae	NA	NA	631.9493	146107.6568	0.0391	0.349316
Praomys_morio	Muridae	89	3.305	631.9493	1361.906342	0.03	0.109303
Praomys_mutoni	Muridae	NA	NA	631.9493	316.712613	0.052	0.109435
Praomys_petteri	Muridae	237	NA	631.9493	221413.0358	0.0428	0.402506
Praomys_tullbergi	Muridae	257.22972972973	3.5	631.9493	945086.652	0.049	0.486481
Prionailurus_bengalensis	Felidae	211.282608695652	2.5	2350.842867	9584199.879	3.3	16.926278
Prionailurus_planiceps	Felidae	NA	NA	2190	155778.3158	6.75	10.413263
Prionailurus_viverrinus	Felidae	242	2	2190	587839.8557	9.1403	16.855574
Procapra_gutturosa	Bovidae	38	1.33	1793.275567	715461.1263	27.75	11.717761
Procapra_picticaudata	Bovidae	NA	1	2268.94875	2406386.816	20	12.707267
Procavia_capensis	Procaviidae	188.2	2.44	3079.14	15894815.08	3.03	6.737846
Procyon_lotor	Procyonidae	151.491100856955	3.39	2703.9188	12433197.35	6.55	33
Proechimys_brevicauda	Echimyidae	255.052631578947	2.4	631.7859833	1479599.024	0.285	1.024125
Proechimys_cuvieri	Echimyidae	261.040816326531	NA	631.7859833	3546903.494	0.33	1.209494
Proechimys_guyannensis	Echimyidae	265.555555555556	2.28	655.76	1517216.179	0.316	0.672324
Proechimys_quadruplicatus	Echimyidae	259.222222222222	2.4	631.7859833	1518829.933	0.285	1.10014
Proechimys_roberti	Echimyidae	267.5	2.4	631.7859833	1724784.584	0.285	1.130766
Proechimys_simonsi	Echimyidae	250.310344827586	2.4	631.7859833	1959926.037	0.285	0.938785
Proedromys_liangshanensis	NA	NA	NA	NA	4039.490097	0.2105	0.258657
Prolemur_simus	Lemuridae	NA	1	3285	1726.59283	2.35	0.815854
Propithecus_coquereli	Indriidae	NA	1.01	3650	31168.85465	3.9	2.015652
Propithecus_deckenii	Indriidae	NA	1.02	3650	26356.35566	4	1.971332
Propithecus_diadema	Indriidae	196.555555555556	1.01	3650	16600.6705	5.25	2.79951
Propithecus_edwardsi	Indriidae	176	1.01	3650	3103.371676	5.75	1.517678
Propithecus_tattersalli	Indriidae	NA	NA	3283.175	1742.611238	3.5	1.018609
Proteles_cristata	Hyaenidae	196.869565217391	2.64	3030.735933	6134178.419	10	19.496179
Psammomys_obesus	Muridae	205.586538461538	3.5	549.2776	2332027.228	0.0627	0.523058
Psammomys_vexillaris	Muridae	201	3.5	549.2776	136032.5711	0.0225	0.160805
Pseudantechinus_macdonnellensis	Dasyuridae	215.446428571429	5.94	838.1847	904022.2008	0.0325	0.493207
Pseudantechinus_woolleyae	Dasyuridae	236.847222222222	5.995	678.278925	650930.7651	0.04	0.525033
Pseudois_nayaur	Bovidae	-0.714285714285714	1.5	2949.321667	2960871.54	45	20.795532
Pseudomys_fumeus	Muridae	121.073394495413	3.5	884.68295	16757.72921	0.03	0.187935
Pseudomys_hermannsburgensis	Muridae	221.139504982321	2.375	884.68295	3879600.095	0.067	0.966446
Pseudomys_nanus	Muridae	271.584795321637	3	884.68295	1018284.589	0.02	0.361353
Pseudorca_crassidens	Delphinidae	NA	0.985	7242.6075	209180708.2	1360	1492.800115
Pseudoryzomys_simplex	Cricetidae	234.272727272727	NA	589.3882991	3151992.501	0.0513	0.792584
Ptenochirus_minor	Pteropodidae	NA	NA	1019.5643	120328.68	0.0363	0.203939
Pteronotus_davyi	Mormoopidae	243.360465116279	0.995	2070.531028	3513958.671	0.0092	0.293814
Pteronotus_gymnonotus	Mormoopidae	248.571428571429	0.98	1888.065371	3243109.032	0.0144	0.385131
Pteronotus_macleayii	Mormoopidae	236.909090909091	1	1888.065371	121087.2849	0.0054	0.100812
Pteronotus_parnellii	Mormoopidae	243.953237410072	0.995	1888.065371	8699564.153	0.0197	0.582933
Pteronotus_personatus	Mormoopidae	251.394230769231	0.98	2070.531028	4805634.165	0.0087	0.303271
Pteronotus_quadridens	Mormoopidae	244.810810810811	1.21	2070.531028	202600.7259	0.0052	0.109963
Pteronura_brasiliensis	Mustelidae	257.692307692308	1.94	2190	6716223.819	23.9999	87.874878
Pteropus_conspicillatus	Pteropodidae	241.764705882353	1	2945.918407	230487.1213	0.7757	1.272773
Pteropus_giganteus	Pteropodidae	247.653846153846	0.995	4260.47645	4039668.413	0.8042	2.409661
Pteropus_hypomelanus	Pteropodidae	260.567567567568	1	2945.918407	535900.3059	0.4281	1.099837
Pteropus_livingstonii	Pteropodidae	NA	1	2945.918407	643.3951807	0.5885	0.306899
Pteropus_mariannus	Pteropodidae	264.5	NA	2945.918407	1037.84405	0.4535	0.294675
Pteropus_poliocephalus	Pteropodidae	177.109712230216	1	3037.9511	250862.9908	0.7499	1.272281
Pteropus_pumilus	Pteropodidae	256.842105263158	NA	2945.918407	58722.07625	0.1834	0.427255
Pteropus_seychellensis	Pteropodidae	245.833333333333	1	2945.918407	2765.137872	0.457	0.365665
Pudu_mephistophiles	Cervidae	113.777777777778	1	1390.07	132520.6928	9.6	4.53067
Pudu_puda	Cervidae	83.4660194174757	1.03	1460	166751.5322	9.7499	3.980186
Puma_concolor	Felidae	145.702767749699	2.76	2693.790067	21655218.26	51.6	125.8181818
Pusa_caspica	Phocidae	NA	1	5840	389064.2268	86	65.126096
Rangifer_tarandus	Cervidae	-21.531017369727	1.1	1825	18525465.69	86.034	404.739533
Rattus_andamanensis	Muridae	224.8	6.625	534.7590667	1761012.489	0.2161	1.597544
Rattus_argentiventer	Muridae	248.957746478873	6.94	534.7590667	1727839.45	0.0637	0.788344
Rattus_baluensis	Muridae	NA	NA	534.7590667	719.2534353	0.1148	0.205959
Rattus_exulans	Muridae	228.448202959831	3.665	534.7590667	3667012.16	0.306	0.695809
Rattus_fuscipes	Muridae	146.192087644553	4.58	558.5072833	498099.6026	0.1167	0.478
Rattus_leucopus	Muridae	240.816901408451	3.475	534.7590667	371968.013	0.077	0.630999
Rattus_losea	Muridae	NA	NA	534.7590667	2057976.741	0.224	1.686669
Rattus_nitidus	Muridae	168.586206896552	3.09	534.7590667	3582273.926	0.3567	2.484016
Rattus_norvegicus	Muridae	108.47141796585	8.855	594.0375	20405545.22	0.133	1.2382
Rattus_pyctoris	Muridae	106.5	4.23	534.7590667	1969489.674	0.12	1.167058
Rattus_rattus	Muridae	159.252518891688	5.95	546.1994	8107984.948	0.0643	0.809343
Rattus_tanezumi	Muridae	227.682692307692	5.95	534.7590667	7534773.319	0.18	1.968522
Rattus_tiomanicus	Muridae	228.076923076923	5.88	534.7590667	1515143.369	0.124	1.123787
Rattus_villosissimus	Muridae	230.342105263158	5.995	534.7590667	2175111.299	0.303	2.03065
Reithrodontomys_creper	Cricetidae	123.871794871795	2.21	202.795	12443.59448	0.0228	0.096648
Reithrodontomys_fulvescens	Cricetidae	193.351807228916	3.1	202.795	2652943.015	0.0114	0.423078
Reithrodontomys_megalotis	Cricetidae	127.171875	3.75	202.795	5137632.84	0.0094	0.408981
Reithrodontomys_mexicanus	Cricetidae	178.722826086957	2.91	202.795	546387.9806	0.016	0.179859
Reithrodontomys_microdon	Cricetidae	135.216216216216	NA	202.795	78496.18043	0.02	0.133811
Reithrodontomys_raviventris	Cricetidae	147.8	3.865	202.795	974.8557442	0.0111	0.07404
Reithrodontomys_sumichrasti	Cricetidae	156.941666666667	3.49	202.795	332206.5398	0.019	0.177617
Rhabdomys_pumilio	Muridae	172.613636363636	6	455.9852	3306198.6	0.144	1.449395
Rhinolophus_affinis	Rhinolophidae	238.611111111111	0.99	2726.53565	5562334.506	0.0136	0.417104
Rhinolophus_alcyone	Rhinolophidae	233.925925925926	0.98	2726.53565	2897039.92	0.0188	0.446118
Rhinolophus_arcuatus	Rhinolophidae	236.051020408163	NA	2937.38135	365663.7569	0.0117	0.210365
Rhinolophus_blasii	Rhinolophidae	167.923076923077	1	3285	3431358.899	0.0097	0.302423
Rhinolophus_capensis	Rhinolophidae	169	0.995	2726.53565	244042.3198	0.0128	0.204237
Rhinolophus_celebensis	Rhinolophidae	228.4	NA	2726.53565	312331.5223	0.0067	0.142095
Rhinolophus_clivosus	Rhinolophidae	186.607142857143	NA	2726.53565	3749957.665	0.0157	0.420099
Rhinolophus_darlingi	Rhinolophidae	201.5625	1.96	2937.38135	1372497.482	0.0095	0.244832
Rhinolophus_denti	Rhinolophidae	212.5	1	2937.38135	1720677.811	0.0062	0.195413
Rhinolophus_euryale	Rhinolophidae	135.495454545455	1	3285	2997638.043	0.0082	0.263664
Rhinolophus_ferrumequinum	Rhinolophidae	110.424757281553	0.99	3285	9784967.376	0.0211	0.624896
Rhinolophus_fumigatus	Rhinolophidae	217.098591549296	0.99	2726.53565	8466626.308	0.0129	0.441461
Rhinolophus_hildebrandtii	Rhinolophidae	208.027777777778	0.99	2726.53565	3223819.857	0.02599	0.562174
Rhinolophus_hipposideros	Rhinolophidae	101.276151631478	1	2589.7627	6279650.438	0.0047	0.216292
Rhinolophus_landeri	Rhinolophidae	220.011494252874	0.99	2937.38135	12276355.62	0.0089	0.376815
Rhinolophus_luctus	Rhinolophidae	230.541666666667	0.99	2726.53565	6858621.956	0.0335	0.778968
Rhinolophus_macrotis	Rhinolophidae	210.1	0.98	2937.38135	2358853.275	0.0062	0.209188
Rhinolophus_marshalli	Rhinolophidae	NA	NA	2937.38135	659624.5495	0.005	0.138355
Rhinolophus_mehelyi	Rhinolophidae	159.587837837838	2	3285	1985168.6	0.0123	0.313026
Rhinolophus_pearsonii	Rhinolophidae	181.857142857143	NA	2726.53565	3203842.972	0.0118	0.337974
Rhinolophus_philippinensis	Rhinolophidae	245.8	NA	2726.53565	250577.6086	0.0103	0.178631
Rhinolophus_pusillus	Rhinolophidae	212.272727272727	1	2937.38135	3976513.219	0.0072	0.257779
Rhinolophus_rex	Rhinolophidae	NA	NA	2726.53565	53328.36513	0.0113	0.135744
Rhinolophus_rouxii	Rhinolophidae	249.285714285714	0.99	1051.1426	873077.6115	0.0118	0.255249
Rhinolophus_simulator	Rhinolophidae	183.785714285714	0.99	2937.38135	1933461.877	0.0081	0.237959
Rhinolophus_sinicus	Rhinolophidae	164.875	0.99	2726.53565	2185742.419	0.0116	0.311583
Rhinolophus_swinnyi	Rhinolophidae	197.777777777778	0.99	2937.38135	1362967.118	0.0071	0.202737
Rhinolophus_thomasi	Rhinolophidae	234.4	NA	2937.38135	1421597.407	0.0083	0.226189
Rhinopithecus_bieti	Cercopithecidae	NA	NA	4015	29892.18128	14	4.045716
Rhinopoma_muscatellum	Rhinopomatidae	223.529411764706	NA	2070.531028	450352.7666	0.0091	0.187223
Rhipidomys_emiliae	Cricetidae	NA	3.8	589.3882991	706991.0605	0.0965	0.825291
Rhipidomys_ipukensis	NA	NA	NA	NA	NA	NA	NA
Rhipidomys_macrurus	Cricetidae	221.6	3.8	589.3882991	1585253.621	0.0799	0.881467
Rhipidomys_mastacalis	Cricetidae	221.75	3.8	766.22453	640921.8775	0.0775	0.712309
Rhogeessa_aeneus	Vespertilionidae	257.8	1.69	2055.239876	145743.3961	0.0034	0.07794
Rhogeessa_io	Vespertilionidae	235.857142857143	1.69	2055.239876	4666141.22	0.005	0.211088
Rhogeessa_tumida	Vespertilionidae	253.764705882353	1.69	2055.239876	604793.7539	0.0045	0.126896
Rhombomys_opimus	Muridae	116.56	5	562.5317	4639123.752	0.155	1.000221
Rhynchocyon_petersi	Macroscelididae	219.3	1.93	850.77085	31496.82531	0.424	1.244995
Rhynchonycteris_naso	Emballonuridae	259.209039548023	0.99	894.25	11720102.73	0.0038	0.215886
Rousettus_aegyptiacus	Pteropodidae	NA	1.035	1825	3933023.624	0.1322	0.884006
Rousettus_amplexicaudatus	Pteropodidae	249.232653061224	0.99	1776.618367	4335561.864	0.0825	0.695851
Rousettus_obliviosus	Pteropodidae	NA	0.98	1776.618367	1687.745004	0.0441	0.090375
Rucervus_duvaucelii	Cervidae	239	1	2920	34884.87051	143	24.031107
Rupicapra_pyrenaica	Bovidae	40.4353562005277	1	2437.9015	15137.91757	30	32
Rupicapra_rupicapra	Bovidae	44.6133333333333	1	3650	284030.9512	26.1	17
Rusa_timorensis	Cervidae	NA	1	1825	11466.99135	63	7.548213
Rusa_unicolor	Cervidae	238.631578947368	1	3285	7645389.801	180.3444	54.933878
Saccopteryx_bilineata	Emballonuridae	257.286885245902	0.995	894.25	12861159.73	0.0078	0.349677
Saccopteryx_leptura	Emballonuridae	258.21186440678	NA	894.25	12460311.36	0.0047	0.250785
Saccostomus_campestris	Nesomyidae	206.8	6.8	454.5125	5405086.026	0.0512	0.889473
Saguinus_mystax	Callitrichidae	258.2	1.93	2701.5291	597099.626	0.618	2.31387
Saiga_tatarica	Bovidae	NA	1.575	1700.19755	765293.3981	29	12.182181
Saimiri_boliviensis	Cebidae	250.055555555556	1	3354.65875	1391162.865	0.615	2.769759
Saimiri_oerstedii	Cebidae	264	1.005	3354.65875	7395.771638	0.2785	0.566975
Saimiri_sciureus	Cebidae	259.942307692308	1	3789.3175	4478642.63	0.7432	7.652911
Saimiri_ustus	Cebidae	266.5	1.02	2920	888003.175	1	3.324324
Sapajus_apella	Cebidae	259.516129032258	1.05	5475	3398811.104	2.5	12.871582
Sapajus_flavius	Cebidae	NA	NA	5830.0793	NA	NA	NA
Sapajus_libidinosus	Cebidae	252.125	1.05	5830.0793	2644413.643	3.2	8.211236
Sapajus_xanthosternos	Cebidae	NA	1.05	5840	472261.1766	3.2	5.660583
Sarcophilus_harrisii	Dasyuridae	111	2.94	1704.2151	64374.0419	11	11.776817
Saxatilomys_paulinae	Muridae	NA	NA	639.6318318	2432.121932	0.0553	0.17607
Scalopus_aquaticus	Talpidae	138.750936329588	3.75	945.15485	3473767.274	0.0913	1.035724
Scapanulus_oweni	Talpidae	NA	NA	759.1857214	346535.5412	0.0366	0.432785
Scapteromys_tumidus	Cricetidae	170	3.63	766.22453	260092.1167	0.146	0.843723
Sciurus_aberti	Sciuridae	68	3.255	2122.200833	271833.7271	0.624	1.865763
Sciurus_carolinensis	Sciuridae	133.715568862275	3	2778.38	7798599.045	0.5065	34.51666667
Sciurus_niger	Sciuridae	152.056234718826	3	1975.47	4366426.995	0.7619	64.4
Scotonycteris_bergmansi	NA	NA	NA	NA	NA	NA	NA
Scotonycteris_zenkeri	Pteropodidae	247.48275862069	0.99	1553.790873	2050696.822	0.0208	0.276619
Scotophilus_andrewreborii	NA	NA	NA	NA	NA	NA	NA
Scotophilus_dinganii	Vespertilionidae	212.621621621622	1.5	2051.666208	11084977.37	0.0251	0.717731
Scotophilus_kuhlii	Vespertilionidae	263.050505050505	1.5	2051.666208	5282049.592	0.0207	0.540317
Scotophilus_leucogaster	Vespertilionidae	257.934782608696	1.5	2051.666208	5495910.658	0.0202	0.53647
Scotophilus_nux	Vespertilionidae	220.384615384615	1.5	2051.666208	963765.4195	0.03	0.474994
Scotophilus_trujilloi	NA	NA	NA	NA	NA	NA	NA
Scotophilus_viridis	Vespertilionidae	254	2	2051.666208	4718858.302	0.0196	0.509136
Semnopithecus_entellus	Cercopithecidae	258.25	1.02	3806.439	551184.9223	15.5	8.029999
Semnopithecus_hypoleucos	Cercopithecidae	258.333333333333	1.02	3728.2195	13522.32025	8.95	2.662639
Semnopithecus_priam	Cercopithecidae	268.416666666667	1.02	3728.2195	241702.3465	12.45	5.954716
Sicista_kazbegica	Dipodidae	NA	NA	731.7872	2315.358126	0.007	0.0531
Sicista_subtilis	Dipodidae	74	NA	731.7872	3007076.065	0.0118	0.337099
Sigmodon_arizonae	Cricetidae	192.514492753623	5.44	596.57	347750.6674	0.198	1.070271
Sigmodon_hirsutus	Cricetidae	263.673076923077	5.44	596.57	775120.2568	0.1715	1.171628
Sigmodon_hispidus	Cricetidae	176.34110592938	5.44	596.57	2629334.533	0.0924	0.763396
Sigmodon_ochrognathus	Cricetidae	150.358974358974	5	596.57	467909.4081	0.122	0.508389
Sigmodon_toltecus	Cricetidae	247.260869565217	5.44	596.57	421096.7971	0.05	0.505674
Smutsia_gigantea	Manidae	NA	NA	1825	3339288.525	32.9997	55.974395
Smutsia_temminckii	Manidae	NA	1	1825	7106706.712	7.1799	24.722018
Solenodon_paradoxus	Solenodontidae	256	1.86	1901.915067	28538.11472	0.9	1.489429
Sooretamys_angouya	Cricetidae	215.666666666667	NA	766.22453	1401329.713	0.1003	0.978155
Sorex_araneus	Soricidae	78.5867374977102	6.56	524.7815	13169028.26	0.01	0.869
Sorex_arcticus	Soricidae	28.2089552238806	6.63	415.644	4515480.923	0.0082	0.619445
Sorex_asper	Soricidae	NA	NA	422.8845979	379416.5293	0.0079	0.164746
Sorex_bedfordiae	Soricidae	80.3	4.99	422.8845979	589180.9268	0.0066	0.161399
Sorex_bendirii	Soricidae	91.4472573839662	5	332.82975	207267.7831	0.0161	0.228477
Sorex_caecutiens	Soricidae	-55.5833333333333	6.82	422.8845979	17549463.86	0.0054	0.274239
Sorex_camtschatica	Soricidae	-30.6	6.5	422.8845979	444182.7672	0.0046	0.120403
Sorex_cinereus	Soricidae	16.8471839306814	6.5	331.5827167	11640279.07	0.0047	0.686555
Sorex_coronatus	Soricidae	105.80265654649	6.03	347.068	889286.2815	0.0096	0.197287
Sorex_cylindricauda	Soricidae	40.3333333333333	4.99	422.8845979	330471.2908	0.0061	0.135421
Sorex_daphaenodon	Soricidae	-108.666666666667	5.99	422.8845979	8149076.14	0.0068	0.29012
Sorex_dispar	Soricidae	70.027027027027	3.84	422.8845979	669494.545	0.005	0.1388
Sorex_excelsus	Soricidae	NA	6.56	422.8845979	202123.5047	0.0075	0.139077
Sorex_fumeus	Soricidae	70.0414507772021	5.245	380.4016167	1508028.962	0.0077	0.218304
Sorex_gracillimus	Soricidae	23.5	5.77	422.8845979	1133484.742	0.0045	0.160615
Sorex_granarius	Soricidae	109.302325581395	6.4	422.8845979	70087.34652	0.0063	0.098915
Sorex_haydeni	Soricidae	74.0205128205128	6.57	422.8845979	1160131.477	0.0035	0.124275
Sorex_hosonoi	Soricidae	NA	NA	422.8845979	10588.9618	0.0033	0.043405
Sorex_hoyi	Soricidae	8.8860103626943	5.56	422.8845979	6959770.592	0.0026	0.151156
Sorex_isodon	Soricidae	-29.7619047619048	7.09	332.82975	12145602.7	0.0094	0.389386
Sorex_jacksoni	Soricidae	-41.5384615384615	6.5	422.8845979	4889.813898	0.0035	0.038151
Sorex_longirostris	Soricidae	NA	4.87	422.8845979	1651127.98	0.0036	0.136567
Sorex_maritimensis	Soricidae	NA	6.63	422.8845979	61241.8801	0.0073	0.105617
Sorex_milleri	Soricidae	NA	NA	422.8845979	12261.48229	0.007	0.072643
Sorex_minutissimus	Soricidae	-61.7692307692308	8.99	422.8845979	17381048.76	0.0025	0.1796
Sorex_monticolus	Soricidae	25.4538770053476	5.71	422.8845979	4499966.853	0.0053	0.401055
Sorex_palustris	Soricidae	33.1315789473684	5.58	273.1928	6228508.176	0.0135	0.60015
Sorex_portenkoi	Soricidae	-75	6.5	422.8845979	120438.3987	0.0037	0.078973
Sorex_preblei	Soricidae	45.3928571428571	NA	422.8845979	670642.0242	0.0031	0.102121
Sorex_pribilofensis	Soricidae	14.625	NA	422.8845979	116.0639504	0.0035	0.01701
