species	geoArea_km2	BodyMassKg_notInputed	DispDist_notInputed
Diplomesodon_pulchellum	1877841.619	0.011	0.287865
Diplomys_caniceps	437.9221866	0.3945	0.226466
Diplomys_labilis	112432.3362	0.2275	0.553699
Diplothrix_legata	1208.927509	0.5059	0.540423
Dipodomys_agilis	38776.9984	0.0579	0.286699
Dipodomys_californicus	86394.37047	0.085	0.487305
Dipodomys_compactus	49816.18728	0.0493	0.31636
Dipodomys_deserti	309161.1891	0.1045	0.722639
Dipodomys_elator	10822.7339	0.0775	0.15229
Dipodomys_gravipes	2238.109511	0.084	0.219913
Dipodomys_heermanni	76958.61835	0.072	0.432034
Dipodomys_ingens	6813.07937	0.1339	0.109654
Dipodomys_insularis	NA	0.0383	0.521078
Dipodomys_margaritae	NA	0.0295	0.333929
Dipodomys_merriami	1432875.355	0.042	0.517971
Dipodomys_microps	393336.349	0.0546	0.977182
Dipodomys_nelsoni	194142.5078	0.0886	0.594408
Dipodomys_nitratoides	11344.87093	0.0439	0.215016
Dipodomys_ordii	3530965.904	0.0604	0.883748
Dipodomys_panamintinus	61223.27251	0.0747	0.360688
Dipodomys_phillipsii	178624.5625	0.041	0.374893
Dipodomys_simulans	98426.87288	0.0575	0.400361
Dipodomys_spectabilis	527076.1619	0.1359	0.0515
Dipodomys_stephensi	2949.722832	0.0698	0.2628
Dipodomys_venustus	16418.5437	0.072	0.309489
Dipus_sagitta	3160968.591	0.0857	0.66376
Distoechurus_pennatus	543203.5564	0.0441	0.497053
Dobsonia_anderseni	47146.09583	0.2041	0.432258
Dobsonia_beauforti	10135.29812	0.159	0.270211
Dobsonia_chapmani	29.48281773	0.134	0.069666
Dobsonia_crenulata	212109.3629	0.272	0.700878
Dobsonia_emersa	2567.648282	0.1955	0.225166
Dobsonia_exoleta	182331.8543	0.249	0.646054
Dobsonia_inermis	35200.72154	0.1495	0.341732
Dobsonia_minor	632494.5178	0.0782	0.445825
Dobsonia_moluccensis	889868.1087	0.3814	1.151289
Dobsonia_pannietensis	5484.036959	0.2677	0.31553
Dobsonia_peronii	88912.9446	0.2169	0.512652
Dobsonia_praedatrix	45341.26738	0.1887	0.410458
Dobsonia_viridis	28125.68	0.238	0.420872
Dolichotis_patagonum	1033556.728	8	9.851026
Dolichotis_salinicola	580647.7198	1.6	2.317502
Dologale_dybowskii	494484.3397	0.35	1.99461
Dorcatragus_megalotis	52411.47024	10.2499	3.844877
Dorcopsis_atrata	96.90059316	5.9165	0.729358
Dorcopsis_hageni	155013.7145	5.5	3.445754
Dorcopsis_luctuosa	161672.7458	6.352	3.765018
Dorcopsis_muelleri	127345.7023	5.5	3.302531
Dorcopsulus_macleayi	26219.9163	2.988	1.676184
Dorcopsulus_vanheurni	181763.1045	1.7858	1.916242
Dremomys_everetti	66607.75218	0.1475	0.632422
Dremomys_gularis	43082.69541	0.2535	0.785849
Dremomys_lokriah	364625.2949	0.227	1.16966
Dremomys_pernyi	1766428.263	0.1986	1.522856
Dremomys_pyrrhomerus	275682.9208	0.245	1.150502
Dremomys_rufigenis	1670427.534	0.2	1.510679
Dromiciops_gliroides	139522.7797	0.0223	0.258618
Dryadonycteris_capixaba	NA	NA	NA
Drymoreomys_albimaculatus	NA	NA	NA
Dryomys_laniger	28788.96221	0.0222	0.177658
Dryomys_niethammeri	29.14332746	0.033	0.050339
Dryomys_nitedula	5236115.005	0.0289	0.635893
Dugong_dugon	8864393.038	310	127.266903
Dusicyon_australis	10902.12839	50.0035	21.240355
Dusicyon_avus	1618246.849	13	26.304616
Dyacopterus_brooksi	435247.7377	0.0885	0.440339
Dyacopterus_rickarti	NA	NA	NA
Dyacopterus_spadiceus	451002.9914	0.0842	0.431696
Dymecodon_pilirostris	39127.65832	0.0162	0.16004
Echimys_chrysurus	1604576.054	0.6525	1.7589
Echimys_saturnus	132813.5957	0.6269	1.004572
Echimys_vieirai	69062.30705	0.5098	0.778163
Echinops_telfairi	112046.2228	0.18	0.793397
Echinosorex_gymnura	1392370.003	0.957	4.761126
Echiothrix_centrosa	29399.1837	0.2609	0.735673
Echiothrix_leucura	15683.31467	0.2673	0.65134
Echymipera_clara	177818.7598	1.2365	1.098293
Echymipera_davidi	281.909505	0.95	0.566904
Echymipera_echinista	639.3839065	1	0.696804
Echymipera_kalubu	851363.4434	0.7822	1.753449
Echymipera_rufescens	870634.6538	1.1	3.496589
Ectophylla_alba	125866.7031	0.0058	0.074802
Eidolon_dupreanum	464732.418	0.2838	0.849927
Eidolon_helvum	11948220.46	0.2533	1.609159
Eira_barbara	13537408.78	3.91	33.851662
Elaphodus_cephalophus	1958670.375	33.5	16.160188
Elaphurus_davidianus	99.87878568	149	4.359817
Elephantulus_brachyrhynchus	3919898.892	0.0475	0.864022
Elephantulus_edwardii	194933.0311	0.048	0.454995
Elephantulus_fuscipes	152921.5362	0.057	0.482184
Elephantulus_fuscus	156777.2889	0.54	2.056734
Elephantulus_intufi	1225142.341	0.0495	0.690197
Elephantulus_myurus	977662.452	0.0524	0.681875
Elephantulus_pilicaudus	28584.56736	0.045	0.288376
Elephantulus_revoilii	126373.913	NA	NA
Elephantulus_rozeti	734265.9401	0.048	0.605864
Elephantulus_rufescens	1513509.858	0.0375	0.577074
Elephantulus_rupestris	562018.0944	0.0664	0.704502
Elephas_antiquus	NA	6500	264.674938
Elephas_cypriotes	NA	130	30.517889
Elephas_maximus	628718.3846	2915.04	93.244088
Eligmodontia_bolsonensis	NA	NA	NA
Eligmodontia_dunaris	NA	NA	NA
Eligmodontia_hirtipes	NA	NA	NA
Eligmodontia_moreni	50672.33239	0.018	0.177931
Eligmodontia_morgani	371736.0009	0.0165	0.260261
Eligmodontia_puerulus	451677.3273	0.0285	0.371634
Eligmodontia_typus	924799.2855	0.0173	0.325609
Eliomys_melanurus	149663.4542	0.0518	0.412753
Eliomys_munbyanus	879027.8763	0.052	0.606286
Eliomys_quercinus	2359282.157	0.115	1.184138
Eliurus_antsingy	596.3789444	0.0928	0.108871
Eliurus_carletoni	NA	NA	NA
Eliurus_danieli	874.6354134	0.0955	0.120143
Eliurus_ellermani	20.03462249	0.1	0.054526
Eliurus_grandidieri	59339.09743	0.051	0.211224
Eliurus_majori	74043.40508	0.1	0.321352
Eliurus_minor	117800.9697	0.035	0.198959
Eliurus_myoxinus	265552.0151	0.0625	0.326615
Eliurus_penicillatus	1761.419526	0.1	0.143348
Eliurus_petteri	6925.159718	0.075	0.164356
Eliurus_tanala	108827.8051	0.0825	0.314024
Eliurus_webbi	130412.2666	0.0725	0.304049
Ellobius_alaicus	2609.84169	0.02	0.064165
Ellobius_fuscocapillus	481168.1794	0.08	0.425577
Ellobius_lutescens	315755.0595	0.1173	0.480013
Ellobius_talpinus	2979876.613	0.04	0.430276
Ellobius_tancrei	3038593.838	0.02	0.29468
Emballonura_alecto	1228048.405	0.0053	0.175373
Emballonura_atrata	106788.5324	0.0043	0.091776
Emballonura_beccarii	92324.14915	0.0042	0.087742
Emballonura_dianae	91648.26269	0.008	0.126876
Emballonura_furax	68758.01059	0.0112	0.144686
Emballonura_monticola	1713143.475	0.0057	0.196493
Emballonura_raffrayana	219337.6061	0.0056	0.124788
Emballonura_semicaudata	16729.59334	0.0063	0.076603
Emballonura_serii	9451.644994	0.0088	0.08206
Emballonura_tiavato	151050.5112	0.0033	0.084951
Enchisthenes_hartii	3143130.946	0.016	0.405435
Enhydra_lutris	2020138.211	23.5	22.910555
Eoglaucomys_fimbriatus	189908.199	0.712	1.960018
Eolagurus_luteus	398264.7765	0.026	0.219639
Eolagurus_przewalskii	904238.3635	0.016	0.200527
Eonycteris_major	742495.3895	0.0728	0.443651
Eonycteris_robusta	115947.91	0.0775	0.307547
Eonycteris_spelaea	3569984.768	0.0581	0.549806
Eospalax_fontanierii	1205265.982	0.245	0.96271
Eospalax_rothschildi	232786.0652	0.24	0.667343
Eospalax_smithii	135393.3634	0.379	0.764009
Eothenomys_cachinus	25171.38375	NA	NA
Eothenomys_chinensis	9068.382911	0.0453	0.131875
Eothenomys_custos	116591.8613	0.0308	0.184986
Eothenomys_melanogaster	1735606.384	0.027	0.308177
Eothenomys_miletus	405837.456	0.0507	0.318883
Eothenomys_olitor	179676.2352	0.022	0.168658
Eothenomys_proditor	38759.32491	0.0425	0.174213
Eothenomys_wardi	8398.406275	NA	NA
Eozapus_setchuanus	547414.1999	0.0326	0.418502
Episoriculus_caudatus	318202.2976	0.0091	0.173695
Episoriculus_fumidus	12925.48273	0.0067	0.071435
Episoriculus_leucops	238400.5757	0.0082	0.15263
Episoriculus_macrurus	378518.1386	0.0136	0.233463
Epixerus_ebii	547712.7471	0.592	2.215709
Epomophorus_angolensis	388209.5461	0.1317	0.53505
Epomophorus_anselli	3443.61141	0.0656	0.131267
Epomophorus_crypturus	2107653.104	0.1111	0.701865
Epomophorus_gambianus	3839394.613	0.1289	0.867228
Epomophorus_grandis	514.8276515	0.0486	0.073791
Epomophorus_labiatus	1787912.551	0.063	0.495198
Epomophorus_minimus	267986.4004	0.044	0.269601
Epomophorus_wahlbergi	5061941.743	0.0916	0.762316
Epomops_buettikoferi	1093115.009	0.1338	0.674947
Epomops_dobsonii	1383648.126	0.12	0.668756
Epomops_franqueti	4568926.748	0.1189	0.861155
Eptesicus_andinus	821879.1316	0.0093	0.216193
Eptesicus_bobrinskoi	643039.2263	0.0076	0.180087
Eptesicus_bottae	3961637.077	0.0142	0.398539
Eptesicus_brasiliensis	13280036.7	0.0095	0.399676
Eptesicus_chiriquinus	189577.5096	0.0113	0.178509
Eptesicus_diminutus	2408494.629	0.006	0.205748
Eptesicus_dimissus	4103.0239	0.015	0.093598
Eptesicus_floweri	1483484.779	0.0067	0.198926
Eptesicus_furinalis	16530587.48	0.0077	0.366103
Eptesicus_fuscus	13212020.16	0.0165	0.56928
Eptesicus_gobiensis	3891653.459	0.01	0.316899
Eptesicus_guadeloupensis	1485.430758	0.0166	0.080219
Eptesicus_hottentotus	2879499.347	0.03	0.60163
Eptesicus_innoxius	169443.5053	0.0084	0.143996
Eptesicus_isabellinus	NA	NA	NA
Eptesicus_japonensis	3423.669276	0.0101	0.069806
Eptesicus_kobayashii	NA	NA	NA
Eptesicus_lobatus	NA	NA	NA
Eptesicus_nasutus	1883085.671	0.0079	0.232835
Eptesicus_nilssonii	10369411.18	0.0104	0.40158
Eptesicus_pachyomus	NA	NA	NA
Eptesicus_pachyotis	1211482.012	0.0083	0.218511
Eptesicus_platyops	937.9728573	0.021	0.084488
Eptesicus_serotinus	12142176.12	0.0229	0.69008
Eptesicus_tatei	1136.872229	0.0125	0.063099
Equus_africanus	85855.06787	325	28.846692
Equus_caballus	NA	250	1.99
Equus_capensis	NA	NA	NA
Equus_ferus	NA	250	41.369791
Equus_grevyi	69279.58943	407.9998	31.226515
Equus_hemionus	356643.2654	230	32.413586
Equus_kiang	1794251.403	275	50.709231
Equus_neogeus	NA	NA	NA
Equus_ovodovi	NA	227.13	38.651846
Equus_quagga	2337161.791	276	53.795685
Equus_zebra	101096.8078	286.9987	24.723607
Eremitalpa_granti	50675.08398	0.0261	0.53913
Eremodipus_lichtensteini	560432.6321	0.051	0.544027
Eremoryzomys_polius	14478.84035	0.0605	0.272529
Erethizon_dorsatum	12039218.66	7.0853	8.493197
Erignathus_barbatus	14435626.75	280	303.484331
Erinaceus_amurensis	4265521.398	0.8	5.403569
Erinaceus_concolor	1350880.995	0.719	1.521642
Erinaceus_europaeus	3796026.187	0.771	3.619882
Erinaceus_roumanicus	6034541.972	0.745	5.563314
Eropeplus_canus	12776.90729	0.235	0.578678
Erophylla_bombifrons	83777.88432	0.0143	0.173762
Erophylla_sezekorni	124162.7474	0.0158	0.200332
Erythrocebus_patas	7216908.456	8.09	52.920012
Eschrichtius_robustus	NA	28500	9486.66943
Eubalaena_australis	86727234.4	23000	7600.136372
Eubalaena_glacialis	16462789.83	23000	5308.783993
Eubalaena_japonica	6054268.08	23000	4277.460817
Euchoreutes_naso	1678715.117	0.0241	0.44809
Euderma_maculatum	2111268.336	0.0157	0.371091
Eudiscoderma_thongareeae	NA	NA	NA
Eudiscopus_denticulus	1678.519724	0.005	0.038088
Eudorcas_albonotata	130208.6824	25	7.65669
Eudorcas_rufifrons	2319287.286	26.9998	14.878613
Eudorcas_rufina	NA	40	15.592539
Eudorcas_thomsonii	163002.5686	20.4998	7.202982
Eulemur_albifrons	18581.2082	2.3	2.328164
Eulemur_cinereiceps	1834.355975	1.92	0.739309
Eulemur_collaris	8233.795282	2.375	1.149845
Eulemur_coronatus	6311.781194	1.65	0.887902
Eulemur_flavifrons	2560.909661	NA	NA
Eulemur_fulvus	48792.09689	2.5	0.919926
Eulemur_macaco	8403.708914	1.9	1.021037
Eulemur_mongoz	6745.152244	1.35	1.035113
Eulemur_rubriventer	50393.82932	2	1.546379
Eulemur_rufifrons	32936.13165	1.82	1.339108
Eulemur_rufus	38778.53103	2.375	1.606786
Eulemur_sanfordi	3738.594854	2.25	0.941093
Eumetopias_jubatus	7142220.571	310	278.328844
Eumops_auripendulus	14279713.21	0.0285	0.822565
Eumops_bonariensis	14935645.97	0.0119	0.473804
Eumops_chiribaya	NA	NA	NA
Eumops_dabbenei	2434502.672	0.1044	1.293218
Eumops_ferox	NA	NA	NA
Eumops_floridanus	1007.403321	0.0384	0.126461
Eumops_glaucinus	11524991.57	0.0354	0.902796
Eumops_hansae	6499897.227	0.0151	0.461378
Eumops_maurus	271177.3832	0.0362	0.407577
Eumops_patagonicus	1548186.076	0.01	0.259706
Eumops_perotis	11825663.91	0.0511	1.149386
Eumops_trumbulli	4807290.762	0.0364	0.760971
Eumops_underwoodi	965431.0618	0.0547	0.69906
Eumops_wilsoni	NA	NA	NA
Euneomys_chinchilloides	76336.63799	0.0876	0.300672
Euneomys_fossor	9979.399496	0.083	0.188085
Euneomys_mordax	52541.58331	0.082	0.267436
Euneomys_petersoni	591241.0228	0.083	0.454073
Euoticus_elegantulus	792729.7689	0.3	1.623666
Euoticus_pallidus	97773.67472	0.23	0.886964
Eupetaurus_cinereus	32920.51352	2.5	1.595516
Euphractus_sexcinctus	7801058.062	4.7829	14.220956
Eupleres_goudotii	84135.17874	3	5.413321
Euroscaptor_grandis	115194.3242	0.0887	0.602669
Euroscaptor_klossi	675654.5229	0.0584	0.675019
Euroscaptor_longirostris	268036.458	0.0427	0.452077
Euroscaptor_micrura	39242.94134	0.0605	0.373504
Euroscaptor_mizura	15959.39594	0.0355	0.21833
Euroscaptor_parvidens	4806.661978	0.0721	0.265673
Euroscaptor_subanura	77155.72494	NA	NA
Euryoryzomys_emmonsae	243794.3402	0.072	0.346699
Euryoryzomys_lamia	124170.5293	0.0605	0.272239
Euryoryzomys_legatus	64769.93142	0.0615	0.238699
Euryoryzomys_macconnelli	4351910.057	0.058	0.573284
Euryoryzomys_nitidus	1320870.295	0.0552	0.431212
Euryoryzomys_russatus	1019045.713	0.0605	0.428893
Euryzygomatomys_spinosus	814924.5862	0.1875	0.763219
Exilisciurus_concinnus	122015.1828	0.0309	0.293469
Exilisciurus_exilis	742943.9454	0.019	0.327765
Exilisciurus_whiteheadi	157539.5052	0.02	0.241504
Falsistrellus_affinis	355814.5614	0.0049	0.119528
Falsistrellus_mackenziei	24714.0963	0.021	0.17123
Falsistrellus_mordax	128072.3083	0.0058	0.106836
Falsistrellus_petersi	28541.95048	0.0065	0.083127
Falsistrellus_tasmaniensis	388189.4253	0.0227	0.326273
Felis_bieti	622178.6071	5.5	12.31075
Felis_catus	NA	2.8848	18.623315
Felis_chaus	7074635.829	7.393	25.166558
Felis_margarita	3562199.095	2.525	10.879571
Felis_nigripes	1964482.545	1.3	6.244419
Felis_silvestris	35334992.94	5.5	22.933415
Felovia_vae	109133.1844	0.205	0.519406
Feresa_attenuata	212480648.5	170	393.580612
Feroculus_feroculus	2681.787718	0.036	0.149886
Fossa_fossana	92100.90183	1.5	4.247886
Fukomys_amatus	NA	NA	NA
Fukomys_anselli	18117.34989	NA	NA
Fukomys_bocagei	730069.6008	NA	NA
Fukomys_damarensis	1011557.593	NA	NA
Fukomys_darlingi	185574.3819	NA	NA
Fukomys_foxi	13018.84326	NA	NA
Fukomys_ilariae	NA	NA	NA
Fukomys_kafuensis	7534.647932	NA	NA
Fukomys_mechowi	1452733.295	NA	NA
Fukomys_micklemi	NA	NA	NA
Fukomys_ochraceocinereus	793187.0884	NA	NA
Fukomys_vandewoestijneae	NA	NA	NA
Fukomys_whytei	NA	NA	NA
Fukomys_zechi	22787.84206	NA	NA
Funambulus_layardi	2052.663537	0.168	0.321499
Funambulus_palmarum	1276822.638	0.1084	1.002467
Funambulus_pennantii	2933615.324	0.0991	0.65014
Funambulus_sublineatus	28772.15814	0.0709	0.346267
Funambulus_tristriatus	80381.75886	0.139	0.636527
Funisciurus_anerythrus	2310291.961	0.218	1.70254
Funisciurus_bayonii	390055.1559	0.135	0.880336
Funisciurus_carruthersi	94628.81835	0.286	0.998253
Funisciurus_congicus	1757300.472	0.112	1.094407
Funisciurus_duchaillui	3535.653006	0.2	0.244321
Funisciurus_isabella	577832.2877	0.109	0.847417
Funisciurus_lemniscatus	618981.0641	0.141	0.997262
Funisciurus_leucogenys	417467.3774	0.25	1.273046
Funisciurus_pyrropus	2181575.763	0.297	2.008724
Funisciurus_substriatus	227624.7981	0.186	0.942203
Furipterus_horrens	9567042.34	0.0032	0.185021
Galago_gallarum	462126.0822	0.25	1.301293
Galago_matschiei	90727.6703	0.21	0.828289
Galago_moholi	4297063.417	0.16	1.629564
Galago_senegalensis	8494741.792	0.2277	3.876624
Galagoides_cocos	7110.764804	0.144	0.38478
Galagoides_demidovii	4456102.328	0.0601	0.935487
Galagoides_granti	527317.6036	0.1587	1.031101
Galagoides_nyasae	NA	0.2094	1.222827
Galagoides_orinus	19265.91646	0.097	0.380232
Galagoides_rondoensis	128.440218	0.0842	0.118806
Galagoides_thomasi	4560722.631	0.0997	1.257687
Galagoides_zanzibaricus	7193.568904	0.1005	0.313699
Galea_flavidens	148573.8418	0.45	0.857016
Galea_monasteriensis	NA	0.3425	1.258563
Galea_musteloides	1938365.03	0.48	1.546446
Galea_spixii	2870586.847	0.3262	0.638479
Galemys_pyrenaicus	163536.8463	0.0602	0.305546
Galenomys_garleppi	2086.616052	0.0593	0.177317
Galeopterus_variegatus	1557289.102	1.0125	2.227422
Galictis_cuja	7741522.404	1	5.305991
Galictis_vittata	10152293.07	3.2	10.978989
Galidia_elegans	93502.23511	0.8	2.301911
Galidictis_fasciata	83508.47871	0.55	1.816485
Galidictis_grandidieri	1004.542677	1.4	1.274946
Gazella_arabica	NA	12	8.012799
Gazella_bennettii	2786547.744	18.9167	12.718988
Gazella_bilkis	NA	48.5	21.995869
Gazella_cuvieri	520907.5394	25	10.32897
Gazella_dorcas	9994667.411	23.0001	18.668173
Gazella_gazella	328705.06	22.7499	11.220923
Gazella_leptoceros	1237236.237	22.2	11.659883
Gazella_saudiya	NA	16	14.417167
Gazella_spekei	157838.6768	20	7.056253
Gazella_subgutturosa	9859211.307	28.5	20.952683
Genetta_abyssinica	507283.3228	1.65	5.433423
Genetta_angolensis	1416419.851	1.65	6.782123
Genetta_bourloni	148787.7807	1.75	4.329875
Genetta_cristata	102248.6974	2.5	5.021775
Genetta_genetta	14117792.9	1.8	29.829472
Genetta_johnstoni	311042.4041	2.225	5.924589
Genetta_maculata	13018044.78	2.225	13.26898
Genetta_pardina	1453172.122	3.1	7.084974
Genetta_piscivora	226620.5492	3	6.704758
Genetta_poensis	131060.3963	2.25	3.505267
Genetta_servalina	3213470.624	1.055	6.072295
Genetta_thierryi	2617142.147	1.4	6.967519
Genetta_tigrina	214112.571	2.225	2.020289
Genetta_victoriae	550198.0474	3	8.120142
Geocapromys_brownii	998.6472789	1.5	0.565724
Geocapromys_columbianus	NA	1.24	0.804162
Geocapromys_ingrahami	8.402681313	0.8	0.142496
Geocapromys_thoracatus	NA	0.89	0.672982
Geogale_aurita	11088.39714	0.007	0.071082
Geomys_arenarius	121240.0364	0.206	0.53277
Geomys_attwateri	48052.79535	0.1198	0.138318
Geomys_breviceps	205589.2919	0.1052	0.412008
Geomys_bursarius	1539960.551	0.2405	1.004686
Geomys_knoxjonesi	58806.32422	0.1725	0.413169
Geomys_personatus	35739.65354	0.397	0.587925
Geomys_pinetis	242870.3178	0.085	0.379666
Geomys_streckeri	NA	NA	NA
Geomys_texensis	18311.07799	0.2594	0.402301
Geomys_tropicalis	20.70138888	0.35	0.109675
Georychus_capensis	101248.9664	0.2327	0.194215
Geoxus_valdivianus	233035.1865	0.0315	0.360724
Gerbilliscus_afra	100767.9752	0.097	0.543502
Gerbilliscus_boehmi	1175334.734	0.19	1.359571
Gerbilliscus_brantsii	2103337.863	0.1144	0.482802
Gerbilliscus_gambiana	285200.5101	0.1145	0.748464
Gerbilliscus_guineae	902882.9204	0.1025	0.900744
Gerbilliscus_inclusus	220873.1914	0.1185	0.722393
Gerbilliscus_kempi	4670174.41	0.101	1.273593
Gerbilliscus_leucogaster	5829822.61	0.0728	1.106866
Gerbilliscus_nigricaudus	618713.5679	0.123	0.921878
Gerbilliscus_phillipsi	72783.51845	0.0629	0.394962
Gerbilliscus_robustus	5231309.706	0.096	1.26764
Gerbilliscus_validus	4685011.594	0.1077	1.322399
Gerbillurus_paeba	2210211.02	0.0233	0.834284
Gerbillurus_setzeri	49298.56323	0.0383	0.173253
Gerbillurus_tytonis	56644.63451	0.031	0.158853
Gerbillurus_vallinus	289018.7569	0.0353	0.242647
Gerbillus_acticola	23223.41852	0.0513	0.274499
Gerbillus_agag	NA	0.0254	0.353173
Gerbillus_amoenus	740782.0469	0.025	0.383531
Gerbillus_andersoni	118359.198	0.0245	0.255136
Gerbillus_aquilus	562755.3338	0.0438	0.498901
Gerbillus_bottai	32157.88124	0.0069	0.092947
Gerbillus_brockmani	312.6429051	0.0154	0.05422
Gerbillus_burtoni	NA	NA	NA
Gerbillus_campestris	1171755.234	0.0284	0.455654
Gerbillus_cheesmani	2307143.921	0.028	0.523153
Gerbillus_cosensis	140694.5	0.032	0.308783
Gerbillus_dasyurus	1553921.388	0.0235	0.434337
Gerbillus_dunni	364072.3764	0.0242	0.322899
Gerbillus_famulus	53185.91161	0.037	0.272064
Gerbillus_floweri	79019.20171	0.056	0.37606
Gerbillus_gerbillus	9469835.691	0.025	0.664906
Gerbillus_gleadowi	185241.1138	0.024	0.277735
Gerbillus_grobbeni	1146.575429	0.025	0.094836
Gerbillus_harwoodi	208007.5969	0.0111	0.182809
Gerbillus_henleyi	3879402.093	0.008	0.284851
Gerbillus_hesperinus	728.9981891	0.0302	0.09587
Gerbillus_hoogstraali	11154.57568	0.0242	0.152127
Gerbillus_jamesi	815.8287121	0.0425	0.119544
Gerbillus_juliani	68790.86288	0.0065	0.105837
Gerbillus_latastei	177237.2588	0.0396	0.366862
Gerbillus_lowei	3487.290689	0.0378	0.152932
Gerbillus_mackillingini	202409.5221	0.0172	0.233762
Gerbillus_maghrebi	55523.66649	0.046	0.311213
Gerbillus_mesopotamiae	221131.3775	0.02	0.25985
Gerbillus_muriculus	530.124636	0.0071	0.038939
Gerbillus_nancillus	1328732.257	0.0041	0.153909
Gerbillus_nanus	10300688.94	0.0215	0.620861
Gerbillus_nigeriae	72177.69671	0.0268	0.241429
Gerbillus_occiduus	11695.56454	0.0273	0.164717
Gerbillus_percivali	18.40019342	0.0166	0.030708
Gerbillus_perpallidus	25003.11647	0.0363	0.228623
Gerbillus_poecilops	103170.1097	0.0315	0.286174
Gerbillus_principulus	2433.187322	0.016	0.086322
Gerbillus_pulvinatus	34803.55882	NA	NA
Gerbillus_pusillus	577853.8431	0.0174	0.295145
Gerbillus_pyramidum	3371253.228	0.052	0.810467
Gerbillus_rosalinda	168201.0561	0.0276	0.294762
Gerbillus_rupicola	43009.06707	0.037	0.259869
Gerbillus_simoni	261278.4481	0.0174	0.248657
Gerbillus_somalicus	53254.3261	0.0222	0.202893
Gerbillus_stigmonyx	29223.14052	0.0235	0.18416
Gerbillus_tarabuli	6379310.589	0.0425	0.828287
Gerbillus_watersi	124545.3037	0.0104	0.15763
Giraffa_camelopardalis	2039655.94	899.9948	142.050419
Glaucomys_sabrinus	7821964.172	0.166	2.572548
Glaucomys_volans	3862958.674	0.0639	1.111546
Glauconycteris_alboguttata	641083.3902	0.0089	0.199192
Glauconycteris_argentata	4049232.857	0.0091	0.300828
Glauconycteris_beatrix	1990909.712	0.0065	0.207885
Glauconycteris_curryae	280544.8281	0.0064	0.134812
Glauconycteris_egeria	391807.1129	0.0076	0.161816
Glauconycteris_gleni	633.398213	0.0108	0.050625
Glauconycteris_humeralis	387052.2603	0.0062	0.141594
Glauconycteris_kenyacola	316.7077962	0.007	0.032985
Glauconycteris_machadoi	310.5406318	0.0111	0.044174
Glauconycteris_poensis	1354923.504	0.0071	0.202478
Glauconycteris_superba	946.3091035	0.0119	0.05876
Glauconycteris_variegata	8802460.882	0.0111	0.404196
Glironia_venusta	2920625.137	0.114	1.233781
Glirulus_japonicus	211928.2213	0.027	0.305953
Glis_glis	3711721.263	0.125	0.671857
Glischropus_aquilus	NA	NA	NA
Glischropus_bucephalus	NA	NA	NA
Glischropus_javanus	669.5169183	0.0045	0.029187
Glischropus_tylopus	2482305.642	0.0044	0.169665
Globicephala_macrorhynchus	232622286.6	726	1020.363598
Globicephala_melas	266076674.1	800	1118.017372
Glossophaga_commissarisi	3763942.466	0.0089	0.300884
Glossophaga_leachii	486323.1241	0.0101	0.208005
Glossophaga_longirostris	1591418.306	0.0119	0.29525
Glossophaga_morenoi	330642.0723	0.0084	0.17214
Glossophaga_soricina	15039357.33	0.0094	0.41874
Glyphonycteris_behnii	1049511.508	0.0139	0.295075
Glyphonycteris_daviesi	5180929.74	0.0183	0.487886
Glyphonycteris_sylvestris	6089365.839	0.0088	0.33166
Glyphotes_simus	20007.40284	0.05	0.261911
Golunda_ellioti	2891477.271	0.0609	0.539175
Gorilla_beringei	66055.38649	130	16.435059
Gorilla_gorilla	704991.6862	120.95	26.333133
Gracilinanus_aceramarcae	27918.26024	0.0205	0.168584
Gracilinanus_agilis	3650649.414	0.022	0.502873
Gracilinanus_dryas	30489.07709	0.018	0.159445
Gracilinanus_emiliae	176451.7055	0.0076	0.141907
Gracilinanus_marica	333325.373	0.0238	0.313784
Gracilinanus_microtarsus	637693.5006	0.031	0.420194
Gracilinanus_peruanus	NA	NA	NA
Grammomys_aridulus	25754.56719	0.0391	0.24013
Grammomys_buntingi	176484.0962	0.0391	0.363858
Grammomys_caniceps	41725.33337	0.0391	0.266498
Grammomys_cometes	421651.3205	0.0485	0.497039
Grammomys_dolichurus	3297045.797	0.0412	0.705553
Grammomys_dryas	23422.35466	0.0391	0.235258
Grammomys_gigas	1937.996031	0.0391	0.137356
Grammomys_ibeanus	218516.3543	0.0412	0.392668
Grammomys_kuru	2315080.04	0.052	0.747291
Grammomys_macmillani	247231.7347	0.036	0.373183
Grammomys_minnae	11066.81267	0.036	0.190816
Grammomys_selousi	3204.928898	NA	NA
Grampus_griseus	251298866	387.5	693.025698
Graomys_centralis	11868.77374	0.08	0.191331
Graomys_domorum	102511.1226	0.102	0.348528
Graomys_edithae	411.0494337	0.0404	0.063471
Graomys_griseoflavus	2021607.648	0.0675	0.528256
Graphiurus_angolensis	144423.366	0.0237	0.261305
Graphiurus_christyi	399382.8834	0.0227	0.317521
Graphiurus_crassicaudatus	516508.9441	0.0236	0.343239
Graphiurus_johnstoni	7405.817266	0.0195	0.122995
Graphiurus_kelleni	2808331.147	0.0201	0.451139
Graphiurus_lorraineus	3518348.492	0.0168	0.427245
Graphiurus_microtis	3208920.816	0.0155	0.399888
Graphiurus_monardi	30427.03869	0.0368	0.240407
