species	geoArea_km2	BodyMassKg_notInputed	DispDist_notInputed
Microcebus_marohita	28.7100715	NA	NA
Microcebus_mittermeieri	311.6931053	0.044	0.099073
Microcebus_murinus	91346.02569	0.06	0.6755
Microcebus_myoxinus	31556.79945	0.0475	0.280596
Microcebus_ravelobensis	3378.019749	0.072	0.219975
Microcebus_rufus	2632.936973	0.0425	0.220684
Microcebus_sambiranensis	699.4042618	0.044	0.117963
Microcebus_simmonsi	745.7954298	0.065	0.149686
Microcebus_tanosi	NA	NA	NA
Microcebus_tavaratra	4184.231517	0.061	0.209438
Microdillus_peeli	21912.98024	0.0089	0.09904
Microdipodops_megacephalus	226539.9438	0.0105	0.339067
Microdipodops_pallidus	31325.94213	0.0125	0.130053
Microgale_brevicaudata	151513.8418	0.0113	0.170076
Microgale_cowani	94177.31172	0.0138	0.174518
Microgale_dobsoni	149985.7223	0.038	0.370013
Microgale_drouhardi	104936.2372	0.0105	0.149865
Microgale_dryas	9573.689311	0.04	0.211108
Microgale_fotsifotsy	113052.3422	0.0077	0.124771
Microgale_gracilis	78642.31478	0.0233	0.235039
Microgale_grandidieri	48002.33083	NA	NA
Microgale_gymnorhyncha	78031.52905	0.0182	0.200196
Microgale_jenkinsae	1397.165495	0.0051	0.037078
Microgale_jobihely	1108.639496	0.009	0.050812
Microgale_longicaudata	1061.202201	0.0073	0.043998
Microgale_majori	108634.1919	0.0058	0.103105
Microgale_monticola	768.5209504	0.0139	0.062077
Microgale_nasoloi	1205.308218	0.01	0.055362
Microgale_parvula	93421.26633	0.0034	0.070803
Microgale_principula	90032.68884	0.0102	0.142313
Microgale_pusilla	61243.90712	0.0034	0.064633
Microgale_soricoides	103401.2988	0.0187	0.21648
Microgale_taiva	43490.81856	0.0124	0.137888
Microgale_talazaci	93301.45292	0.048	0.38807
Microgale_thomasi	23043.6793	0.0229	0.178317
Microhydromys_argenteus	NA	NA	NA
Microhydromys_richardsoni	189348.0896	0.0103	0.168145
Micromys_minutus	18245155.7	0.006	0.337278
Micronycteris_brosseti	3718357.703	0.0048	0.210435
Micronycteris_buriri	NA	NA	NA
Micronycteris_giovanniae	NA	NA	NA
Micronycteris_hirsuta	9191992.295	0.012	0.433248
Micronycteris_matses	2916.832654	0.0107	0.071233
Micronycteris_megalotis	12246741.56	0.0061	0.312414
Micronycteris_microtis	4461478.34	0.0056	0.239159
Micronycteris_minuta	12254010.23	0.0065	0.324073
Micronycteris_sanborni	27045.18791	0.0063	0.084975
Micronycteris_schmidtorum	6597591.651	0.0075	0.307826
Micronycteris_yatesi	NA	NA	NA
Microperoryctes_aplini	77.04619275	0.0793	0.102788
Microperoryctes_longicauda	235379.7634	0.538	1.747573
Microperoryctes_murina	615.9642931	0.0998	0.183775
Microperoryctes_papuensis	19439.40009	0.158	0.504296
Micropotamogale_lamottei	7511.810525	0.0696	0.286
Micropotamogale_ruwenzorii	53125.52962	0.0985	0.545445
Micropteropus_intermedius	206074.6396	0.044	0.254734
Micropteropus_pusillus	7097040.812	0.0266	0.414276
Microryzomys_altissimus	204411.4574	0.0135	0.203812
Microryzomys_minutus	646397.4744	0.0135	0.261332
Microsciurus_alfari	118978.6139	0.0875	0.330701
Microsciurus_flaviventer	1862583.302	0.092	0.615776
Microsciurus_mimulus	162356.6471	0.12	0.421049
Microsciurus_santanderensis	159585.5355	0.0998	0.378892
Microtus_abbreviatus	326.8534054	0.062	0.076524
Microtus_agrestis	10789787.81	0.0425	0.1763
Microtus_anatolicus	39699.3106	0.0525	0.196789
Microtus_arvalis	6841057.809	0.028	0.1016
Microtus_bavaricus	16.27479631	0.024	0.023707
Microtus_brachycercus	70364.97918	0.02	0.130688
Microtus_breweri	1.898152627	0.054	0.023326
Microtus_cabrerae	120067.0465	0.0525	0.249912
Microtus_californicus	288688.7749	0.0574	0.125538
Microtus_canicaudus	8887.811267	0.0285	0.054908
Microtus_chrotorrhinus	1383050.666	0.039	0.359495
Microtus_clarkei	211028.7614	0.0553	0.290491
Microtus_daghestanicus	194536.5138	0.02	0.16278
Microtus_dogramacii	22381.54186	0.028	0.122888
Microtus_duodecimcostatus	532672.3026	0.023	0.218564
Microtus_evoronensis	5472.247691	0.0649	0.144217
Microtus_felteni	35757.38253	0.021	0.115999
Microtus_fortis	1974931.082	0.063	0.505951
Microtus_gerbei	219460.0526	0.0205	0.169366
Microtus_gregalis	4520592.498	0.0475	0.517656
Microtus_guatemalensis	24164.38123	0.042	0.156291
Microtus_guentheri	644266.6805	0.054	0.364833
Microtus_hyperboreus	2115098.176	0.051	0.456945
Microtus_ilaeus	244882.0157	0.0256	0.196058
Microtus_irani	1656.132119	0.0371	0.081813
Microtus_kikuchii	2681.147572	0.0217	0.067513
Microtus_levis	3845102.139	0.0371	0.436117
Microtus_liechtensteini	115695.446	0.0235	0.159053
Microtus_limnophilus	941922.568	0.0191	0.223087
Microtus_longicaudus	4014710.438	0.0467	0.499849
Microtus_lusitanicus	253774.894	0.017	0.1576
Microtus_majori	142471.2304	0.0245	0.170239
Microtus_maximowiczii	1641879.705	0.0417	0.387109
Microtus_mexicanus	861180.0321	0.035	0.321199
Microtus_middendorffii	1678160.931	0.0566	0.460413
Microtus_miurus	1419585.967	0.041	0.376648
Microtus_mongolicus	1038452.547	0.0275	0.278634
Microtus_montanus	1454871.626	0.0363	0.194906
Microtus_montebelli	236283.0552	0.0399	0.248575
Microtus_mujanensis	4576.088708	0.0649	0.138754
Microtus_multiplex	135251.1332	0.0232	0.163346
Microtus_nasarovi	17996.97287	NA	NA
Microtus_oaxacensis	647.2436217	0.0392	0.068853
Microtus_ochrogaster	6492023.284	0.038	0.1315
Microtus_oeconomus	18560618.57	0.0344	0.775135
Microtus_oregoni	206846.9489	0.0204	0.20251
Microtus_paradoxus	52668.96889	0.0258	0.141299
Microtus_pennsylvanicus	23803069.96	0.0368	0.245
Microtus_pinetorum	2762717.225	0.0263	0.462937
Microtus_qazvinensis	28.06790449	0.0438	0.037175
Microtus_quasiater	29560.62402	0.04	0.158904
Microtus_richardsoni	859331.469	0.085	0.270953
Microtus_sachalinensis	45002.33803	0.0541	0.20557
Microtus_savii	218686.672	0.02	0.166945
Microtus_schelkovnikovi	17756.25122	0.026	0.112209
Microtus_schidlovskii	5141.354078	0.0467	0.118644
Microtus_socialis	1914220.843	0.048	0.432481
Microtus_subterraneus	2878627.13	0.0195	0.287215
Microtus_tatricus	18304.88124	0.04	0.143281
Microtus_thomasi	106967.9176	0.0265	0.167109
Microtus_townsendii	213914.4944	0.0648	0.252951
Microtus_transcaspicus	11356.28046	0.0388	0.127091
Microtus_umbrosus	1836.916741	0.042	0.089596
Microtus_xanthognathus	2247267.359	0.1258	0.612954
Millardia_gleadowi	196598.6548	0.0308	0.207079
Millardia_kathleenae	30652.32765	0.093	0.255194
Millardia_kondana	5.0107768	0.147	0.050007
Millardia_meltada	2278647.458	0.07	0.517651
Mimetillus_moloneyi	3667158.615	0.0088	0.288182
Mimon_bennettii	4242484.444	0.0252	0.561629
Mimon_cozumelae	813234.2136	0.0124	0.261521
Mimon_crenulatum	11278430.48	0.0138	0.490694
Mimon_koepckeae	3143.968938	0.0121	0.077698
Mindomys_hammondi	4482.544067	0.0605	0.211572
Miniopterus_aelleni	NA	NA	NA
Miniopterus_ambohitrensis	NA	NA	NA
Miniopterus_australis	NA	0.0062	0.206588
Miniopterus_brachytragos	NA	NA	NA
Miniopterus_egeri	NA	NA	NA
Miniopterus_fraterculus	NA	0.0073	0.229453
Miniopterus_fuliginosus	NA	0.0126	0.325874
Miniopterus_fuscus	NA	0.0107	0.293376
Miniopterus_gleni	NA	0.014	0.348705
Miniopterus_griffithsi	NA	NA	NA
Miniopterus_griveaudi	NA	0.0046	0.170524
Miniopterus_inflatus	NA	0.0142	0.351899
Miniopterus_macrocneme	NA	0.0092	0.266235
Miniopterus_maghrebensis	NA	NA	NA
Miniopterus_magnater	NA	0.0141	0.350304
Miniopterus_mahafaliensis	NA	NA	NA
Miniopterus_majori	NA	0.008	0.243362
Miniopterus_manavi	NA	0.005	0.179912
Miniopterus_medius	NA	0.009	0.2625
Miniopterus_minor	NA	0.007	0.223347
Miniopterus_mossambicus	NA	NA	NA
Miniopterus_natalensis	NA	0.0125	0.324209
Miniopterus_newtoni	NA	0.0066	0.215058
Miniopterus_oceanensis	NA	0.0135	0.340649
Miniopterus_paululus	NA	0.006	0.20228
Miniopterus_petersoni	NA	0.006	0.20228
Miniopterus_pusillus	NA	0.0086	0.254941
Miniopterus_robustior	NA	0.0081	0.245313
Miniopterus_schreibersii	NA	0.0111	0.300379
Miniopterus_shortridgei	NA	0.0059	0.200106
Miniopterus_sororculus	NA	0.008	0.243362
Miniopterus_tristis	NA	0.0158	0.376895
Miopithecus_ogouensis	493212.9051	1.2783	3.371742
Miopithecus_talapoin	394663.4097	1.4992	6.382342
Miracinonyx_trumani	NA	88	148.687133
Mirimiri_acrodonta	107.0015402	0.2505	0.129998
Mirounga_angustirostris	10534011.54	750	534.085556
Mirounga_leonina	71384234.54	1600	1313.843933
Mirza_coquereli	49730.86176	0.308	0.980383
Mirza_zaza	9920.144058	0.29	0.618306
Mirzamys_louiseae	NA	NA	NA
Mirzamys_norahae	NA	NA	NA
Mogera_etigo	742.2744252	0.14	0.271892
Mogera_imaizumii	148703.3262	0.0875	0.631279
Mogera_insularis	765048.8676	0.0623	0.722791
Mogera_kanoana	NA	NA	NA
Mogera_robusta	892429.5875	0.329	2.177487
Mogera_tokudae	889.0504163	0.1295	0.268878
Mogera_uchidai	4.497047269	0.0427	0.042081
Mogera_wogura	139527.772	0.1115	0.727623
Molossops_aequatorianus	3371.628415	NA	NA
Molossops_mattogrossensis	6775279.707	0.0068	0.278782
Molossops_neglectus	6596128.28	0.011	0.377578
Molossops_temminckii	11740232.71	0.0059	0.286543
Molossus_alvarezi	NA	NA	NA
Molossus_aztecus	10409.48675	0.0143	0.110977
Molossus_barnesi	24912.68651	0.0148	0.136982
Molossus_coibensis	3521356.057	0.013	0.367095
Molossus_currentium	2588164.683	0.0178	0.420359
Molossus_molossus	15953871.79	0.0136	0.523668
Molossus_pretiosus	2011731.425	0.027	0.520343
Molossus_rufus	14978119.24	0.0317	0.889921
Molossus_sinaloae	2049206.084	0.0226	0.46598
Monachus_monachus	329172.5891	275	132.601095
Monodelphis_adusta	1097764.83	0.035	0.506621
Monodelphis_americana	1260932.148	0.0195	0.26381
Monodelphis_arlindoi	NA	NA	NA
Monodelphis_brevicaudata	1852509.807	0.0696	0.842098
Monodelphis_dimidiata	1945585.298	0.058	0.766381
Monodelphis_domestica	4209184.905	0.0714	1.020241
Monodelphis_emiliae	1154217.411	0.04	0.552995
Monodelphis_gardneri	NA	NA	NA
Monodelphis_glirina	1178746.668	0.0658	0.739522
Monodelphis_handleyi	82.85683436	NA	NA
Monodelphis_iheringi	684415.2227	0.112	0.892791
Monodelphis_kunsi	1216939.308	0.0113	0.270468
Monodelphis_maraxina	NA	0.0585	0.688
Monodelphis_osgoodi	99494.48761	0.112	0.588713
Monodelphis_palliolata	117186.4029	0.0659	0.449626
Monodelphis_peruviana	NA	NA	NA
Monodelphis_reigi	108.7189569	0.019	0.048702
Monodelphis_ronaldi	581.906552	0.0529	0.126034
Monodelphis_rubida	NA	0.0455	0.578395
Monodelphis_sanctaerosae	NA	NA	NA
Monodelphis_scalops	522256.3797	0.741	2.49513
Monodelphis_theresa	NA	0.112	0.853411
Monodelphis_umbristriatus	NA	0.0484	0.62002
Monodelphis_unistriatus	536.6779514	NA	NA
Monodon_monoceros	3607004.994	900	476.42921
Monophyllus_plethodon	5463.069468	0.0148	0.09829
Monophyllus_redmani	204310.7237	0.0087	0.158306
Monticolomys_koopmani	12227.43073	0.025	0.158102
Mops_bakarii	NA	NA	NA
Mops_brachypterus	1950213.033	0.016	0.369252
Mops_condylurus	9236199.249	0.02837	0.746508
Mops_congicus	535816.9622	0.04295	0.526986
Mops_demonstrator	1908658.297	NA	NA
Mops_leucostigma	213771.7095	0.02679	0.319063
Mops_midas	419847.9179	0.04522	0.516776
Mops_mops	620210.2906	0.03095	0.44061
Mops_nanulus	2811717.541	NA	NA
Mops_niangarae	23454.69979	NA	NA
Mops_niveiventer	1891080.871	0.0217	0.446163
Mops_petersoni	42088.00158	NA	NA
Mops_sarasinorum	202055.5273	NA	NA
Mops_spurrelli	1177209.48	0.00808	0.213444
Mops_thersites	2277497.835	0.022	0.468556
Mops_trevori	432034.2386	NA	NA
Mormoops_blainvillei	202659.7068	0.0086	0.151951
Mormoops_megalophylla	3777363.072	0.0158	0.422481
Mormopterus_acetabulosus	5048.864144	0.0141	0.09407
Mormopterus_beccarii	4010024.845	0.0149	0.412137
Mormopterus_doriae	1363.762731	0.0085	0.051219
Mormopterus_eleryi	NA	NA	NA
Mormopterus_francoismoutoui	NA	NA	NA
Mormopterus_halli	NA	NA	NA
Mormopterus_jugularis	237781.4699	0.0115	0.189585
Mormopterus_kitcheneri	NA	NA	NA
Mormopterus_loriae	405294.115	0.0089	0.180414
Mormopterus_lumsdenae	NA	NA	NA
Mormopterus_minutus	45513.02808	0.0067	0.093747
Mormopterus_norfolkensis	74962.36496	0.008	0.117018
Mormopterus_phrudus	1314.155684	0.0093	0.053835
Mormopterus_planiceps	3462473.842	0.0088	0.28463
Moschiola_indica	2035228.698	3	4.29919
Moschiola_kathygre	13063.42981	1.9622	1.143236
Moschiola_meminna	54002.36044	2.445	1.753798
Moschus_anhuiensis	13082.78228	8.4	2.552725
Moschus_berezovskii	1762763.914	9	7.644889
Moschus_chrysogaster	1428732.525	14.5	9.506971
Moschus_cupreus	128280.6199	14.5	5.649485
Moschus_fuscus	214741.0591	12.5	5.817425
Moschus_leucogaster	227366.0175	15.5	6.632464
Moschus_moschiferus	7199273.342	13	13.583989
Mosia_nigrescens	1105164.484	0.0033	0.118416
Mungos_gambianus	1654980.442	1.5	6.597186
Mungos_mungo	10459194.79	1.925	16.490487
Mungotictis_decemlineata	13433.63785	0.65	1.363054
Muntiacus_atherodes	742495.3895	15.6	8.594058
Muntiacus_crinifrons	114697.2491	36.141	9.131248
Muntiacus_feae	87978.82785	22	6.555717
Muntiacus_gongshanensis	85224.1932	19.9067	6.161111
Muntiacus_montanus	96588.19367	NA	NA
Muntiacus_muntjak	1515010.561	15.9258	10.139893
Muntiacus_puhoatensis	471.4930895	NA	NA
Muntiacus_putaoensis	108971.7362	12	4.912787
Muntiacus_reevesi	2239410.926	13.5	6.746587
Muntiacus_rooseveltorum	468007.8007	15	7.612222
Muntiacus_truongsonensis	291697.0169	15	6.873476
Muntiacus_vaginalis	5929774.18	NA	NA
Muntiacus_vuquangensis	112107.9929	34	8.785047
Murexia_habbema	145742.9674	0.0348	0.347513
Murexia_longicaudata	514665.0172	0.3358	1.959062
Murexia_melanurus	335103.7956	0.0478	0.510092
Murexia_naso	183499.5164	0.0484	0.451497
Murexia_rothschildi	15030.73241	0.0438	0.246682
Muriculus_imberbis	36295.9399	0.0185	0.16819
Murina_aenea	94172.97322	0.0074	0.116919
Murina_annamitica	NA	NA	NA
Murina_aurata	326869.0159	0.0073	0.15163
Murina_balaensis	NA	NA	NA
Murina_beelzebub	NA	NA	NA
Murina_bicolor	NA	NA	NA
Murina_chrysochaetes	NA	NA	NA
Murina_cineracea	NA	NA	NA
Murina_cyclotis	2043914.306	0.0093	0.263193
Murina_eleryi	NA	NA	NA
Murina_fionae	NA	NA	NA
Murina_florium	160989.3446	0.0043	0.092606
Murina_fusca	74.90584798	0.0068	0.023715
Murina_gracilis	NA	NA	NA
Murina_guilleni	NA	NA	NA
Murina_harpioloides	NA	NA	NA
Murina_harrisoni	374.3141858	0.0043	0.025002
Murina_hilgendorfi	3609782.268	0.0081	0.272302
Murina_huttoni	418696.3202	0.0076	0.164152
Murina_jaintiana	NA	NA	NA
Murina_leucogaster	620519.3266	0.0076	0.178706
Murina_loreliae	NA	NA	NA
Murina_peninsularis	NA	NA	NA
Murina_pluvialis	NA	NA	NA
Murina_puta	36229.77248	0.0083	0.10241
Murina_recondita	NA	NA	NA
Murina_rozendaali	16423.18049	0.0046	0.059075
Murina_ryukyuana	1092.866137	0.0045	0.032445
Murina_shuipuensis	NA	NA	NA
Murina_suilla	1460921.635	0.0036	0.133005
Murina_tenebrosa	452.1010905	0.0037	0.023645
Murina_tiensa	NA	NA	NA
Murina_tubinaris	973882.9433	0.0055	0.160006
Murina_ussuriensis	311835.7486	0.0053	0.122181
Murina_walstoni	NA	NA	NA
Mus_baoulei	107385.7023	0.0078	0.129395
Mus_booduga	3216673.27	0.0116	0.390441
Mus_bufo	70779.13971	0.0104	0.139522
Mus_callewaerti	14097.0103	0.0219	0.151088
Mus_caroli	1860273.837	0.0113	0.296424
Mus_cervicolor	253924.7151	0.0177	0.24957
Mus_cookii	871097.5698	0.0205	0.354369
Mus_crociduroides	5651.618431	0.0287	0.144884
Mus_cypriacus	9315.175136	0.0506	0.223585
Mus_famulus	1573.662796	0.0229	0.096553
Mus_fernandoni	101.139073	NA	NA
Mus_fragilicauda	4713.468901	0.012	0.084394
Mus_goundae	319.5210812	0.0063	0.032589
Mus_haussa	2545812.112	0.0042	0.17958
Mus_indutus	1496506.104	0.0062	0.20029
Mus_macedonicus	1390927.017	0.015	0.327611
Mus_mahomet	423987.1075	0.01	0.200783
Mus_mattheyi	305687.8296	0.0045	0.118224
Mus_mayori	1137.278512	0.0294	0.103916
Mus_minutoides	4265717.535	0.0068	0.264819
Mus_musculoides	5086418.256	0.0056	0.246026
Mus_musculus	52697358.19	0.0161	0.623007
Mus_neavei	9209.308003	0.0054	0.061628
Mus_orangiae	70425.13528	0.006	0.101592
Mus_oubanguii	78741.56953	0.0077	0.120116
Mus_pahari	1698774.187	0.0257	0.46615
Mus_phillipsi	419698.5466	0.0123	0.225659
Mus_platythrix	517576.3357	0.0252	0.356587
Mus_saxicola	1157070.888	0.0214	0.386193
Mus_setulosus	1025553.948	0.0111	0.257995
Mus_setzeri	159106.1692	0.0067	0.129073
Mus_shortridgei	271710.4081	0.0346	0.372283
Mus_sorella	53213.89177	0.0137	0.153707
Mus_spicilegus	827277.9368	0.014	0.167506
Mus_spretus	967465.7434	0.0128	0.165531
Mus_tenellus	498015.7936	0.011	0.21959
Mus_terricolor	2909404.18	0.009	0.286444
Mus_triton	1267064.305	0.0121	0.283777
Mus_vulcani	187.3630261	0.0202	0.056738
Muscardinus_avellanarius	3603174.998	0.0275	0.642943
Musonycteris_harrisoni	55066.04352	0.0118	0.142112
Musseromys_anacuao	NA	NA	NA
Musseromys_beneficus	NA	NA	NA
Musseromys_gulantang	NA	NA	NA
Musseromys_inopinatus	NA	NA	NA
Mustela_africana	5278430.968	0.537	4.379213
Mustela_altaica	7168419.918	0.171	2.242221
Mustela_erminea	82041882.97	0.1194	3.26
Mustela_eversmanii	15158284.21	1.35	9.945879
Mustela_felipei	58235.03516	0.2113	0.90866
Mustela_frenata	12327674.37	0.147	4.802974
Mustela_itatsi	284735.8909	0.565	1.872886
Mustela_kathiah	2797608.502	0.2081	2.076109
Mustela_lutreola	7570739.139	0.44	5.338934
Mustela_lutreolina	85629.82912	0.7066	2.145455
Mustela_nigripes	5048346.017	0.85	9.280492
Mustela_nivalis	43497903.91	0.1375	4.484579
Mustela_nudipes	1364179.241	0.5	3.123066
Mustela_putorius	5994531.274	0.9154	8.013044
Mustela_sibirica	13171282.58	0.405	15.436118
Mustela_strigidorsa	1391099.569	1.5	6.354335
Mustela_subpalmata	44416.6124	0.0875	0.486303
Mydaus_javanensis	106965.3501	2.5	3.564285
Mydaus_marchei	12605.44371	1.4142	1.618874
Mylodon_darwinii	NA	1392.47	139.354938
Mylomys_dybowskii	1296779.128	0.1144	0.642283
Mylomys_rex	318.4339813	0.2817	0.175533
Myocastor_coypus	3908684.416	6.9375	4.35759
Myodes_andersoni	71850.06839	0.0255	0.234396
Myodes_californicus	200634.9506	0.0183	0.236265
Myodes_centralis	182783.4037	0.032	0.326735
Myodes_gapperi	8350789.413	0.019	0.418261
Myodes_glareolus	8679589.36	0.0212	0.555362
Myodes_regulus	149952.9162	0.0386	0.221245
Myodes_rex	58346.21998	0.0555	0.350409
Myodes_rufocanus	13083957.99	0.037	0.893196
Myodes_rutilus	18488505.83	0.0555	1.215046
Myodes_shanseius	287088.4528	0.0318	0.228721
Myodes_smithii	119144.6985	0.035	0.313641
Myoictis_leucura	414.3618254	0.22	0.320545
Myoictis_melas	403936.5278	0.23	1.457796
Myoictis_wallacei	56881.22044	0.23	0.954698
Myoictis_wavicus	110.1550012	0.122	0.164843
Myomimus_personatus	99578.7848	0.0245	0.245793
Myomimus_roachi	20425.94084	0.0455	0.249202
Myomimus_setzeri	162495.8269	0.0095	0.158484
Myomyscus_angolensis	279036.4283	NA	NA
Myomyscus_brockmani	1735842.81	0.0295	0.506962
Myomyscus_verreauxii	86007.05779	0.041	0.320162
Myomyscus_yemeni	78168.30583	0.0648	0.408017
Myonycteris_angolensis	9200935.181	0.0746	0.774355
Myonycteris_brachycephala	700.1944063	NA	NA
Myonycteris_relicta	144050.9997	0.052	0.258565
Myonycteris_torquata	3699294.439	0.0422	0.464373
Myoprocta_acouchy	1006605.608	0.6	1.212679
Myoprocta_pratti	2368376.251	0.908	3.886906
Myopterus_daubentonii	1617908.17	0.0284	0.512826
Myopterus_whitleyi	1939547.056	0.0115	0.298283
Myopus_schisticolor	10186561.36	0.025	0.502654
Myosciurus_pumilio	350786.9206	0.165	0.592853
Myosorex_babaulti	24752.80099	0.017	0.149535
Myosorex_blarina	2302.729893	0.0142	0.079763
Myosorex_bururiensis	NA	NA	NA
Myosorex_cafer	169038.4757	0.0134	0.194305
Myosorex_eisentrauti	83.22442073	0.0138	0.038235
Myosorex_geata	469.4056296	0.0094	0.043402
Myosorex_gnoskei	6313.606648	NA	NA
Myosorex_jejei	NA	NA	NA
Myosorex_kabogoensis	NA	NA	NA
Myosorex_kihaulei	1636.551916	0.0095	0.057224
Myosorex_longicaudatus	7773.992235	0.013	0.098006
Myosorex_meesteri	NA	NA	NA
Myosorex_okuensis	4181.376521	0.0118	0.08055
Myosorex_rumpii	257.5163531	0.015	0.051482
Myosorex_schalleri	100.2316095	0.0075	0.026896
Myosorex_sclateri	20982.32696	0.0209	0.164777
Myosorex_tenuis	2061.730854	0.0094	0.059743
Myosorex_varius	427084.6863	0.0132	0.235074
Myosorex_zinki	1185.410902	0.0161	0.074918
Myospalax_aspalax	674948.6681	0.325	0.992853
Myospalax_myospalax	320794.2351	0.225	0.690152
Myospalax_psilurus	3132123.84	0.2925	1.304819
Myotis_adversus	245727.4802	0.0106	0.181192
Myotis_aelleni	484.0786793	0.0085	0.040955
Myotis_albescens	14770015.7	0.0053	0.28105
Myotis_alcathoe	504211.9479	0.005	0.130557
Myotis_altarium	1588108.521	0.011	0.277634
Myotis_anjouanensis	431.506705	0.0066	0.033955
Myotis_annamiticus	111.0219612	0.0037	0.01746
Myotis_annectans	246880.4976	0.0098	0.172454
Myotis_atacamensis	256213.2992	0.0071	0.141316
Myotis_ater	128875.8228	0.006	0.109337
Myotis_aurascens	2618168.444	0.0075	0.241797
Myotis_auriculus	797772.7681	0.005	0.144154
Myotis_australis	807602.7391	0.0057	0.157235
Myotis_austroriparius	837280.2076	0.0068	0.177496
Myotis_badius	NA	NA	NA
Myotis_bechsteinii	2490576.231	0.0085	0.25924
Myotis_blythii	6267206.626	0.0225	0.591508
Myotis_bocagii	1842807.446	0.0078	0.229861
Myotis_bombinus	1650195.03	0.0069	0.207439
Myotis_brandtii	7631714.752	0.0053	0.243705
Myotis_bucharensis	206232.3104	0.0079	0.144426
Myotis_californicus	4002291.554	0.0046	0.193551
Myotis_capaccinii	1231496.802	0.0074	0.203691
Myotis_chiloensis	446092.3675	0.0068	0.154933
Myotis_chinensis	2282712.14	0.042	0.710345
Myotis_ciliolabrum	1388332.075	0.0049	0.160378
Myotis_cobanensis	208.8865381	0.0082	0.033378
Myotis_csorbai	33683.65987	0.007	0.090357
Myotis_dasycneme	5399037.515	0.0141	0.424159
Myotis_daubentonii	14614692.45	0.0074	0.347503
Myotis_davidii	96312.4833	0.0053	0.094804
Myotis_dieteri	316.0818178	0.0075	0.034466
Myotis_diminutus	NA	NA	NA
Myotis_dinellii	1417946.636	0.0084	0.22781
Myotis_dominicensis	2260.623822	0.0032	0.030489
Myotis_elegans	599480.4253	0.0041	0.119299
Myotis_emarginatus	4481889.933	0.0077	0.27619
Myotis_escalerai	NA	NA	NA
Myotis_evotis	3165704.693	0.0067	0.234301
Myotis_fimbriatus	273061.6594	0.0076	0.149679
Myotis_findleyi	400.6811268	0.0042	0.024991
Myotis_flavus	NA	NA	NA
Myotis_formosus	2083262.278	0.007	0.220171
Myotis_fortidens	489273.4649	0.0044	0.11948
Myotis_frater	1332735.29	0.0076	0.210778
Myotis_gomantongensis	742359.4562	0.0094	0.212953
Myotis_goudoti	509868.0986	0.007	0.162467
Myotis_grisescens	856398.6942	0.0105	0.235817
Myotis_hajastanicus	2218.181954	0.0068	0.049291
Myotis_handleyi	NA	NA	NA
Myotis_hasseltii	959675.532	0.0088	0.21575
Myotis_hermani	3230.900544	0.016	0.092656
Myotis_horsfieldii	2593098.722	0.0063	0.215715
Myotis_ikonnikovi	1526550.405	0.0037	0.136658
Myotis_insularum	1149.730537	0.01	0.054801
Myotis_izecksohni	NA	NA	NA
Myotis_keaysi	3243773.226	0.0053	0.202596
Myotis_keenii	109024.9986	0.0063	0.108817
Myotis_laniger	2153763.007	0.0037	0.147202
Myotis_lavali	NA	NA	NA
Myotis_leibii	1426282.475	0.0051	0.165516
Myotis_levis	1403699.669	0.0055	0.173149
Myotis_longipes	61844.88005	0.0075	0.107696
Myotis_lucifugus	12022843.89	0.0076	0.338918
Myotis_macrodactylus	684345.771	0.0072	0.17629
Myotis_macropus	1338929.819	0.01	0.251689
Myotis_macrotarsus	285468.3417	0.0125	0.208074
Myotis_martiniquensis	3857.161511	0.005	0.045585
Myotis_melanorhinus	3278943.105	0.0059	0.217559
Myotis_midastactus	NA	NA	NA
Myotis_moluccarum	836335.8144	0.0092	0.215506
Myotis_montivagus	774634.5297	0.0083	0.198397
Myotis_morrisi	624.3843033	0.0077	0.040605
Myotis_muricola	4693745.673	0.0041	0.186047
Myotis_myotis	3875323.206	0.034	0.695216
Myotis_mystacinus	4960868.535	0.006	0.24049
Myotis_nattereri	5861449.188	0.0071	0.277798
Myotis_nesopolus	55328.77104	0.0035	0.06442
Myotis_nigricans	14555451.22	0.0042	0.241257
Myotis_nipalensis	5004061.944	0.0063	0.248616
Myotis_occultus	1003111.702	0.008	0.204879
Myotis_oreias	560.9268915	0.0071	0.03766
Myotis_oxyotus	2634901.532	0.0055	0.198369
Myotis_peninsularis	3040.202273	0.007	0.053755
Myotis_pequinius	568425.9483	0.0171	0.295305
Myotis_petax	NA	NA	NA
Myotis_phanluongi	NA	NA	NA
Myotis_pilosus	994693.2193	0.0156	0.314137
Myotis_planiceps	12400.15408	0.0031	0.043141
Myotis_pruinosus	2091.69789	0.0027	0.02688
Myotis_punicus	651424.147	0.0235	0.373073
Myotis_ridleyi	875904.0913	0.0045	0.137461
Myotis_riparius	14289619.93	0.0056	0.289102
Myotis_rosseti	473467.4094	0.0033	0.098609
Myotis_ruber	1812401.296	0.005	0.172099
Myotis_rufopictus	44833.68277	0.017	0.17
Myotis_schaubi	119474.1358	0.008	0.129408
Myotis_scotti	95632.68309	0.0087	0.130168
Myotis_secundus	NA	NA	NA
Myotis_septentrionalis	4943737.766	0.0075	0.27737
Myotis_sicarius	70381.35486	0.0131	0.158488
Myotis_siligorensis	1323161.028	0.0027	0.108213
Myotis_simus	4770203.468	0.0082	0.291485
