species frame Nind size S EstPi_ferretti EstTheta_ferretti
Eschrichtius_robustus 3 96 379 11 0.0059602266627665 0.00565738992633704
Eubalaena_glacialis 1 5 378 2 0.00317460317460317 0.00253968253968253
Eubalaena_glacialis 2 5 378 0 0 0
Eubalaena_glacialis 3 5 378 13 0.0201058201058201 0.0165079365079364
Euchoreutes_naso 1 21 371 6 0.00154023873700424 0.00453506178191882
Euchoreutes_naso 2 21 371 3 0.000770119368502118 0.00226753089095941
Euchoreutes_naso 3 21 371 37 0.0199974329354383 0.0279662143218327
Eudorcas_rufifrons 1 14 378 7 0.00645386359672074 0.00674185544750131
Eudorcas_rufifrons 2 14 378 2 0.00204451633023062 0.00192670832746585
Eudorcas_rufifrons 3 14 378 37 0.0409031885222361 0.0356789383953888
Eudorcas_thomsonii 1 11 379 10 0.01549189596683 0.0125244898506902
Eudorcas_thomsonii 2 11 378 6 0.00920047031158142 0.00753782372260808
Eudorcas_thomsonii 3 11 378 4 0.00470311581422693 0.00502322494031182
Eulemur_albifrons 1 14 378 7 0.00535883869217202 0.00594414698966961
Eulemur_albifrons 2 14 378 0 0 0
Eulemur_albifrons 3 14 378 18 0.00977770025389073 0.015285947884657
Eulemur_collaris 1 14 378 3 0.00125976316452507 0.00260613705790211
Eulemur_collaris 2 14 378 0 0 0
Eulemur_collaris 3 14 378 7 0.00368238463476559 0.0060818331613219
Eulemur_coronatus 1 9 378 8 0.00604686318972033 0.00849102377486651
Eulemur_coronatus 2 9 378 2 0.00226757369614512 0.00212275594371663
Eulemur_coronatus 3 9 378 31 0.0264550264550265 0.0329120739535816
Eulemur_flavifrons 1 7 378 3 0.00485008818342152 0.00426590828297192
Eulemur_flavifrons 2 7 378 0 0 0
Eulemur_flavifrons 3 7 378 6 0.00802469135802469 0.00854031741513059
Eulemur_fulvus 1 23 378 10 0.00441265658656963 0.00716780412920372
Eulemur_fulvus 2 23 378 4 0.00211221950352385 0.00286712165168149
Eulemur_fulvus 3 23 378 37 0.0206934772152163 0.0265208752780538
Eulemur_mongoz 1 8 378 10 0.0117661879566641 0.0117767135118159
Eulemur_mongoz 2 8 378 5 0.00511463844797178 0.00588835675590793
Eulemur_mongoz 3 8 378 34 0.0409926933736458 0.0400581235518199
Eulemur_rubriventer 1 18 378 3 0.00220674689628938 0.00237898771577252
Eulemur_rubriventer 2 18 378 3 0.00299823633156966 0.00237898771577252
Eulemur_rubriventer 3 18 378 27 0.0206037970743853 0.0214130827548495
Eulemur_rufifrons 1 22 378 3 0.000721500721500722 0.002177154178583
Eulemur_rufifrons 2 22 378 3 0.00130557273414416 0.002177154178583
Eulemur_rufifrons 3 22 378 8 0.00444352825305206 0.00580574447622134
Eulemur_rufus 1 15 378 11 0.00739384072717406 0.00930693194000679
Eulemur_rufus 2 15 378 5 0.00298466965133632 0.00423042360909399
Eulemur_rufus 3 15 378 65 0.0518053375196232 0.0550024107142821
Eulemur_sanfordi 1 15 378 1 0.00122100122100122 0.000846084721818799
Eulemur_sanfordi 2 15 378 1 0.00122100122100122 0.000846084721818799
Eulemur_sanfordi 3 15 378 6 0.00589181541562494 0.00507714560439527
Eumetopias_jubatus 1 48 378 8 0.0014582880635165 0.00485185084169872
Eumetopias_jubatus 2 48 378 6 0.00324762237623622 0.00363888813127404
Eumetopias_jubatus 3 48 378 14 0.00316989230863786 0.00849073897297276
Eumops_auripendulus 1 11 378 9 0.0074635241301908 0.00886820856712732
Eumops_auripendulus 2 11 378 5 0.00341510341510341 0.00492678253729296
Eumops_auripendulus 3 11 378 26 0.0283937256159478 0.0256355780505924
Eumops_floridanus 1 5 242 3 0.00661157024793389 0.00609652836579172
Eumops_floridanus 2 5 242 2 0.00413223140495868 0.00405610951495692
Eumops_floridanus 3 5 241 8 0.0182572614107884 0.016466552315609
Eumops_glaucinus 1 43 378 11 0.00570423333300464 0.00942649275991901
Eumops_glaucinus 2 43 378 6 0.000861469354028034 0.00514172332359219
Eumops_glaucinus 3 43 378 51 0.0416267765483118 0.0438287037096847
Eumops_perotis 1 10 380 21 0.0180033416875522 0.0230884612666192
Eumops_perotis 2 10 379 17 0.0133538551744356 0.018729154306984
Eumops_perotis 3 10 379 52 0.0422414876240734 0.057337156393832
Euneomys_chinchilloides 1 13 267 9 0.0149812734082397 0.0108930174090485
Euneomys_chinchilloides 2 13 267 3 0.00460962258715068 0.00363236690504909
Euneomys_chinchilloides 3 13 267 52 0.0740900797080572 0.0629374339189469
Eupetaurus_cinereus 1 7 265 5 0.00934411500449236 0.0108557988058622
Eupetaurus_cinereus 2 7 265 4 0.00790655884995507 0.00868463904468973
Eupetaurus_cinereus 3 7 265 51 0.106738544474394 0.110729147819794
Eupleres_goudotii 1 9 174 1 0.00383141762452107 0.00291177326992139
Eupleres_goudotii 2 9 174 0 0 0
Eupleres_goudotii 3 9 173 3 0.00935865675750069 0.00879378572475452
Euroscaptor_longirostris 1 16 378 25 0.0186507936507937 0.0199358243045115
Euroscaptor_longirostris 2 16 378 2 0.00138888888888889 0.00159486594436092
Euroscaptor_longirostris 3 16 378 126 0.115079365079365 0.100476554494738
Euroscaptor_mizura 1 8 378 14 0.0175925925925926 0.0154760463439154
Euroscaptor_mizura 2 8 378 1 0.000881834215167549 0.00110543188170825
Euroscaptor_mizura 3 8 378 123 0.152116402116402 0.135993176648975
Euroscaptor_parvidens 1 23 378 33 0.0281248086996473 0.0239948677239427
Euroscaptor_parvidens 2 23 378 4 0.00202821869488536 0.00290838898227601
Euroscaptor_parvidens 3 23 378 129 0.128137674447503 0.0937952346863251
Euryoryzomys_russatus 1 18 267 3 0.00124843945068664 0.00329390786116376
Euryoryzomys_russatus 2 18 267 0 0 0
Euryoryzomys_russatus 3 18 267 43 0.0501548309710901 0.047215728838649
Euryzygomatomys_spinosus 1 5 378 0 0 0
Euryzygomatomys_spinosus 2 5 378 1 0.00105820105820106 0.0013836042891733
Euryzygomatomys_spinosus 3 5 378 15 0.0201058201058201 0.0207708285252712
Felis_catus 1 206 378 7 0.00154315778864213 0.00492488768684279
Felis_catus 2 206 378 14 0.00413796938937047 0.00986530626587478
Felis_catus 3 206 378 30 0.0178722386941456 0.0211468392529178
Felis_chaus 1 57 140 3 0.00876297887576083 0.00968557211721905
Felis_chaus 2 57 140 1 0.00025062656641604 0.00322871018136651
Felis_chaus 3 57 140 3 0.0026047261009667 0.00968613054409954
Felis_margarita 1 22 379 1 0.000293169158604515 0.00136817556795996
Felis_margarita 2 22 379 1 0.00112094090054667 0.00136817556795996
Felis_margarita 3 22 379 6 0.00451135599358477 0.00820905340775977
Felis_silvestris 1 176 378 8 0.00525232397723402 0.00710123002242417
Felis_silvestris 2 176 378 7 0.00392355930722899 0.00622570029972798
Felis_silvestris 3 176 378 28 0.0176026894067876 0.0249109303348477
Fukomys_whytei 1 5 378 0 0 0
Fukomys_whytei 2 5 378 1 0.0017636684303351 0.00127795527156549
Fukomys_whytei 3 5 378 0 0 0
Galago_senegalensis 1 9 378 12 0.0125976316452507 0.0120379194462557
Galago_senegalensis 2 9 378 7 0.0071071638531956 0.00702211967698247
Galago_senegalensis 3 9 378 55 0.0590409003107416 0.0551737974620052
Galagoides_demidovii 1 7 378 16 0.0159989921894684 0.0180702480894475
Galagoides_demidovii 2 7 378 15 0.0143864953388763 0.016940857583857
Galagoides_demidovii 3 7 378 124 0.123078861174099 0.140044422693218
Galea_musteloides 1 40 378 54 0.0288094745070518 0.0336307615042583
Galea_musteloides 2 40 378 25 0.0127695187636708 0.0155697969927122
Galea_musteloides 3 40 378 178 0.126664697967956 0.110858724893589
Galemys_pyrenaicus 1 380 379 15 0.00347620643247744 0.00623202787900708
Galemys_pyrenaicus 2 380 379 2 8.25889397507457e-05 0.000830634520142401
Galemys_pyrenaicus 3 380 379 41 0.0140580266388165 0.0170310987015918
Galeopterus_variegatus 1 6 378 33 0.0349206349206349 0.0389771452193937
Galeopterus_variegatus 2 6 378 16 0.017636684303351 0.0189155107187892
Galeopterus_variegatus 3 6 378 143 0.150440917107584 0.169057377049179
Gazella_arabica 1 26 379 2 0.00128408091468777 0.00151890259978056
Gazella_arabica 2 26 379 1 0.000405926527298559 0.000758710566557861
Gazella_arabica 3 26 379 23 0.0159486294384225 0.0174553638942192
Gazella_bennettii 1 28 378 3 0.00322499370118418 0.00281869546376331
Gazella_bennettii 2 28 378 2 0.0027336860670194 0.00187955142295801
Gazella_bennettii 3 28 378 24 0.0259037501618592 0.0225791755761019
Gazella_cuvieri 1 17 378 0 0 0
Gazella_cuvieri 2 17 378 0 0 0
Gazella_cuvieri 3 17 378 6 0.00794428882664177 0.00608704141527639
Gazella_dorcas 1 163 379 20 0.00404188213620281 0.0101329893829663
Gazella_dorcas 2 163 379 10 0.00177130828462947 0.00506609252109188
Gazella_dorcas 3 163 379 110 0.0238267976436121 0.055756155512891
Gazella_gazella 1 170 379 8 0.000656165847564489 0.00410630874448925
Gazella_gazella 2 170 379 5 0.00220744294285863 0.00256502665649063
Gazella_gazella 3 170 379 50 0.0254424358259058 0.0256826360889924
Gazella_leptoceros 1 16 378 6 0.00486559296083106 0.00573247690279702
Gazella_leptoceros 2 16 378 8 0.00637827780684923 0.00764591462970099
Gazella_leptoceros 3 16 378 23 0.0143809233094947 0.0220028069143257
Gazella_spekei 1 5 378 0 0 0
Gazella_spekei 2 5 378 2 0.00335097001763668 0.00262956064424235
Gazella_spekei 3 5 378 0 0 0
Gazella_subgutturosa 1 132 379 41 0.0141006134854254 0.0218392496753912
Gazella_subgutturosa 2 132 379 27 0.0081968285503171 0.0143824585512165
Gazella_subgutturosa 3 132 379 99 0.0507439375205004 0.0527580824159146
Genetta_genetta 1 28 378 27 0.0192846033908836 0.0188656195653827
Genetta_genetta 2 28 378 10 0.00444752480179211 0.00698664198955615
Genetta_genetta 3 28 378 113 0.0717080691292792 0.0790211572763279
Genetta_maculata 1 32 378 5 0.00167652757143726 0.00344170327894412
Genetta_maculata 2 32 378 6 0.00130633096150338 0.00413016239134499
Genetta_maculata 3 32 378 44 0.0229267744140863 0.0302916361927448
Genetta_pardina 1 28 378 10 0.0107821729514851 0.0092713761042256
Genetta_pardina 2 28 378 5 0.00285966238347191 0.0046356880521128
Genetta_pardina 3 28 378 53 0.0522850165707309 0.049158211939076
Genetta_servalina 1 8 378 10 0.0125976316452507 0.0123018883398601
Genetta_servalina 2 8 378 6 0.00574452003023432 0.00738340374912832
Genetta_servalina 3 8 378 61 0.0664399092970522 0.0750800032821857
Genetta_thierryi 1 8 378 5 0.00708616780045352 0.00702797132587699
Genetta_thierryi 2 8 378 0 0 0
Genetta_thierryi 3 8 378 21 0.0297933988410179 0.029538238958325
Genetta_tigrina 1 12 378 14 0.00851638073860296 0.0129571317862302
Genetta_tigrina 2 12 378 4 0.00189193522526856 0.00370203765320862
Genetta_tigrina 3 12 378 80 0.0700790978568756 0.0740538375005147
Geomys_breviceps 1 8 377 30 0.0340090943539219 0.03085104820109
Geomys_breviceps 2 8 376 5 0.00503419452887538 0.0051497851803896
Geomys_breviceps 3 8 376 114 0.141938956433637 0.117432380728139
Geomys_bursarius 1 18 377 33 0.0252076073577088 0.0254501499611284
Geomys_bursarius 2 18 377 6 0.00312061163988142 0.00462709008181574
Geomys_bursarius 3 18 377 146 0.123229486312651 0.112592525324183
Geomys_personatus 1 22 377 34 0.0274314544871574 0.0275365569443681
Geomys_personatus 2 22 377 9 0.00531652255790187 0.0072888074983513
Geomys_personatus 3 22 377 160 0.14372144212993 0.12965823004194
Geomys_pinetis 1 8 374 24 0.0179526355996944 0.0248837278194152
Geomys_pinetis 2 8 374 3 0.00200534759358289 0.0031109267598957
Geomys_pinetis 3 8 374 91 0.0826330532212885 0.0945068803085936
Geomys_texensis 1 29 377 29 0.0116319361265854 0.0197038513628253
Geomys_texensis 2 29 377 12 0.00497305134641639 0.0081535156571058
Geomys_texensis 3 29 377 86 0.0573944469032734 0.0584364700035367
Georychus_capensis 1 267 307 49 0.0253273155375632 0.0259027707744363
Georychus_capensis 2 267 307 13 0.00451500232482902 0.00687216367485045
Georychus_capensis 3 267 306 160 0.102019433317794 0.0848567466889275
Geoxus_valdivianus 1 9 377 20 0.0235779546124374 0.0239919112984765
Geoxus_valdivianus 2 9 377 7 0.0107574417919245 0.00839237492792261
Geoxus_valdivianus 3 9 377 118 0.158467011915288 0.141543180523247
Gerbilliscus_gambiana 1 5 379 6 0.00817941952506596 0.00763358778625951
Gerbilliscus_gambiana 2 5 378 2 0.00317460317460317 0.00254858235106721
Gerbilliscus_gambiana 3 5 378 43 0.0582010582010582 0.054794520547945
Gerbilliscus_guineae 1 12 379 15 0.0131526345246662 0.0131068171872298
Gerbilliscus_guineae 2 12 378 3 0.00228475228475228 0.00262850816231437
Gerbilliscus_guineae 3 12 378 93 0.0932740099406766 0.0814772632241263
Gerbilliscus_kempi 1 22 379 55 0.0274832002288156 0.0412336635987912
Gerbilliscus_kempi 2 22 378 14 0.00512034218850279 0.0105183265224845
Gerbilliscus_kempi 3 22 378 168 0.0958945107871345 0.126297343123426
Gerbilliscus_leucogaster 1 99 379 43 0.0155619138424632 0.0221656896362791
Gerbilliscus_leucogaster 2 99 378 15 0.00465880681384933 0.00775169355574412
Gerbilliscus_leucogaster 3 99 378 185 0.0822131078229956 0.0956118603461552
Gerbilliscus_nigricaudus 1 31 379 37 0.0300767032615325 0.0269748589377662
Gerbilliscus_nigricaudus 2 31 378 14 0.00994381581646736 0.0102143426982255
Gerbilliscus_nigricaudus 3 31 378 154 0.122785411941798 0.112604391225149
Gerbilliscus_phillipsi 1 10 374 10 0.0122803666921314 0.0108661297131298
Gerbilliscus_phillipsi 2 10 374 6 0.00670995670995671 0.00652204013901604
Gerbilliscus_phillipsi 3 10 373 114 0.144035916421975 0.124171251554409
Gerbilliscus_robustus 1 35 379 47 0.0187718400481189 0.0331120444627314
Gerbilliscus_robustus 2 35 378 22 0.00935100688663583 0.015521792424939
Gerbilliscus_robustus 3 35 378 183 0.0751554975010435 0.129306626084286
Gerbillurus_paeba 1 5 379 13 0.0149516270888303 0.0165306771219667
Gerbillurus_paeba 2 5 378 3 0.00317460317460318 0.00382206178999892
Gerbillurus_paeba 3 5 378 53 0.0571428571428571 0.0675446049277822
Gerbillus_amoenus 1 13 314 2 0.00216105550500455 0.00234603251794034
Gerbillus_amoenus 2 13 314 3 0.00386715195632393 0.0035190487769105
Gerbillus_amoenus 3 13 313 17 0.0189937857669487 0.0200141301695684
Gerbillus_andersoni 1 12 379 5 0.00519708962980731 0.00468424377886123
Gerbillus_andersoni 2 12 378 0 0 0
Gerbillus_andersoni 3 12 378 16 0.0131072631072631 0.0150321084575844
Gerbillus_campestris 1 208 379 40 0.00635245713844995 0.0180624638925206
Gerbillus_campestris 2 208 379 31 0.00148600215386225 0.0140176576458758
Gerbillus_campestris 3 208 379 129 0.0315192664662139 0.0583214371560004
Gerbillus_floweri 1 5 75 0 0 0
Gerbillus_floweri 2 5 75 0 0 0
Gerbillus_floweri 3 5 74 2 0.0108108108108108 0.0130718954248366
Gerbillus_gerbillus 1 31 379 11 0.00326682071885179 0.00752459654698597
Gerbillus_gerbillus 2 31 378 3 0.000621970026156822 0.00205721648850716
Gerbillus_gerbillus 3 31 378 66 0.0318904938764633 0.0452680969682009
Gerbillus_henleyi 1 28 379 29 0.0252181804548714 0.0197469050828655
Gerbillus_henleyi 2 28 378 9 0.00944876209426474 0.00614409499570519
Gerbillus_henleyi 3 28 378 135 0.11592665809597 0.092192535187849
Gerbillus_latastei 1 15 379 25 0.0158811139022221 0.0210276846869435
Gerbillus_latastei 2 15 378 15 0.00977624668100859 0.0126378704245182
Gerbillus_latastei 3 15 378 83 0.0506960411722316 0.0699605651926926
Gerbillus_nancillus 1 44 379 40 0.0167613046186113 0.02427882663579
Gerbillus_nancillus 2 44 378 17 0.00323849687083353 0.0103447596034305
Gerbillus_nancillus 3 44 378 142 0.0695523988075418 0.0864291634055345
Gerbillus_nanus 1 31 379 20 0.0115075716349733 0.0144690984705035
Gerbillus_nanus 2 31 378 3 0.00177398228080489 0.00217552259994947
Gerbillus_nanus 3 31 378 107 0.0911459140960764 0.0776190870566856
Gerbillus_nigeriae 1 12 379 26 0.0153034300791557 0.0229379821214737
Gerbillus_nigeriae 2 12 378 17 0.00797659130992464 0.0150026843038093
Gerbillus_nigeriae 3 12 378 81 0.062000962000962 0.071703705160874
Gerbillus_occiduus 1 25 379 10 0.00499560246262093 0.00698768975510868
Gerbillus_occiduus 2 25 378 2 0.000423280423280423 0.00140123514136835
Gerbillus_occiduus 3 25 378 25 0.011657848324515 0.0175154392671044
Gerbillus_perpallidus 1 6 76 1 0.0043859649122807 0.00576258163657319
Gerbillus_perpallidus 2 6 76 0 0 0
Gerbillus_perpallidus 3 6 75 2 0.00888888888888889 0.0116788321167883
Gerbillus_pyramidum 1 20 379 9 0.00402543806237738 0.00744881426762859
Gerbillus_pyramidum 2 20 378 2 0.000814000814000814 0.00165898081573405
Gerbillus_pyramidum 3 20 378 38 0.0177185604086189 0.0315401829220667
Gerbillus_simoni 1 5 379 7 0.00817941952506596 0.00892952056978842
Gerbillus_simoni 2 5 378 5 0.00626102292768959 0.00639522489874225
Gerbillus_simoni 3 5 378 17 0.0213403880070547 0.0217437646557236
Gerbillus_tarabuli 1 35 379 15 0.00389406112571539 0.00961907402545529
Gerbillus_tarabuli 2 35 379 19 0.00300658521983992 0.0121846636279213
Gerbillus_tarabuli 3 35 379 100 0.0276748802183382 0.0641310181885714
Giraffa_camelopardalis 1 99 378 12 0.0117976528848837 0.00624055943431721
Giraffa_camelopardalis 2 99 378 4 0.00306305455454126 0.00208018647810574
Giraffa_camelopardalis 3 99 378 53 0.0437813843601504 0.0275637350771979
Glaucomys_sabrinus 1 70 379 17 0.00846296001124896 0.00991322190032693
Glaucomys_sabrinus 2 70 379 1 0.000239600043244886 0.000583199503029236
Glaucomys_sabrinus 3 70 379 89 0.043119345391928 0.0519096593388943
Glaucomys_volans 1 64 379 7 0.00767243420607537 0.006191033359478
Glaucomys_volans 2 64 379 5 0.00421954181848641 0.00442880992205044
Glaucomys_volans 3 64 379 57 0.0489673237199622 0.0505371936624816
Glauconycteris_argentata 1 11 378 3 0.0025012025012025 0.00270965993767782
Glauconycteris_argentata 2 11 378 2 0.0025012025012025 0.00180643995845188
Glauconycteris_argentata 3 11 378 12 0.0126984126984127 0.0108396188067386
Glauconycteris_beatrix 1 19 378 28 0.0152851263962375 0.0212058914728364
Glauconycteris_beatrix 2 19 378 4 0.00207308394442897 0.00302954053601595
Glauconycteris_beatrix 3 19 378 94 0.0599647266313933 0.0711882118304464
Glauconycteris_egeria 1 7 378 25 0.0205341395817586 0.0271022296100891
Glauconycteris_egeria 2 7 378 3 0.00226757369614512 0.0032529728557487
Glauconycteris_egeria 3 7 378 84 0.0667926429831192 0.0910799479543148
Glauconycteris_variegata 1 6 378 20 0.0188712522045855 0.0231830300220236
Glauconycteris_variegata 2 6 378 3 0.00264550264550265 0.00347745450330354
Glauconycteris_variegata 3 6 378 112 0.108994708994709 0.129824968123332
Glirulus_japonicus 1 95 378 41 0.0279193327430793 0.0258724607580576
Glirulus_japonicus 2 95 378 2 0.00169688154727893 0.00126209780629861
Glirulus_japonicus 3 95 378 233 0.174613414224697 0.147052130597632
Glis_glis 1 46 378 31 0.02077493218039 0.0227689172215676
Glis_glis 2 46 378 14 0.00792938879556671 0.0102821439990864
Glis_glis 3 46 378 111 0.100762454773302 0.0815733757327591
Globicephala_macrorhynchus 1 104 378 5 0.00102179599628488 0.00253901557707249
Globicephala_macrorhynchus 2 104 378 3 0.000633336383958848 0.00152339417646564
Globicephala_macrorhynchus 3 104 378 11 0.00423520757752211 0.00558575110885069
Globicephala_melas 1 5 378 0 0 0
Globicephala_melas 2 5 378 0 0 0
Globicephala_melas 3 5 378 1 0.00158730158730159 0.00126984126984126
Glossophaga_longirostris 1 10 378 4 0.00345804988662132 0.00389082980051392
Glossophaga_longirostris 2 10 378 2 0.00124926513815403 0.00194541490025696
Glossophaga_longirostris 3 10 378 14 0.0121630133534895 0.0136214533256732
Glossophaga_soricina 1 52 378 40 0.015576863223922 0.0234534894076978
Glossophaga_soricina 2 52 378 14 0.00377472926492534 0.00820881755540201
Glossophaga_soricina 3 52 378 176 0.115201725785959 0.10319893649828
Gorilla_beringei 1 129 380 5 0.00282410240718074 0.00242178143028544
Gorilla_beringei 2 129 380 3 0.000747781517747858 0.00145306885817126
Gorilla_beringei 3 129 380 5 0.00306890044879641 0.00242178143028544
Gorilla_gorilla 1 9 380 2 0.00116959064327485 0.00207071236202953
Gorilla_gorilla 2 9 380 1 0.0012531328320802 0.00103517755143538
Gorilla_gorilla 3 9 380 6 0.00484544695071011 0.00621186910704377
Gracilinanus_agilis 1 103 380 52 0.0106938527546509 0.0271901489812009
Gracilinanus_agilis 2 103 380 29 0.0049799586969954 0.0151638713065316
Gracilinanus_agilis 3 103 380 217 0.0804162825303716 0.113499389136725
Gracilinanus_emiliae 1 6 327 10 0.0163098878695209 0.0159392184469889
Gracilinanus_emiliae 2 6 326 3 0.00439672801635992 0.00478748869620726
Gracilinanus_emiliae 3 6 326 55 0.0892638036809816 0.0878804825437408
Gracilinanus_microtarsus 1 27 380 39 0.0294923860321289 0.0336891347576626
Gracilinanus_microtarsus 2 27 380 13 0.00546838925197385 0.0112251514126525
Gracilinanus_microtarsus 3 27 380 187 0.17559860348958 0.161884585040186
Gracilinanus_peruanus 1 9 267 22 0.0287646394387967 0.0335543660621553
Gracilinanus_peruanus 2 9 267 10 0.0118185601331669 0.0152566384539939
Gracilinanus_peruanus 3 9 267 58 0.0862612210926818 0.0886261312474416
Grampus_griseus 1 9 378 3 0.00355673133450911 0.00399122563887328
Grampus_griseus 2 9 378 0 0 0
Grampus_griseus 3 9 378 4 0.00477660199882422 0.00532938282257439
Graomys_griseoflavus 1 69 379 34 0.0122894665475746 0.0200086727935484
Graomys_griseoflavus 2 69 379 7 0.00153118325233382 0.00411900676507171
Graomys_griseoflavus 3 69 379 134 0.0500847969520576 0.0788862942532816
Gulo_gulo 1 34 378 9 0.00332574107083911 0.00585110197631257
Gulo_gulo 2 34 378 5 0.000782804704373332 0.00325061220906254
Gulo_gulo 3 34 378 13 0.00522675400126381 0.00845175824894777
Gymnuromys_roberti 1 7 378 13 0.0142605190224238 0.0140906134836331
Gymnuromys_roberti 2 7 378 2 0.00201562106324011 0.00216778668978971
Gymnuromys_roberti 3 7 378 54 0.0681531872008062 0.0585408159577924
Habromys_ixtlani 1 9 376 4 0.00280732860520094 0.00392960395205882
Habromys_ixtlani 2 9 376 1 0.000591016548463357 0.000982400988014705
Habromys_ixtlani 3 9 375 14 0.0123386243386243 0.013790434644949
Habromys_lepturus 1 13 376 8 0.00566012002182215 0.00688923810046906
Habromys_lepturus 2 13 376 3 0.00225660863958736 0.00258364969786274
Habromys_lepturus 3 13 375 45 0.0373693861693862 0.0388558004056591
Habromys_lophurus 1 6 376 11 0.00975177304964539 0.0131978883378658
Habromys_lophurus 2 6 376 5 0.00443262411347518 0.00599904015357537
Habromys_lophurus 3 6 375 28 0.0280888888888889 0.0336869122335623
Habromys_simulatus 1 5 376 1 0.00106382978723404 0.00133719634499665
Habromys_simulatus 2 5 376 1 0.00159574468085106 0.00133719634499665
Habromys_simulatus 3 5 375 1 0.0016 0.00134093194770365
Halichoerus_grypus 1 8 378 3 0.00198412698412698 0.00369506884265165
Halichoerus_grypus 2 8 378 0 0 0
Halichoerus_grypus 3 8 378 5 0.00453514739229025 0.00616674888998519
Handleyomys_alfaroi 1 55 376 48 0.014695396564124 0.0293348031760465
Handleyomys_alfaroi 2 55 376 8 0.0016446412472105 0.00488908351063921
Handleyomys_alfaroi 3 55 376 234 0.0813205475762202 0.143012425720272
Handleyomys_chapmani 1 61 376 6 0.00229070491119364 0.00344843021802846
Handleyomys_chapmani 2 61 376 4 0.000682468928524275 0.00229895347868564
Handleyomys_chapmani 3 61 376 49 0.0178697037853001 0.0281640731667315
Handleyomys_guerrerensis 1 18 376 11 0.00582325128633014 0.00850555964950792
Handleyomys_guerrerensis 2 18 376 4 0.00166875260742595 0.00309293078163925
Handleyomys_guerrerensis 3 18 376 28 0.020546516478932 0.0216505154714747
Handleyomys_melanotis 1 19 376 1 0.000279955207166853 0.000797970811750232
Handleyomys_melanotis 2 19 376 3 0.00083986562150056 0.0023939124352507
Handleyomys_melanotis 3 19 376 23 0.0197191681654168 0.0183559918603872
Handleyomys_rostratus 1 93 376 18 0.00782851748291126 0.00962036698492097
Handleyomys_rostratus 2 93 376 5 0.000748318664905882 0.00267232416247805
Handleyomys_rostratus 3 93 376 111 0.058731821632272 0.0593254445294411
Handleyomys_saturatior 1 31 376 10 0.00371380929257447 0.00681392254063597
Handleyomys_saturatior 2 31 376 7 0.0034910162599578 0.00477075378629355
Handleyomys_saturatior 3 31 376 82 0.0457617037553476 0.055885972925153
Hapalemur_griseus 1 36 378 20 0.0218736877467036 0.0208933324694006
Hapalemur_griseus 2 36 378 14 0.00704627530024356 0.0146096344682843
Hapalemur_griseus 3 36 378 106 0.134653367519847 0.111217007887251
Haplonycteris_fischeri 1 125 380 30 0.0152037351443124 0.0210804299091691
Haplonycteris_fischeri 2 125 380 5 0.000293378607809847 0.00351336516591092
Haplonycteris_fischeri 3 125 379 134 0.0937118495467872 0.094518001234888
Heimyscus_fumosus 1 14 380 37 0.0274436090225564 0.0310292003529699
Heimyscus_fumosus 2 14 380 7 0.00364372469635628 0.00587076797787126
Heimyscus_fumosus 3 14 379 143 0.107278385642502 0.120251481400047
Heliophobius_argenteocinereus 1 85 377 76 0.046512260327551 0.0409140107489923
Heliophobius_argenteocinereus 2 85 377 27 0.0102460232274089 0.0145367149204345
Heliophobius_argenteocinereus 3 85 377 274 0.19421394820833 0.147549750467921
Hemiechinus_auritus 1 19 377 23 0.0143489868375104 0.0179648801741918
Hemiechinus_auritus 2 19 377 6 0.00364694437503234 0.00468683018792937
Hemiechinus_auritus 3 19 377 73 0.0630413689586235 0.0570580901556945
Herpestes_brachyurus 1 25 378 31 0.0256505901205886 0.0250980671053046
Herpestes_brachyurus 2 25 378 7 0.00352374868075885 0.00566800843265732
Herpestes_brachyurus 3 25 378 124 0.102858741246377 0.10058536212511
Herpestes_edwardsii 1 10 378 9 0.00796590241034685 0.00853054899423776
Herpestes_edwardsii 2 10 378 5 0.00398925002099605 0.00473983568569624
Herpestes_edwardsii 3 10 378 20 0.0190749139161838 0.0189635872785936
Herpestes_ichneumon 1 27 378 5 0.00270926068027517 0.00496781900013106
Herpestes_ichneumon 2 27 378 2 0.000783167449834117 0.00198745066703904
Herpestes_ichneumon 3 27 378 19 0.0165109400904202 0.0188826130734659
Herpestes_javanicus 1 41 378 43 0.0217910689269233 0.0294237787519608
Herpestes_javanicus 2 41 378 18 0.0075976793203684 0.0123161970158257
Herpestes_javanicus 3 41 378 158 0.0945297427415038 0.108171135836501
Herpestes_sanguineus 1 15 378 23 0.0213820570963428 0.0196945029556724
Herpestes_sanguineus 2 15 378 12 0.00841295682565524 0.0102784034222858
Herpestes_sanguineus 3 15 377 107 0.113441819012111 0.0918479644602193
Herpestes_semitorquatus 1 5 134 2 0.00895522388059702 0.00716417910447761
Herpestes_semitorquatus 2 5 134 0 0 0
Herpestes_semitorquatus 3 5 134 8 0.0328358208955224 0.0286567164179104
Herpestes_urva 1 8 345 1 0.00193236714975845 0.00174459176552687
Herpestes_urva 2 8 345 3 0.00531400966183575 0.00523697302958891
Herpestes_urva 3 8 344 14 0.0271317829457364 0.0245226834822211
Heterocephalus_glaber 1 9 378 28 0.0222978080120937 0.0276900038144392
Heterocephalus_glaber 2 9 378 10 0.00705467372134039 0.00989231508436728
