species	check
Leopoldamys_neilli	inFrame1
Leopoldamys_sabanus	inFrame1
Lepilemur_aeeclis	inFrame1
Lepilemur_ankaranensis	inFrame1
Lepilemur_dorsalis	inFrame1
Lepilemur_edwardsi	inFrame1
Lepilemur_leucopus	inFrame1
Lepilemur_microdon	inFrame1
Lepilemur_mittermeieri	inFrame1
Lepilemur_mustelinus	inFrame1
Lepilemur_otto	inFrame1
Lepilemur_randrianasoloi	inFrame1
Lepilemur_ruficaudatus	inFrame1
Lepilemur_sahamalazensis	inFrame1
Lepilemur_septentrionalis	inFrame1
Leptonychotes_weddellii	inFrame1
Leptonycteris_yerbabuenae	inFrame1
Lepus_americanus	inFrame1
Lepus_arcticus	inFrame1
Lepus_brachyurus	inFrame1
Lepus_californicus	inFrame1
Lepus_callotis	inFrame1
Lepus_capensis	inFrame1
Lepus_castroviejoi	inFrame1
Lepus_comus	inFrame1
Lepus_coreanus	inFrame1
Lepus_corsicanus	inFrame1
Lepus_europaeus	inFrame1
Lepus_granatensis	inFrame1
Lepus_hainanus	inFrame1
Lepus_mandshuricus	inFrame1
Lepus_oiostolus	inFrame1
Lepus_othus	inFrame1
Lepus_peguensis	inFrame1
Lepus_sinensis	inFrame1
Lepus_timidus	inFrame1
Lepus_tolai	inFrame1
Lepus_townsendii	inFrame1
Lepus_yarkandensis	inFrame1
Liomys_irroratus	inFrame1
Liomys_pictus	inFrame1
Liomys_salvini	inFrame1
Lionycteris_spurrelli	inFrame1
Lissodelphis_borealis	inFrame1
Lonchophylla_robusta	inFrame1
Lontra_felina	inFrame1
Lontra_provocax	inFrame1
Lophostoma_carrikeri	inFrame1
Lophostoma_silvicolum	inFrame1
Lophuromys_chrysopus	inFrame1
Lophuromys_flavopunctatus	inFrame1
Loris_lydekkerianus	inFrame1
Loris_tardigradus	inFrame1
Loxodonta_africana	inFrame1
Lundomys_molitor	inFrame1
Lutra_lutra	inFrame1
Lutreolina_crassicaudata	inFrame1
Lutrogale_perspicillata	inFrame1
Lycaon_pictus	inFrame1
Lynx_canadensis	inFrame1
Lynx_lynx	inFrame1
Lynx_pardinus	inFrame1
Lynx_rufus	inFrame1
Macaca_assamensis	inFrame1
Macaca_fascicularis	inFrame1
Macaca_mulatta	inFrame1
Macaca_nemestrina	inFrame1
Macaca_ochreata	inFrame1
Macaca_silenus	inFrame1
Macaca_thibetana	inFrame1
Macaca_tonkeana	inFrame1
Macroglossus_minimus	inFrame1
Macroglossus_sobrinus	inFrame1
Macropus_giganteus	notInFrame123
Macropus_rufogriseus	inFrame1
Macroscelides_micus	inFrame1
Macroscelides_proboscideus	inFrame1
Macrotarsomys_bastardi	inFrame1
Madoqua_guentheri	inFrame1
Makalata_didelphoides	inFrame1
Makalata_macrura	inFrame1
Malacomys_cansdalei	inFrame1
Malacomys_edwardsi	inFrame1
Malacomys_longipes	inFrame1
Mandrillus_leucophaeus	inFrame1
Mandrillus_sphinx	inFrame1
Manis_javanica	inFrame1
Manis_pentadactyla	notInFrame123
Marmosa_constantiae	inFrame1
Marmosa_demerarae	inFrame1
Marmosa_lepida	inFrame1
Marmosa_mexicana	inFrame1
Marmosa_murina	inFrame1
Marmosa_paraguayanus	inFrame1
Marmosa_regina	inFrame1
Marmosa_robinsoni	inFrame1
Marmosops_incanus	inFrame1
Marmosops_noctivagus	inFrame1
Marmosops_parvidens	inFrame1
Marmosops_paulensis	inFrame1
Marmosops_pinheiroi	inFrame1
Marmota_broweri	inFrame1
Marmota_caligata	inFrame1
Marmota_flaviventris	inFrame1
Marmota_himalayana	inFrame1
Marmota_monax	inFrame1
Marmota_olympus	inFrame1
Marmota_sibirica	inFrame1
Marmota_vancouverensis	inFrame1
Martes_americana	inFrame1
Martes_flavigula	inFrame1
Martes_foina	inFrame1
Martes_martes	inFrame1
Martes_melampus	inFrame1
Martes_zibellina	inFrame1
Mastomys_awashensis	inFrame1
Mastomys_coucha	inFrame1
Mastomys_erythroleucus	inFrame1
Mastomys_huberti	inFrame1
Mastomys_kollmannspergeri	inFrame1
Mastomys_natalensis	inFrame1
Maxomys_dollmani	inFrame1
Maxomys_hylomyoides	inFrame1
Maxomys_moi	inFrame1
Maxomys_musschenbroekii	inFrame1
Maxomys_panglima	inFrame1
Maxomys_rajah	inFrame1
Maxomys_surifer	inFrame1
Maxomys_whiteheadi	inFrame1
Mazama_americana	inFrame1
Mazama_bororo	inFrame1
Mazama_gouazoubira	inFrame1
Mazama_nana	inFrame1
Mazama_nemorivaga	inFrame1
Mazama_rufina	inFrame1
Mazama_temama	inFrame1
Megadontomys_cryophilus	inFrame1
Megadontomys_nelsoni	inFrame1
Megadontomys_thomasi	inFrame1
Megaerops_ecaudatus	inFrame1
Megaloglossus_azagnyi	inFrame1
Megaloglossus_woermanni	inFrame1
Megaptera_novaeangliae	inFrame1
Melanomys_caliginosus	inFrame1
Meles_leucurus	inFrame1
Meles_meles	inFrame1
Melursus_ursinus	inFrame1
Mephitis_mephitis	inFrame1
Meriones_libycus	inFrame1
Meriones_meridianus	inFrame1
Meriones_shawi	inFrame1
Meriones_tamariscinus	inFrame1
Meriones_unguiculatus	inFrame1
Mesechinus_dauuricus	inFrame1
Mesocricetus_auratus	inFrame1
Mesocricetus_brandti	inFrame1
Mesophylla_macconnelli	inFrame1
Mesoplodon_densirostris	inFrame1
Mesoplodon_europaeus	inFrame1
Mesoplodon_layardii	inFrame1
Mesoplodon_mirus	inFrame1
Metachirus_nudicaudatus	inFrame1
Microcebus_berthae	inFrame1
Microcebus_gerpi	inFrame1
Microcebus_griseorufus	inFrame1
Microcebus_lehilahytsara	inFrame1
Microcebus_mittermeieri	inFrame1
Microcebus_murinus	inFrame1
Microcebus_myoxinus	inFrame1
Microcebus_ravelobensis	inFrame1
Microcebus_rufus	inFrame1
Microcebus_sambiranensis	inFrame1
Microcebus_simmonsi	inFrame1
Microcebus_tanosi	inFrame1
Microcebus_tavaratra	inFrame1
Microdipodops_megacephalus	inFrame1
Microdipodops_pallidus	inFrame1
Micromys_minutus	inFrame1
Micronycteris_buriri	inFrame1
Micronycteris_hirsuta	inFrame1
Micronycteris_megalotis	inFrame1
Micronycteris_minuta	inFrame1
Micropotamogale_lamottei	inFrame1
Micropteropus_pusillus	inFrame1
Microtus_abbreviatus	inFrame1
Microtus_agrestis	inFrame1
Microtus_arvalis	inFrame1
Microtus_bavaricus	inFrame1
Microtus_cabrerae	inFrame1
Microtus_californicus	inFrame1
Microtus_duodecimcostatus	inFrame1
Microtus_felteni	inFrame1
Microtus_fortis	inFrame1
Microtus_gerbei	inFrame1
Microtus_guentheri	inFrame1
Microtus_irani	inFrame1
Microtus_kikuchii	inFrame1
Microtus_levis	inFrame1
Microtus_limnophilus	inFrame1
Microtus_longicaudus	inFrame1
Microtus_lusitanicus	inFrame1
Microtus_majori	inFrame1
Microtus_maximowiczii	inFrame1
Microtus_middendorffii	inFrame1
Microtus_miurus	inFrame1
Microtus_mongolicus	inFrame1
Microtus_montanus	inFrame1
Microtus_multiplex	inFrame1
Microtus_ochrogaster	inFrame1
Microtus_oeconomus	inFrame1
Microtus_pennsylvanicus	inFrame1
Microtus_sachalinensis	inFrame1
Microtus_savii	inFrame1
Microtus_socialis	inFrame1
Microtus_tatricus	inFrame1
Microtus_thomasi	inFrame1
Microtus_transcaspicus	inFrame1
Miniopterus_gleni	inFrame1
Miniopterus_griveaudi	inFrame1
Miniopterus_magnater	inFrame1
Miniopterus_majori	inFrame1
Miniopterus_manavi	inFrame1
Miniopterus_minor	inFrame1
Miniopterus_natalensis	inFrame1
Miniopterus_petersoni	inFrame1
Miniopterus_schreibersii	inFrame1
Mirza_coquereli	inFrame1
Mirza_zaza	inFrame1
Mogera_imaizumii	inFrame1
Mogera_insularis	inFrame1
Mogera_kanoana	inFrame1
Mogera_wogura	inFrame1
Molossus_coibensis	inFrame1
Molossus_molossus	inFrame1
Molossus_rufus	notInFrame123
Molossus_sinaloae	inFrame1
Monachus_monachus	inFrame1
Monodelphis_adusta	inFrame1
Monodelphis_americana	inFrame1
Monodelphis_arlindoi	inFrame1
Monodelphis_brevicaudata	inFrame1
Monodelphis_dimidiata	inFrame1
Monodelphis_domestica	inFrame1
Monodelphis_emiliae	inFrame1
Monodelphis_glirina	inFrame1
Monodelphis_kunsi	inFrame1
Monodelphis_scalops	inFrame1
Mops_leucostigma	inFrame1
Mops_midas	inFrame1
Mormoops_megalophylla	inFrame1
Moschus_berezovskii	inFrame1
Moschus_leucogaster	inFrame1
Moschus_moschiferus	inFrame1
Mungotictis_decemlineata	inFrame1
Muntiacus_crinifrons	inFrame1
Muntiacus_muntjak	inFrame1
Muntiacus_putaoensis	inFrame1
Muntiacus_reevesi	inFrame1
Muntiacus_vuquangensis	inFrame1
Murina_cyclotis	inFrame1
Murina_eleryi	inFrame1
Murina_gracilis	inFrame1
Murina_hilgendorfi	inFrame1
Murina_leucogaster	inFrame1
Murina_puta	inFrame1
Murina_recondita	inFrame1
Mus_booduga	inFrame1
Mus_bufo	inFrame1
Mus_callewaerti	inFrame1
Mus_caroli	inFrame1
Mus_cervicolor	inFrame1
Mus_cookii	inFrame1
Mus_fragilicauda	inFrame1
Mus_haussa	inFrame1
Mus_indutus	inFrame1
Mus_mahomet	inFrame1
Mus_mattheyi	inFrame1
Mus_minutoides	inFrame1
Mus_musculoides	inFrame1
Mus_musculus	inFrame1
Mus_pahari	inFrame1
Mus_setulosus	inFrame1
Mus_spicilegus	inFrame1
Mus_spretus	inFrame1
Mus_terricolor	inFrame1
Mus_triton	inFrame1
Muscardinus_avellanarius	inFrame1
Mustela_altaica	inFrame1
Mustela_erminea	inFrame1
Mustela_frenata	inFrame1
Mustela_itatsi	inFrame1
Mustela_lutreola	inFrame1
Mustela_nigripes	inFrame1
Mustela_nivalis	inFrame1
Mustela_putorius	notInFrame123
Mustela_sibirica	inFrame1
Myocastor_coypus	inFrame1
Myodes_andersoni	inFrame1
Myodes_californicus	inFrame1
Myodes_gapperi	inFrame1
Myodes_glareolus	inFrame1
Myodes_regulus	inFrame1
Myodes_rex	inFrame1
Myodes_rufocanus	inFrame1
Myodes_rutilus	inFrame1
Myodes_smithii	inFrame1
Myomyscus_brockmani	inFrame1
Myonycteris_angolensis	inFrame1
Myonycteris_torquata	inFrame1
Myopus_schisticolor	inFrame1
Myotis_adversus	inFrame1
Myotis_albescens	inFrame1
Myotis_alcathoe	inFrame1
Myotis_altarium	inFrame1
Myotis_auriculus	inFrame1
Myotis_bechsteinii	inFrame1
Myotis_blythii	inFrame1
Myotis_bocagii	inFrame1
Myotis_bombinus	inFrame1
Myotis_brandtii	inFrame1
Myotis_californicus	inFrame1
Myotis_capaccinii	inFrame1
Myotis_chinensis	inFrame1
Myotis_ciliolabrum	inFrame1
Myotis_dasycneme	inFrame1
Myotis_daubentonii	inFrame1
Myotis_davidii	inFrame1
Myotis_dominicensis	inFrame1
Myotis_emarginatus	inFrame1
Myotis_escalerai	inFrame1
Myotis_evotis	inFrame1
Myotis_fimbriatus	inFrame1
Myotis_flavus	inFrame1
Myotis_formosus	inFrame1
Myotis_frater	inFrame1
Myotis_goudoti	inFrame1
Myotis_horsfieldii	inFrame1
Myotis_ikonnikovi	inFrame1
Myotis_keaysi	inFrame1
Myotis_laniger	inFrame1
Myotis_lucifugus	notInFrame123
Myotis_macrodactylus	inFrame1
Myotis_martiniquensis	inFrame1
Myotis_muricola	inFrame1
Myotis_myotis	inFrame1
Myotis_mystacinus	inFrame1
Myotis_nattereri	inFrame1
Myotis_nigricans	inFrame1
Myotis_petax	inFrame1
Myotis_pilosus	inFrame1
Myotis_punicus	inFrame1
Myotis_riparius	notInFrame123
Myotis_secundus	inFrame1
Myotis_septentrionalis	inFrame1
Myotis_siligorensis	inFrame1
Myotis_thysanodes	inFrame1
Myotis_tricolor	inFrame1
Myotis_velifer	inFrame1
Myotis_volans	inFrame1
Myotis_welwitschii	inFrame1
Myotis_yumanensis	inFrame1
Myrmecophaga_tridactyla	inFrame1
Mysateles_prehensilis	inFrame1
Myzopoda_aurita	notInFrame123
Myzopoda_schliemanni	inFrame1
Naemorhedus_baileyi	inFrame1
Naemorhedus_goral	inFrame1
Nandinia_binotata	inFrame1
Nanger_dama	inFrame1
Nanger_granti	inFrame1
Nanonycteris_veldkampii	inFrame1
Napaeozapus_insignis	inFrame1
Nasalis_larvatus	inFrame1
Nasua_narica	inFrame1
Nasua_nasua	inFrame1
Natalus_saturatus	inFrame1
Natalus_stramineus	inFrame1
Neacomys_dubosti	inFrame1
Neacomys_minutus	inFrame1
Neacomys_musseri	inFrame1
Neacomys_paracou	inFrame1
Neacomys_spinosus	inFrame1
Necromys_lactens	inFrame1
Necromys_lasiurus	inFrame1
Necromys_lenguarum	inFrame1
Nectogale_elegans	inFrame1
Nectomys_squamipes	inFrame1
Neodon_fuscus	inFrame1
Neodon_irene	inFrame1
Neodon_leucurus	inFrame1
Neodon_sikimensis	inFrame1
Neofelis_diardi	inFrame1
Neofelis_nebulosa	inFrame1
Neomys_anomalus	inFrame1
Neomys_fodiens	inFrame1
Neomys_teres	inFrame1
Neophoca_cinerea	inFrame1
Neophocaena_asiaeorientalis	inFrame1
Neophocaena_phocaenoides	inFrame1
Neoromicia_capensis	notInFrame123
Neoromicia_guineensis	inFrame1
Neoromicia_matroka	inFrame1
Neoromicia_nana	inFrame1
Neoromicia_somalica	inFrame1
Neotoma_albigula	inFrame1
Neotoma_bryanti	inFrame1
Neotoma_cinerea	inFrame1
Neotoma_devia	inFrame1
Neotoma_floridana	inFrame1
Neotoma_fuscipes	inFrame1
Neotoma_lepida	inFrame1
Neotoma_leucodon	inFrame1
Neotoma_macrotis	inFrame1
Neotoma_magister	inFrame1
Neotoma_mexicana	inFrame1
Neotoma_micropus	inFrame1
Neotoma_stephensi	inFrame1
Neotomodon_alstoni	inFrame1
Neovison_vison	inFrame1
Nephelomys_albigularis	inFrame1
Nesomys_rufus	inFrame1
Neurotrichus_gibbsii	inFrame1
Niviventer_andersoni	inFrame1
Niviventer_brahma	inFrame1
Niviventer_confucianus	inFrame1
Niviventer_coninga	inFrame1
Niviventer_cremoriventer	inFrame1
Niviventer_culturatus	inFrame1
Niviventer_eha	inFrame1
Niviventer_excelsior	inFrame1
Niviventer_fulvescens	notInFrame123
Niviventer_hinpoon	inFrame1
Niviventer_niviventer	inFrame1
Niviventer_tenaster	inFrame1
Noctilio_albiventris	inFrame1
Noctilio_leporinus	inFrame1
Nomascus_concolor	inFrame1
Nomascus_gabriellae	inFrame1
Nomascus_leucogenys	inFrame1
Nomascus_siki	inFrame1
Notiosorex_cockrumi	inFrame1
Notiosorex_crawfordi	inFrame1
Nyctalus_azoreum	inFrame1
Nyctalus_lasiopterus	inFrame1
Nyctalus_leisleri	inFrame1
Nyctalus_noctula	inFrame1
Nyctalus_plancyi	inFrame1
Nyctereutes_procyonoides	inFrame1
Nycteris_grandis	inFrame1
Nycticebus_bengalensis	inFrame1
Nycticebus_coucang	inFrame1
Nycticebus_javanicus	inFrame1
Nycticebus_pygmaeus	inFrame1
Nycticeinops_schlieffeni	inFrame1
Nyctimene_albiventer	inFrame1
Nyctimene_cephalotes	inFrame1
Nyctimene_robinsoni	inFrame1
Nyctinomops_aurispinosus	inFrame1
Nyctinomops_femorosaccus	inFrame1
Nyctinomops_macrotis	inFrame1
Nyctomys_sumichrasti	inFrame1
Ochotona_alpina	inFrame1
Ochotona_cansus	inFrame1
Ochotona_collaris	inFrame1
Ochotona_curzoniae	inFrame1
Ochotona_dauurica	inFrame1
Ochotona_forresti	inFrame1
Ochotona_gloveri	inFrame1
Ochotona_hyperborea	inFrame1
Ochotona_macrotis	inFrame1
Ochotona_princeps	notInFrame123
Ochotona_roylei	inFrame1
Ochotona_rufescens	inFrame1
Ochotona_syrinx	inFrame1
Ochotona_thibetana	inFrame1
Ochotona_thomasi	inFrame1
Octodon_degus	inFrame1
Octomys_mimax	inFrame1
Odobenus_rosmarus	notInFrame123
Odocoileus_hemionus	inFrame1
Odocoileus_virginianus	inFrame1
Oecomys_auyantepui	inFrame1
Oecomys_bicolor	inFrame1
Oecomys_catherinae	inFrame1
Oecomys_cleberi	inFrame1
Oecomys_concolor	inFrame1
Oecomys_mamorae	inFrame1
Oecomys_paricola	inFrame1
Oecomys_rex	inFrame1
Oecomys_roberti	inFrame1
Oecomys_rutilus	inFrame1
Okapia_johnstoni	inFrame1
Oligoryzomys_brendae	inFrame1
Oligoryzomys_destructor	inFrame1
Oligoryzomys_flavescens	inFrame1
Oligoryzomys_fornesi	inFrame1
Oligoryzomys_fulvescens	inFrame1
Oligoryzomys_longicaudatus	inFrame1
Oligoryzomys_microtis	inFrame1
Oligoryzomys_moojeni	inFrame1
Oligoryzomys_nigripes	inFrame1
Oligoryzomys_stramineus	inFrame1
Ondatra_zibethicus	inFrame1
Orcaella_brevirostris	inFrame1
Orcaella_heinsohni	inFrame1
Orcinus_orca	inFrame1
Ornithorhynchus_anatinus	inFrame1
Orthogeomys_grandis	inFrame1
Orthogeomys_hispidus	inFrame1
Orycteropus_afer	inFrame1
Oryctolagus_cuniculus	notInFrame123
Oryx_beisa	inFrame1
Oryx_dammah	inFrame1
Oryx_gazella	inFrame1
Oryx_leucoryx	inFrame1
Oryzomys_couesi	inFrame1
Oryzomys_palustris	inFrame1
Osgoodomys_banderanus	inFrame1
Otocolobus_manul	inFrame1
Otolemur_crassicaudatus	inFrame1
Otolemur_garnettii	inFrame1
Otomops_madagascariensis	inFrame1
Otomops_martiensseni	inFrame1
Otomys_angoniensis	inFrame1
Otomys_denti	inFrame1
Otomys_irroratus	inFrame1
Otomys_lacustris	inFrame1
Otomys_occidentalis	inFrame1
Otomys_tropicalis	inFrame1
Otomys_unisulcatus	inFrame1
Otonycteris_hemprichii	inFrame1
Otopteropus_cartilagonodus	inFrame1
Otospermophilus_atricapillus	inFrame1
Otospermophilus_beecheyi	inFrame1
Ototylomys_phyllotis	inFrame1
Ovibos_moschatus	inFrame1
Ovis_ammon	notInFrame123
Ovis_aries	inFrame1
Ovis_canadensis	inFrame1
Ovis_dalli	inFrame1
Ovis_nivicola	inFrame1
Ovis_orientalis	inFrame1
Oxymycterus_dasytrichus	inFrame1
Oxymycterus_delator	inFrame1
Oxymycterus_nasutus	inFrame1
Oxymycterus_rufus	inFrame1
Ozotoceros_bezoarticus	inFrame1
Pagophilus_groenlandicus	inFrame1
Paguma_larvata	inFrame1
Pan_paniscus	inFrame1
Pan_troglodytes	inFrame1
Panthera_leo	inFrame1
Panthera_onca	inFrame1
Panthera_pardus	inFrame1
Panthera_tigris	inFrame1
Panthera_uncia	inFrame1
Papio_anubis	inFrame1
Papio_cynocephalus	inFrame1
Papio_hamadryas	inFrame1
Papio_papio	inFrame1
Papio_ursinus	inFrame1
Pappogeomys_bulleri	inFrame1
Paradoxurus_hermaphroditus	inFrame1
Paradoxurus_zeylonensis	inFrame1
Paraechinus_aethiopicus	inFrame1
Parascaptor_leucura	inFrame1
Pardofelis_marmorata	inFrame1
Parotomys_brantsii	inFrame1
Parotomys_littledalei	inFrame1
Paruromys_dominator	inFrame1
Pecari_tajacu	inFrame1
Penthetor_lucasi	inFrame1
Perognathus_amplus	inFrame1
Perognathus_flavescens	inFrame1
Perognathus_flavus	inFrame1
Perognathus_longimembris	inFrame1
Perognathus_merriami	inFrame1
Peromyscus_attwateri	inFrame1
Peromyscus_aztecus	inFrame1
Peromyscus_beatae	inFrame1
Peromyscus_boylii	inFrame1
Peromyscus_californicus	inFrame1
Peromyscus_crinitus	inFrame1
Peromyscus_difficilis	inFrame1
Peromyscus_eremicus	inFrame1
Peromyscus_fraterculus	inFrame1
Peromyscus_furvus	inFrame1
Peromyscus_gossypinus	inFrame1
Peromyscus_grandis	inFrame1
Peromyscus_gratus	inFrame1
Peromyscus_guatemalensis	inFrame1
Peromyscus_gymnotis	inFrame1
Peromyscus_hylocetes	inFrame1
Peromyscus_keeni	inFrame1
Peromyscus_leucopus	inFrame1
Peromyscus_levipes	inFrame1
Peromyscus_maniculatus	inFrame1
Peromyscus_melanophrys	inFrame1
Peromyscus_melanotis	inFrame1
Peromyscus_mexicanus	notInFrame123
Peromyscus_polionotus	inFrame1
Peromyscus_schmidlyi	inFrame1
Peromyscus_spicilegus	inFrame1
Peromyscus_truei	inFrame1
Peromyscus_zarhynchus	inFrame1
Peropteryx_leucoptera	inFrame1
Peropteryx_macrotis	inFrame1
Petaurista_alborufus	inFrame1
Petaurista_elegans	inFrame1
Petaurista_leucogenys	inFrame1
Petaurista_petaurista	inFrame1
Petaurista_philippensis	inFrame1
Petaurus_norfolcensis	inFrame1
Petrogale_lateralis	inFrame1
Petrogale_xanthopus	inFrame1
Phacochoerus_africanus	inFrame1
Phascogale_tapoatafa	inFrame1
Phascolarctos_cinereus	inFrame1
Phascolosorex_dorsalis	inFrame1
Phataginus_tricuspis	inFrame1
Philander_andersoni	inFrame1
Philander_frenatus	inFrame1
Philander_mcilhennyi	inFrame1
Philander_opossum	inFrame1
Philantomba_maxwellii	inFrame1
Philantomba_monticola	inFrame1
Philantomba_walteri	inFrame1
Phoca_largha	inFrame1
Phoca_vitulina	inFrame1
Phocoena_phocoena	inFrame1
Phodopus_campbelli	inFrame1
Phodopus_roborovskii	inFrame1
Phodopus_sungorus	inFrame1
Phyllomys_blainvillii	inFrame1
Phyllomys_dasythrix	inFrame1
Phyllomys_nigrispinus	inFrame1
Phyllomys_pattoni	inFrame1
Phyllomys_sulinus	inFrame1
Phyllonycteris_poeyi	inFrame1
Phyllops_falcatus	inFrame1
Phyllotis_andium	inFrame1
Phyllotis_darwini	inFrame1
Phyllotis_limatus	inFrame1
Phyllotis_magister	inFrame1
Phyllotis_osilae	inFrame1
Phyllotis_xanthopygus	inFrame1
Physeter_macrocephalus	inFrame1
Pipanacoctomys_aureus	inFrame1
Pipistrellus_abramus	inFrame1
Pipistrellus_deserti	inFrame1
Pipistrellus_hesperidus	inFrame1
Pipistrellus_kuhlii	inFrame1
Pipistrellus_maderensis	inFrame1
Pipistrellus_nathusii	inFrame1
Pipistrellus_pipistrellus	inFrame1
Pipistrellus_pygmaeus	inFrame1
Pipistrellus_rueppellii	inFrame1
Plagiodontia_aedium	inFrame1
Planigale_ingrami	inFrame1
Planigale_maculata	inFrame1
Platanista_gangetica	inFrame1
Platyrrhinus_aurarius	inFrame1
Platyrrhinus_dorsalis	inFrame1
Platyrrhinus_guianensis	inFrame1
Platyrrhinus_helleri	inFrame1
Platyrrhinus_lineatus	inFrame1
Platyrrhinus_recifinus	inFrame1
Plecotus_auritus	inFrame1
Plecotus_austriacus	inFrame1
Plecotus_macrobullaris	inFrame1
Plecotus_ognevi	inFrame1
Plecotus_teneriffae	inFrame1
Podomys_floridanus	inFrame1
Pongo_abelii	inFrame1
Pongo_pygmaeus	inFrame1
Potamochoerus_porcus	inFrame1
Potos_flavus	inFrame1
Praomys_daltoni	inFrame1
Praomys_degraaffi	inFrame1
Praomys_delectorum	inFrame1
Praomys_derooi	inFrame1
Praomys_hartwigi	inFrame1
Praomys_jacksoni	inFrame1
Praomys_lukolelae	inFrame1
Praomys_minor	inFrame1
Praomys_misonnei	inFrame1
Praomys_morio	inFrame1
Praomys_mutoni	inFrame1
Praomys_petteri	inFrame1
Praomys_rostratus	inFrame1
Praomys_tullbergi	inFrame1
Presbytis_comata	inFrame1
Prionailurus_bengalensis	inFrame1
Prionailurus_planiceps	inFrame1
Prionailurus_viverrinus	inFrame1
Procapra_gutturosa	inFrame1
Procapra_picticaudata	inFrame1
Procavia_capensis	inFrame1
Procyon_lotor	inFrame1
Proechimys_brevicauda	inFrame1
Proechimys_cuvieri	inFrame1
Proechimys_guyannensis	inFrame1
Proechimys_longicaudatus	inFrame1
Proechimys_quadruplicatus	inFrame1
Proechimys_roberti	inFrame1
Proechimys_simonsi	inFrame1
Proedromys_liangshanensis	inFrame1
Prolemur_simus	inFrame1
Propithecus_coquereli	inFrame1
Propithecus_deckenii	inFrame1
Propithecus_diadema	inFrame1
Propithecus_edwardsi	inFrame1
Propithecus_tattersalli	inFrame1
Proteles_cristata	inFrame1
Psammomys_obesus	inFrame1
Psammomys_vexillaris	inFrame1
Pseudantechinus_macdonnellensis	inFrame1
Pseudantechinus_roryi	inFrame1
Pseudantechinus_woolleyae	inFrame1
Pseudois_nayaur	inFrame1
Pseudomys_fumeus	inFrame1
Pseudomys_hermannsburgensis	inFrame1
Pseudomys_nanus	inFrame1
Pseudorca_crassidens	inFrame1
Pseudoryzomys_simplex	inFrame1
Ptenochirus_jagori	inFrame1
Ptenochirus_minor	inFrame1
Pteromys_volans	inFrame1
Pteronotus_davyi	inFrame1
Pteronotus_gymnonotus	inFrame1
Pteronotus_macleayii	inFrame1
Pteronotus_parnellii	inFrame1
Pteronotus_personatus	inFrame1
Pteronotus_quadridens	inFrame1
Pteronura_brasiliensis	inFrame1
Pteropus_conspicillatus	inFrame1
Pteropus_giganteus	inFrame1
Pteropus_hypomelanus	inFrame1
Pteropus_livingstonii	inFrame1
Pteropus_mariannus	inFrame1
Pteropus_poliocephalus	inFrame1
Pteropus_pumilus	inFrame1
Pteropus_rodricensis	inFrame1
Pteropus_rufus	inFrame1
Pteropus_seychellensis	inFrame1
Pteropus_vampyrus	inFrame1
Pudu_mephistophiles	inFrame1
Pudu_puda	inFrame1
Puma_concolor	inFrame1
Pusa_caspica	inFrame1
Pygoderma_bilabiatum	inFrame1
Rangifer_tarandus	inFrame1
Rattus_andamanensis	inFrame1
Rattus_argentiventer	inFrame1
Rattus_baluensis	inFrame1
Rattus_exulans	inFrame1
Rattus_fuscipes	inFrame1
Rattus_hoffmanni	inFrame1
Rattus_leucopus	inFrame1
Rattus_losea	inFrame1
Rattus_nitidus	inFrame1
Rattus_norvegicus	inFrame1
Rattus_pyctoris	inFrame1
Rattus_rattus	inFrame2
Rattus_sordidus	inFrame1
Rattus_tanezumi	inFrame1
Rattus_tiomanicus	inFrame1
Rattus_tunneyi	inFrame1
Rattus_villosissimus	inFrame1
Reithrodontomys_bakeri	inFrame1
Reithrodontomys_creper	inFrame1
Reithrodontomys_fulvescens	inFrame1
Reithrodontomys_megalotis	inFrame1
Reithrodontomys_mexicanus	inFrame1
Reithrodontomys_microdon	inFrame1
Reithrodontomys_raviventris	inFrame1
Reithrodontomys_sumichrasti	inFrame1
Rhabdomys_pumilio	notInFrame123
Rhinoceros_unicornis	inFrame1
Rhinolophus_affinis	inFrame1
Rhinolophus_alcyone	inFrame1
Rhinolophus_arcuatus	notInFrame123
Rhinolophus_blasii	inFrame1
Rhinolophus_capensis	inFrame1
Rhinolophus_celebensis	inFrame1
Rhinolophus_clivosus	inFrame1
Rhinolophus_darlingi	inFrame1
Rhinolophus_denti	inFrame2
Rhinolophus_euryale	inFrame1
Rhinolophus_ferrumequinum	inFrame1
Rhinolophus_fumigatus	inFrame1
Rhinolophus_hildebrandtii	inFrame1
Rhinolophus_hipposideros	inFrame1
Rhinolophus_landeri	inFrame1
Rhinolophus_luctus	inFrame1
Rhinolophus_macrotis	notInFrame123
Rhinolophus_marshalli	inFrame1
Rhinolophus_mehelyi	inFrame1
Rhinolophus_paradoxolophus	inFrame1
Rhinolophus_pearsonii	inFrame1
Rhinolophus_philippinensis	inFrame1
Rhinolophus_pusillus	inFrame1
Rhinolophus_rex	inFrame1
Rhinolophus_rouxii	inFrame1
Rhinolophus_simulator	inFrame1
Rhinolophus_sinicus	inFrame1
Rhinolophus_swinnyi	inFrame1
Rhinolophus_thomasi	inFrame1
Rhinophylla_pumilio	inFrame1
Rhinopithecus_bieti	inFrame1
Rhinopithecus_roxellana	inFrame1
Rhinopoma_microphyllum	inFrame1
Rhinopoma_muscatellum	inFrame1
Rhipidomys_emiliae	inFrame1
